district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note,district_seats
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,ANC,ANC,1399455,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,DA,DA,303309,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,EFF,EFF,155899,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,UDM,UDM,46258,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,ATM,ATM,27935,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,FF+,FF+,17699,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,ACDP,ACDP,9947,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,AIC,AIC,8134,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,PAC,PAC,7844,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,COPE,COPE,4902,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Alliance For Transformation For All,Alliance For Transformation For All,4577,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Socialist Revolutionary Workers Party,Socialist Revolutionary Workers Party,4448,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,GOOD,GOOD,4445,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,African Security Congress,African Security Congress,4427,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Afrikan Alliance Of Social Democrats,Afrikan Alliance Of Social Democrats,3229,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,APC,APC,1949,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Agang SA,Agang SA,1882,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Azanian People'S Organisation,Azanian People'S Organisation,1431,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Al Jama-ah,Al Jama-ah,1079,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,IFP,IFP,1021,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Christian Political Movement,Christian Political Movement,863,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Forum 4 Service Delivery,Forum 4 Service Delivery,786,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Democratic Liberal Congress,Democratic Liberal Congress,759,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Capitalist Party Of South Africa,Capitalist Party Of South Africa,732,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Compatriots Of South Africa,Compatriots Of South Africa,722,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Black First Land First,Black First Land First,667,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,NFP,NFP,506,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,Front Nasionaal/Front National,Front Nasionaal/Front National,469,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,African Congress Of Democrats,African Congress Of Democrats,458,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
Eastern Cape,https://results.elections.org.za/home/NPEPublicReports/699/National/Results,,ANC,ANC,3362570,2020527,32291,2052818,61.05,1010264,0,first,,,PA,PA,448,province,ZA-EC,official,Province National Assembly ballot totals; National Assembly seats are allocated nationally.,0
