district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Aston,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-197.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-197.htm,"TUDGE, Alan",Liberal,93447,84817,3854,88671,94.89,2985,"TUDGE, Alan",Liberal,39733,"TUDGE, Alan",Liberal,43901,"EVANS, Rupert",Australian Labor Party,40916,2985,False,4168
Ballarat,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-198.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-198.htm,"KING, Catherine",Australian Labor Party,97756,89439,3456,92895,95.03,20937,"KING, Catherine",Australian Labor Party,46289,"KING, Catherine",Australian Labor Party,55188,"BANWELL, Mark",Liberal,34251,20937,False,8899
Batman,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-199.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-199.htm,"FERGUSON, Martin John",Australian Labor Party,89131,77463,4202,81665,91.62,12175,"FERGUSON, Martin John",Australian Labor Party,40574,"FERGUSON, Martin John",Australian Labor Party,44819,"BHATHAL, Alexandra Kaur",Australian Greens,32644,12175,False,4245
Bendigo,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-200.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-200.htm,"GIBBONS, Steve",Australian Labor Party,100610,92265,3588,95853,95.27,17591,"GIBBONS, Steve",Australian Labor Party,43965,"GIBBONS, Steve",Australian Labor Party,54928,"HUNTER, Craig",Liberal,37337,17591,False,10963
Bruce,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-201.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-201.htm,"GRIFFIN, Alan",Australian Labor Party,88124,76747,4220,80967,91.88,12459,"GRIFFIN, Alan",Australian Labor Party,37794,"GRIFFIN, Alan",Australian Labor Party,44603,"KABOS, Mike",Liberal,32144,12459,False,6809
Calwell,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-203.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-203.htm,"VAMVAKINOU, Maria",Australian Labor Party,101342,87554,6114,93668,92.43,34536,"VAMVAKINOU, Maria",Australian Labor Party,49580,"VAMVAKINOU, Maria",Australian Labor Party,61045,"TSENG, Wayne",Liberal,26509,34536,False,11465
Casey,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-204.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-204.htm,"SMITH, Tony",Liberal,92317,83897,3695,87592,94.88,7019,"SMITH, Tony",Liberal,40588,"SMITH, Tony",Liberal,45458,"HISHEH, Sami",Australian Labor Party,38439,7019,False,4870
Chisholm,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-205.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-205.htm,"BURKE, Anna Elizabeth",Australian Labor Party,86220,77450,2880,80330,93.17,9468,"BURKE, Anna Elizabeth",Australian Labor Party,34492,"BURKE, Anna Elizabeth",Australian Labor Party,43459,"NGUYEN, John",Liberal,33991,9468,False,8967
Corangamite,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-207.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-207.htm,"CHEESEMAN, Darren",Australian Labor Party,101512,93699,3117,96816,95.37,771,"HENDERSON, Sarah",Liberal,42155,"CHEESEMAN, Darren",Australian Labor Party,47235,"HENDERSON, Sarah",Liberal,46464,771,True,10192
Corio,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-208.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-208.htm,"MARLES, Richard Donald",Australian Labor Party,91924,82661,3905,86566,94.17,23505,"MARLES, Richard Donald",Australian Labor Party,42578,"MARLES, Richard Donald",Australian Labor Party,53083,"GIBSON, Don",Liberal,29578,23505,False,10505
Deakin,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-209.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-209.htm,"SYMON, Mike",Australian Labor Party,87710,80000,2967,82967,94.59,3854,"BARRESI, Phil",Liberal,33553,"SYMON, Mike",Australian Labor Party,41927,"BARRESI, Phil",Liberal,38073,3854,True,9986
Dunkley,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-210.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-210.htm,"BILLSON, Bruce",Liberal,95299,85800,3498,89298,93.7,1754,"BILLSON, Bruce",Liberal,40602,"BILLSON, Bruce",Liberal,43777,"CONSTAS, Helen",Australian Labor Party,42023,1754,False,3175
Flinders,https://results.aec.gov.au/15508/Website/HouseDivisionPage-15508-211.htm,https://results.aec.gov.au/15508/Website/HouseDop-15508-211.htm,"HUNT, Greg",Liberal,100852,90501,3895,94396,93.6,16497,"HUNT, Greg",Liberal,49146,"HUNT, Greg",Liberal,53499,"GAGLIANO-VENTURA, Francis",Australian Labor Party,37002,16497,False,4353
