district,district_url,distribution_url,elected_member,elected_party,elected_members,elected_parties,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,Jacqui Lambie Network,Jacqui Lambie Network,52897,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,Australia's Voice,Australia's Voice,36792,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,Indigenous - Aboriginal Party of Australia,Indigenous - Aboriginal Party of Australia,32344,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,Unendorsed/Ungrouped Amalgamated,Unendorsed/Ungrouped Amalgamated,17637,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,FUSION | Planet Rescue | Whistleblower Protection | Innovation,FUSION | Planet Rescue | Whistleblower Protection | Innovation,16532,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,Sustainable Australia Party - Universal Basic Income,Sustainable Australia Party - Universal Basic Income,16173,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,Socialist Alliance,Socialist Alliance,12524,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-NSW.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-NSW.pdf,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,"SHELDON, Tony; BRAGG, Andrew; AYRES, Tim; COLLINS, Jessica; FARUQI, Mehreen; STACEY, Warwick",Labor; Liberal; Labor; Liberal; The Greens; Pauline Hanson's One Nation,6,712405,5692270,4986832,232509,5219341,91.69,408773,0,first,,,Citizens Party,Citizens Party,10655,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Australian Labor Party,Australian Labor Party,1422364,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Liberal/The Nationals,Liberal/The Nationals,1288356,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,The Greens,The Greens,510835,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Pauline Hanson's One Nation,Pauline Hanson's One Nation,182228,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Legalise Cannabis Party,Legalise Cannabis Party,148739,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Trumpet of Patriots,Trumpet of Patriots,103552,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Family First,Family First,74609,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Animal Justice Party,Animal Justice Party,64555,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Victorian Socialists,Victorian Socialists,63093,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,"Shooters, Fishers and Farmers Party","Shooters, Fishers and Farmers Party",50982,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Gerard Rennick People First - Heart,Gerard Rennick People First - Heart,44080,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Australia's Voice,Australia's Voice,39819,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Indigenous - Aboriginal Party of Australia,Indigenous - Aboriginal Party of Australia,26513,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/31496/Website/SenateStateFirstPrefsByGroup-31496-VIC.htm,https://results.aec.gov.au/31496/Website/External/SenateStateDop-31496-VIC.pdf,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,"CICCONE, Raffaele; PATERSON, James; WALSH, Jess; HUME, Jane; HODGINS-MAY, Steph; ANANDA-RAJAH, Michelle",Australian Labor Party; Liberal; Australian Labor Party; Liberal; The Greens; Australian Labor Party,6,585967,4578453,4101762,130300,4232062,92.43,134008,0,first,,,Libertarian,Libertarian,23617,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
