district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,contest_status,result_note,mandate_awarded
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,228471,170318,1596,171914,75.245436,85160,0,party_vote,,,ÖDP,ÖDP,297,Schleswig-Holstein,official,,True
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,228471,170318,1596,171914,75.245436,85160,0,party_vote,,,Die PARTEI,Die PARTEI,2100,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,first,,,CDU,CDU,62256,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,first,,,SPD,SPD,34685,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,first,,,GRÜNE,GRÜNE,13026,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,first,,,FDP,FDP,11105,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,first,,,DIE LINKE,DIE LINKE,7102,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,first,,,AfD,AfD,8117,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,first,,,FREIE WÄHLER,FREIE WÄHLER,1606,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,CDU,CDU,52928,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,SPD,SPD,31120,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,GRÜNE,GRÜNE,15144,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,FDP,FDP,18050,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,DIE LINKE,DIE LINKE,8589,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,AfD,AfD,9030,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,NPD,NPD,301,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,867,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,MLPD,MLPD,63,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,BGE,BGE,430,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,ÖDP,ÖDP,173,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,186568,137897,1297,139194,74.60765,68949,0,party_vote,,,Die PARTEI,Die PARTEI,1376,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,CDU,CDU,54812,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,SPD,SPD,34219,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,GRÜNE,GRÜNE,8791,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,FDP,FDP,14440,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,DIE LINKE,DIE LINKE,7176,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,AfD,AfD,10006,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,FREIE WÄHLER,FREIE WÄHLER,1278,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,first,,,MLPD,MLPD,161,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,CDU,CDU,47366,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,SPD,SPD,29756,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,GRÜNE,GRÜNE,12960,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,FDP,FDP,17298,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,DIE LINKE,DIE LINKE,8732,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,AfD,AfD,11180,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,NPD,NPD,471,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,1002,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,MLPD,MLPD,62,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,BGE,BGE,415,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,ÖDP,ÖDP,191,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,176636,130883,1134,132017,74.739577,65442,0,party_vote,,,Die PARTEI,Die PARTEI,1445,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,first,,,CDU,CDU,66625,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,first,,,SPD,SPD,45070,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,first,,,GRÜNE,GRÜNE,13978,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,first,,,FDP,FDP,10077,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,first,,,DIE LINKE,DIE LINKE,8074,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,first,,,AfD,AfD,10656,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,first,,,FREIE WÄHLER,FREIE WÄHLER,1622,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,CDU,CDU,56585,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,SPD,SPD,35766,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,GRÜNE,GRÜNE,19337,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,FDP,FDP,19071,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,DIE LINKE,DIE LINKE,9962,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,AfD,AfD,11578,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,NPD,NPD,307,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,1031,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,MLPD,MLPD,55,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,BGE,BGE,584,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,ÖDP,ÖDP,237,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,CDU,CDU,200831,156102,1252,157354,78.35145,78052,0,party_vote,,,Die PARTEI,Die PARTEI,1754,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,CDU,CDU,46560,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,SPD,SPD,46991,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,GRÜNE,GRÜNE,21743,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,FDP,FDP,11363,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,DIE LINKE,DIE LINKE,11114,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,AfD,AfD,9283,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,MLPD,MLPD,266,Schleswig-Holstein,official,,True
005 Kiel,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2017/ergebnisse.html,SPD,SPD,204650,151679,1594,153273,74.895187,75840,0,first,,,Die PARTEI,Die PARTEI,4017,Schleswig-Holstein,official,,True
