district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
St. John's South—Mount Pearl,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Seamus O'Regan,Liberal,66677,34676,414,35090,52.63,17339,0,first,,,Seamus O'Regan,Liberal,19478,Newfoundland and Labrador,10007,official
St. John's South—Mount Pearl,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Seamus O'Regan,Liberal,66677,34676,414,35090,52.63,17339,0,first,,,Ray Critch,NDP,8113,Newfoundland and Labrador,10007,official
St. John's South—Mount Pearl,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Seamus O'Regan,Liberal,66677,34676,414,35090,52.63,17339,0,first,,,Steve Hodder,Conservative,6447,Newfoundland and Labrador,10007,official
St. John's South—Mount Pearl,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Seamus O'Regan,Liberal,66677,34676,414,35090,52.63,17339,0,first,,,Georgia Faith Stewart,People's Party,638,Newfoundland and Labrador,10007,official
Cardigan,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lawrence MacAulay,Liberal,30843,22094,199,22293,72.28,11048,0,first,,,Lawrence MacAulay,Liberal,11175,Prince Edward Island,11001,official
Cardigan,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lawrence MacAulay,Liberal,30843,22094,199,22293,72.28,11048,0,first,,,Wayne Phelan,Conservative,6817,Prince Edward Island,11001,official
Cardigan,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lawrence MacAulay,Liberal,30843,22094,199,22293,72.28,11048,0,first,,,Lynne Thiele,NDP,2168,Prince Edward Island,11001,official
Cardigan,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lawrence MacAulay,Liberal,30843,22094,199,22293,72.28,11048,0,first,,,Michael MacLean,Green,1064,Prince Edward Island,11001,official
Cardigan,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lawrence MacAulay,Liberal,30843,22094,199,22293,72.28,11048,0,first,,,Kevin Hardy,People's Party,725,Prince Edward Island,11001,official
Cardigan,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lawrence MacAulay,Liberal,30843,22094,199,22293,72.28,11048,0,first,,,Fred MacLeod,Christian Heritage Party,145,Prince Edward Island,11001,official
Charlottetown,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Casey,Liberal,27383,19100,198,19298,70.47,9551,0,first,,,Sean Casey,Liberal,8919,Prince Edward Island,11002,official
Charlottetown,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Casey,Liberal,27383,19100,198,19298,70.47,9551,0,first,,,Doug Currie,Conservative,5932,Prince Edward Island,11002,official
Charlottetown,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Casey,Liberal,27383,19100,198,19298,70.47,9551,0,first,,,Margaret Andrade,NDP,2048,Prince Edward Island,11002,official
Charlottetown,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Casey,Liberal,27383,19100,198,19298,70.47,9551,0,first,,,Darcie Lanthier,Green,1832,Prince Edward Island,11002,official
Charlottetown,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Casey,Liberal,27383,19100,198,19298,70.47,9551,0,first,,,Scott McPhee,People's Party,369,Prince Edward Island,11002,official
Egmont,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Bobby Morrissey,Liberal,28729,19561,244,19805,68.94,9781,0,first,,,Bobby Morrissey,Liberal,9040,Prince Edward Island,11003,official
Egmont,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Bobby Morrissey,Liberal,28729,19561,244,19805,68.94,9781,0,first,,,Barry Balsom,Conservative,6088,Prince Edward Island,11003,official
Egmont,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Bobby Morrissey,Liberal,28729,19561,244,19805,68.94,9781,0,first,,,Alex Clark,Green,1771,Prince Edward Island,11003,official
Egmont,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Bobby Morrissey,Liberal,28729,19561,244,19805,68.94,9781,0,first,,,Lisa Bradshaw,NDP,1688,Prince Edward Island,11003,official
Egmont,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Bobby Morrissey,Liberal,28729,19561,244,19805,68.94,9781,0,first,,,Wayne Biggar,People's Party,974,Prince Edward Island,11003,official
Malpeque,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Heath MacDonald,Liberal,32009,23707,174,23881,74.61,11854,0,first,,,Heath MacDonald,Liberal,9912,Prince Edward Island,11004,official
Malpeque,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Heath MacDonald,Liberal,32009,23707,174,23881,74.61,11854,0,first,,,Jody Sanderson,Conservative,7836,Prince Edward Island,11004,official
Malpeque,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Heath MacDonald,Liberal,32009,23707,174,23881,74.61,11854,0,first,,,Anna Keenan,Green,3381,Prince Edward Island,11004,official
Malpeque,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Heath MacDonald,Liberal,32009,23707,174,23881,74.61,11854,0,first,,,Michelle Neill,NDP,1898,Prince Edward Island,11004,official
Malpeque,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Heath MacDonald,Liberal,32009,23707,174,23881,74.61,11854,0,first,,,Christopher Landry,People's Party,680,Prince Edward Island,11004,official
Cape Breton—Canso,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Mike Kelloway,Liberal,60651,39360,350,39710,65.47,19681,0,first,,,Mike Kelloway,Liberal,18288,Nova Scotia,12001,official
Cape Breton—Canso,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Mike Kelloway,Liberal,60651,39360,350,39710,65.47,19681,0,first,,,Fiona MacLeod,Conservative,13805,Nova Scotia,12001,official
Cape Breton—Canso,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Mike Kelloway,Liberal,60651,39360,350,39710,65.47,19681,0,first,,,Jana Reddick,NDP,5618,Nova Scotia,12001,official
Cape Breton—Canso,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Mike Kelloway,Liberal,60651,39360,350,39710,65.47,19681,0,first,,,Brad Grandy,People's Party,1649,Nova Scotia,12001,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Sean Fraser,Liberal,18682,Nova Scotia,12002,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Steven Cotter,Conservative,13060,Nova Scotia,12002,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Betsy MacDonald,NDP,6225,Nova Scotia,12002,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Al Muir,People's Party,1445,Nova Scotia,12002,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Katerina Nikas,Green,494,Nova Scotia,12002,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Harvey Henderson,Independent,365,Nova Scotia,12002,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Chris Frazer,Communist,138,Nova Scotia,12002,official
Central Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Sean Fraser,Liberal,62193,40474,236,40710,65.46,20238,0,first,,,Ryan Smyth,Rhinoceros Party,65,Nova Scotia,12002,official
Cumberland—Colchester,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Stephen Ellis,Conservative,67768,40417,279,40696,60.05,20209,0,first,,,Stephen Ellis,Conservative,18601,Nova Scotia,12003,official
Cumberland—Colchester,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Stephen Ellis,Conservative,67768,40417,279,40696,60.05,20209,0,first,,,Lenore Zann,Liberal,13822,Nova Scotia,12003,official
Cumberland—Colchester,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Stephen Ellis,Conservative,67768,40417,279,40696,60.05,20209,0,first,,,Daniel Osborne,NDP,4984,Nova Scotia,12003,official
Cumberland—Colchester,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Stephen Ellis,Conservative,67768,40417,279,40696,60.05,20209,0,first,,,Bill Archer,People's Party,1687,Nova Scotia,12003,official
Cumberland—Colchester,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Stephen Ellis,Conservative,67768,40417,279,40696,60.05,20209,0,first,,,Jillian Foster,Green,1045,Nova Scotia,12003,official
Cumberland—Colchester,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Stephen Ellis,Conservative,67768,40417,279,40696,60.05,20209,0,first,,,Jody O'Blenis,Independent,278,Nova Scotia,12003,official
Dartmouth—Cole Harbour,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darren Fisher,Liberal,75898,45628,796,46424,61.17,22815,0,first,,,Darren Fisher,Liberal,24209,Nova Scotia,12004,official
Dartmouth—Cole Harbour,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darren Fisher,Liberal,75898,45628,796,46424,61.17,22815,0,first,,,Kevin Payne,NDP,15267,Nova Scotia,12004,official
Dartmouth—Cole Harbour,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darren Fisher,Liberal,75898,45628,796,46424,61.17,22815,0,first,,,Michelle Lindsay,People's Party,4781,Nova Scotia,12004,official
Dartmouth—Cole Harbour,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darren Fisher,Liberal,75898,45628,796,46424,61.17,22815,0,first,,,Rana Zaman,Green,1371,Nova Scotia,12004,official
Halifax,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Andy Fillmore,Liberal,78065,51248,322,51570,66.06,25625,0,first,,,Andy Fillmore,Liberal,21905,Nova Scotia,12005,official
Halifax,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Andy Fillmore,Liberal,78065,51248,322,51570,66.06,25625,0,first,,,Lisa Roberts,NDP,20347,Nova Scotia,12005,official
Halifax,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Andy Fillmore,Liberal,78065,51248,322,51570,66.06,25625,0,first,,,Cameron Ells,Conservative,6601,Nova Scotia,12005,official
Halifax,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Andy Fillmore,Liberal,78065,51248,322,51570,66.06,25625,0,first,,,Jo-Ann Roberts,Green,1128,Nova Scotia,12005,official
Halifax,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Andy Fillmore,Liberal,78065,51248,322,51570,66.06,25625,0,first,,,B. Alexander Hébert,People's Party,1069,Nova Scotia,12005,official
Halifax,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Andy Fillmore,Liberal,78065,51248,322,51570,66.06,25625,0,first,,,Katie Campbell,Communist,198,Nova Scotia,12005,official
Halifax West,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lena Metlege Diab,Liberal,79173,51031,191,51222,64.7,25516,0,first,,,Lena Metlege Diab,Liberal,24744,Nova Scotia,12006,official
Halifax West,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lena Metlege Diab,Liberal,79173,51031,191,51222,64.7,25516,0,first,,,Jonathan Keith Roberts,NDP,12331,Nova Scotia,12006,official
Halifax West,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lena Metlege Diab,Liberal,79173,51031,191,51222,64.7,25516,0,first,,,Eleanor Humphries,Conservative,11243,Nova Scotia,12006,official
Halifax West,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lena Metlege Diab,Liberal,79173,51031,191,51222,64.7,25516,0,first,,,Julie Scott,People's Party,1447,Nova Scotia,12006,official
Halifax West,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lena Metlege Diab,Liberal,79173,51031,191,51222,64.7,25516,0,first,,,Richard Zurawski,Green,1181,Nova Scotia,12006,official
Halifax West,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Lena Metlege Diab,Liberal,79173,51031,191,51222,64.7,25516,0,first,,,Kevin Schulthies,Christian Heritage Party,85,Nova Scotia,12006,official
Kings—Hants,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Kody Blois,Liberal,72312,44956,251,45207,62.52,22479,0,first,,,Kody Blois,Liberal,20192,Nova Scotia,12007,official
Kings—Hants,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Kody Blois,Liberal,72312,44956,251,45207,62.52,22479,0,first,,,Mark Parent,Conservative,13234,Nova Scotia,12007,official
Kings—Hants,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Kody Blois,Liberal,72312,44956,251,45207,62.52,22479,0,first,,,Stephen Schneider,NDP,8645,Nova Scotia,12007,official
Kings—Hants,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Kody Blois,Liberal,72312,44956,251,45207,62.52,22479,0,first,,,Steven Ford,People's Party,1945,Nova Scotia,12007,official
Kings—Hants,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Kody Blois,Liberal,72312,44956,251,45207,62.52,22479,0,first,,,Sheila G. Richardson,Green,940,Nova Scotia,12007,official
Sackville—Preston—Chezzetcook,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darrell Samson,Liberal,72440,45606,252,45858,63.3,22804,0,first,,,Darrell Samson,Liberal,18838,Nova Scotia,12008,official
Sackville—Preston—Chezzetcook,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darrell Samson,Liberal,72440,45606,252,45858,63.3,22804,0,first,,,Angela Conrad,Conservative,12047,Nova Scotia,12008,official
Sackville—Preston—Chezzetcook,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darrell Samson,Liberal,72440,45606,252,45858,63.3,22804,0,first,,,Jenna Chisholm,NDP,12012,Nova Scotia,12008,official
Sackville—Preston—Chezzetcook,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darrell Samson,Liberal,72440,45606,252,45858,63.3,22804,0,first,,,Earl Gosse,People's Party,1776,Nova Scotia,12008,official
Sackville—Preston—Chezzetcook,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Darrell Samson,Liberal,72440,45606,252,45858,63.3,22804,0,first,,,Anthony Edmonds,Green,933,Nova Scotia,12008,official
South Shore—St. Margarets,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Rick Perkins,Conservative,80138,50004,400,50404,62.9,25003,0,first,,,Rick Perkins,Conservative,20454,Nova Scotia,12009,official
South Shore—St. Margarets,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Rick Perkins,Conservative,80138,50004,400,50404,62.9,25003,0,first,,,Bernadette Jordan,Liberal,18575,Nova Scotia,12009,official
South Shore—St. Margarets,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Rick Perkins,Conservative,80138,50004,400,50404,62.9,25003,0,first,,,Olivia Dorey,NDP,9541,Nova Scotia,12009,official
South Shore—St. Margarets,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Rick Perkins,Conservative,80138,50004,400,50404,62.9,25003,0,first,,,Thomas Trappenberg,Green,1434,Nova Scotia,12009,official
Sydney—Victoria,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Jaime Battiste,Liberal,59786,36312,472,36784,61.53,18157,0,first,,,Jaime Battiste,Liberal,14250,Nova Scotia,12010,official
Sydney—Victoria,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Jaime Battiste,Liberal,59786,36312,472,36784,61.53,18157,0,first,,,Eddie Orrell,Conservative,13166,Nova Scotia,12010,official
Sydney—Victoria,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Jaime Battiste,Liberal,59786,36312,472,36784,61.53,18157,0,first,,,Jeff Ward,NDP,7217,Nova Scotia,12010,official
Sydney—Victoria,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Jaime Battiste,Liberal,59786,36312,472,36784,61.53,18157,0,first,,,Ronald Angus Barron,People's Party,1176,Nova Scotia,12010,official
Sydney—Victoria,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Jaime Battiste,Liberal,59786,36312,472,36784,61.53,18157,0,first,,,Mark Embrett,Green,376,Nova Scotia,12010,official
Sydney—Victoria,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Jaime Battiste,Liberal,59786,36312,472,36784,61.53,18157,0,first,,,Nikki Boisvert,Marxist-Leninist,127,Nova Scotia,12010,official
West Nova,https://www.elections.ca/res/rep/off/ovr2021app/home.html,https://www.elections.ca/res/rep/off/ovr2021app/home.html,Chris d'Entremont,Conservative,70823,43871,284,44155,62.35,21936,0,first,,,Chris d'Entremont,Conservative,22104,Nova Scotia,12011,official
