district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Elder,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"CLANCY, Nadia",Australian Labor Party,27757,24380,805,25185,90.73,12191,"CLANCY, Nadia",Australian Labor Party,10587,"CLANCY, Nadia",Australian Labor Party,13552,"POWER, Carolyn",Liberal Party,10828,2724,False,2965
Elizabeth,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"ODENWALDER, Lee",Australian Labor Party,27717,22098,884,22982,82.92,11050,"ODENWALDER, Lee",Australian Labor Party,12086,"ODENWALDER, Lee",Australian Labor Party,15590,"FEDCZYSZYN, Jake",Liberal Party,6508,9082,False,3504
Enfield,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"MICHAELS, Andrea",Australian Labor Party,27240,23202,793,23995,88.09,11602,"MICHAELS, Andrea",Australian Labor Party,12145,"MICHAELS, Andrea",Australian Labor Party,14972,"RANA, Saru",Liberal Party,8230,6742,False,2827
Finniss,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"BASHAM, David",Liberal Party,27086,24173,778,24951,92.12,12087,"BASHAM, David",Liberal Party,10424,"BASHAM, David",Liberal Party,12258,"NICHOLSON, Lou",Independent,11915,343,False,1834
Flinders,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"TELFER, Sam",Liberal Party,25108,21185,698,21883,87.16,10593,"TELFER, Sam",Liberal Party,9743,"TELFER, Sam",Liberal Party,11224,"HABERMANN, Liz",Independent,9961,1263,False,1481
Florey,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"BROWN, Michael",Australian Labor Party,26361,22212,938,23150,87.82,11107,"BROWN, Michael",Australian Labor Party,10866,"BROWN, Michael",Australian Labor Party,13955,"MCSHANE, Janice",Liberal Party,8257,5698,False,3089
Frome,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"PRATT, Penny",Liberal Party,26915,23481,900,24381,90.59,11741,"PRATT, Penny",Liberal Party,10573,"PRATT, Penny",Liberal Party,13644,"CHARVETTO, Ashton",Australian Labor Party,9837,3807,False,3071
Gibson,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"ANDREWS, Sarah",Australian Labor Party,28207,24503,607,25110,89.02,12252,"WINGARD, Corey",Liberal Party,10431,"ANDREWS, Sarah",Australian Labor Party,12867,"WINGARD, Corey",Liberal Party,11636,1231,True,3166
Giles,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"HUGHES, Eddie",Australian Labor Party,20166,19441,725,20166,100.0,9721,"HUGHES, Eddie",Australian Labor Party,11285,"HUGHES, Eddie",Australian Labor Party,13798,"TAYLOR, Graham",Liberal Party,5643,8155,False,2513
Hammond,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"PEDERICK, Adrian",Liberal Party,26584,22548,985,23533,88.52,11275,"PEDERICK, Adrian",Liberal Party,9130,"PEDERICK, Adrian",Liberal Party,12431,"OWENS, Belinda",Australian Labor Party,10117,2314,False,3301
Hartley,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"TARZIA, Vincent",Liberal Party,26158,22729,717,23446,89.63,11365,"TARZIA, Vincent",Liberal Party,11591,"TARZIA, Vincent",Liberal Party,12179,"AMES, Trent",Australian Labor Party,10550,1629,False,588
Heysen,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"TEAGUE, Josh",Liberal Party,26049,23850,494,24344,93.45,11926,"TEAGUE, Josh",Liberal Party,10336,"TEAGUE, Josh",Liberal Party,12377,"VOOGT, Rowan",Australian Labor Party,11473,904,False,2041
Hurtle Vale,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"COOK, Nat",Australian Labor Party,26506,22610,1019,23629,89.15,11306,"COOK, Nat",Australian Labor Party,12161,"COOK, Nat",Australian Labor Party,14813,"ROBINS, Nick",Liberal Party,7797,7016,False,2652
Kaurna,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"PICTON, Chris",Australian Labor Party,28845,24448,867,25315,87.76,12225,"PICTON, Chris",Australian Labor Party,13696,"PICTON, Chris",Australian Labor Party,17141,"SHARMA, Sarika",Liberal Party,7307,9834,False,3445
Kavel,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"CREGAN, Dan",Independent,27164,24164,625,24789,91.26,12083,"CREGAN, Dan",Independent,12199,"CREGAN, Dan",Independent,18231,"MUMFORD, Rowan",Liberal Party,5933,12298,False,6032
King,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"PEARCE, Rhiannon",Australian Labor Party,27193,24008,934,24942,91.72,12005,"PEARCE, Rhiannon",Australian Labor Party,10366,"PEARCE, Rhiannon",Australian Labor Party,12692,"LUETHEN, Paula",Liberal Party,11316,1376,False,2326
Lee,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"MULLIGHAN, Stephen",Australian Labor Party,25846,22184,693,22877,88.51,11093,"MULLIGHAN, Stephen",Australian Labor Party,11371,"MULLIGHAN, Stephen",Australian Labor Party,13577,"HALL-EVANS, Jake",Liberal Party,8607,4970,False,2206
Light,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"PICCOLO, Tony",Australian Labor Party,26719,22844,704,23548,88.13,11423,"PICCOLO, Tony",Australian Labor Party,13144,"PICCOLO, Tony",Australian Labor Party,15873,"WILLIAMSON, Andrew",Liberal Party,6971,8902,False,2729
MacKillop,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"MCBRIDE, Nick",Liberal Party,27214,23466,851,24317,89.35,11734,"MCBRIDE, Nick",Liberal Party,14623,"MCBRIDE, Nick",Liberal Party,17048,"BRAES, Mark",Australian Labor Party,6418,10630,False,2425
Mawson,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"BIGNELL, Leon",Australian Labor Party,27500,24008,745,24753,90.01,12005,"BIGNELL, Leon",Australian Labor Party,12288,"BIGNELL, Leon",Australian Labor Party,15322,"WILLIAMS, Amy",Liberal Party,8686,6636,False,3034
Morialta,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"GARDNER, John",Liberal Party,26680,23684,756,24440,91.6,11843,"GARDNER, John",Liberal Party,10935,"GARDNER, John",Liberal Party,12165,"MAROZZI, Matthew",Australian Labor Party,11519,646,False,1230
Morphett,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"PATTERSON, Stephen",Liberal Party,26221,22697,583,23280,88.78,11349,"PATTERSON, Stephen",Liberal Party,11730,"PATTERSON, Stephen",Liberal Party,12380,"HURST, Cameron",Australian Labor Party,10317,2063,False,650
Mount Gambier,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"BELL, Troy",Independent,25597,22178,689,22867,89.33,11090,"BELL, Troy",Independent,10135,"BELL, Troy",Independent,14001,"HOOD, Ben",Liberal Party,8177,5824,False,3866
Narungga,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"ELLIS, Fraser",Independent,25098,21955,995,22950,91.44,10978,"ELLIS, Fraser",Independent,7139,"ELLIS, Fraser",Independent,12808,"MICHAEL, Tom",Liberal Party,9147,3661,False,5669
Newland,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"SAVVAS, Olivia",Australian Labor Party,26866,23332,1076,24408,90.85,11667,"SAVVAS, Olivia",Australian Labor Party,8599,"SAVVAS, Olivia",Australian Labor Party,12916,"HARVEY, Richard",Liberal Party,10416,2500,False,4317
Playford,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"FULBROOK, John",Australian Labor Party,26660,22297,1011,23308,87.43,11149,"FULBROOK, John",Australian Labor Party,11922,"FULBROOK, John",Australian Labor Party,14777,"DAVE, Hemant",Liberal Party,7520,7257,False,2855
Port Adelaide,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"CLOSE, Susan",Australian Labor Party,28354,24142,850,24992,88.14,12072,"CLOSE, Susan",Australian Labor Party,14074,"CLOSE, Susan",Australian Labor Party,17335,"MCLAREN, Chad",Liberal Party,6807,10528,False,3261
Ramsay,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"BETTISON, Zoe",Australian Labor Party,27821,22335,968,23303,83.76,11168,"BETTISON, Zoe",Australian Labor Party,13401,"BETTISON, Zoe",Australian Labor Party,15620,"CHARLES, Nicholas",Liberal Party,6715,8905,False,2219
Reynell,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"HILDYARD, Katrine",Australian Labor Party,27175,22850,902,23752,87.4,11426,"HILDYARD, Katrine",Australian Labor Party,12458,"HILDYARD, Katrine",Australian Labor Party,15249,"MOLLER, Patrick",Liberal Party,7601,7648,False,2791
Schubert,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"HURN, Ashton",Liberal Party,27424,24451,960,25411,92.66,12226,"HURN, Ashton",Liberal Party,12580,"HURN, Ashton",Liberal Party,15124,"WATSON, Connor",Australian Labor Party,9327,5797,False,2544
Stuart,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"BROCK, Geoff",Independent,25266,21451,525,21976,86.98,10726,"BROCK, Geoff",Independent,10396,"BROCK, Geoff",Independent,14403,"VAN HOLST PELLEKAAN, Dan",Liberal Party,7048,7355,False,4007
Taylor,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"CHAMPION, Nick",Australian Labor Party,27752,21992,1204,23196,83.58,10997,"CHAMPION, Nick",Australian Labor Party,11752,"CHAMPION, Nick",Australian Labor Party,15319,"LOCK, Shawn",Liberal Party,6673,8646,False,3567
Torrens,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"WORTLEY, Dana",Australian Labor Party,28173,24142,772,24914,88.43,12072,"WORTLEY, Dana",Australian Labor Party,11732,"WORTLEY, Dana",Australian Labor Party,14475,"HENDERSON, Ursula",Liberal Party,9667,4808,False,2743
Unley,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"PISONI, David",Liberal Party,27592,24421,439,24860,90.1,12211,"PISONI, David",Liberal Party,12019,"PISONI, David",Liberal Party,12737,"HARRISON, Ryan",Australian Labor Party,11684,1053,False,718
Waite,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"HUTCHESSON, Catherine",Australian Labor Party,27857,25175,607,25782,92.55,12588,"HUTCHESSON, Catherine",Australian Labor Party,6698,"HUTCHESSON, Catherine",Australian Labor Party,13597,"HYDE, Alexander",Liberal Party,11578,2019,False,6899
West Torrens,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"KOUTSANTONIS, Tom",Australian Labor Party,26327,22768,708,23476,89.17,11385,"KOUTSANTONIS, Tom",Australian Labor Party,12496,"KOUTSANTONIS, Tom",Australian Labor Party,15654,"CRUZ, Helika",Liberal Party,7114,8540,False,3158
Wright,https://www.ecsa.sa.gov.au/elections/past-state-election-results,https://www.ecsa.sa.gov.au/component/edocman/244-2022se-ha-final-distribution/download?Itemid=0,"BOYER, Blair",Australian Labor Party,26670,23519,670,24189,90.7,11760,"BOYER, Blair",Australian Labor Party,12231,"BOYER, Blair",Australian Labor Party,14548,"REYNOLDS, Graham",Liberal Party,8971,5577,False,2317
