district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,0,first,,,"TUDGE, Alan",Liberal,54744
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,0,first,,,"PETHIYAGODA, Kadira",Australian Labor Party,29839
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,0,first,,,"COOKSON, Asher",The Greens (VIC),8867
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,0,first,,,"SIRIANNI-DUFFY, Matthew",United Australia Party,3611
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,0,first,,,"KENNEDY, Anna",Labour DLP,3029
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,transfer,"KENNEDY, Anna",Labour DLP,"COOKSON, Asher",The Greens (VIC),521
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,transfer,"KENNEDY, Anna",Labour DLP,"PETHIYAGODA, Kadira",Australian Labor Party,1115
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,transfer,"KENNEDY, Anna",Labour DLP,"SIRIANNI-DUFFY, Matthew",United Australia Party,465
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,transfer,"KENNEDY, Anna",Labour DLP,"TUDGE, Alan",Liberal,928
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,progressive,"KENNEDY, Anna",Labour DLP,"TUDGE, Alan",Liberal,55672
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,progressive,"KENNEDY, Anna",Labour DLP,"PETHIYAGODA, Kadira",Australian Labor Party,30954
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,progressive,"KENNEDY, Anna",Labour DLP,"COOKSON, Asher",The Greens (VIC),9388
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,1,progressive,"KENNEDY, Anna",Labour DLP,"SIRIANNI-DUFFY, Matthew",United Australia Party,4076
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,2,transfer,"SIRIANNI-DUFFY, Matthew",United Australia Party,"COOKSON, Asher",The Greens (VIC),766
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,2,transfer,"SIRIANNI-DUFFY, Matthew",United Australia Party,"PETHIYAGODA, Kadira",Australian Labor Party,1139
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,2,transfer,"SIRIANNI-DUFFY, Matthew",United Australia Party,"TUDGE, Alan",Liberal,2171
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,2,progressive,"SIRIANNI-DUFFY, Matthew",United Australia Party,"TUDGE, Alan",Liberal,57843
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,2,progressive,"SIRIANNI-DUFFY, Matthew",United Australia Party,"PETHIYAGODA, Kadira",Australian Labor Party,32093
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,2,progressive,"SIRIANNI-DUFFY, Matthew",United Australia Party,"COOKSON, Asher",The Greens (VIC),10154
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,3,transfer,"COOKSON, Asher",The Greens (VIC),"PETHIYAGODA, Kadira",Australian Labor Party,7817
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,3,transfer,"COOKSON, Asher",The Greens (VIC),"TUDGE, Alan",Liberal,2337
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,3,final,"COOKSON, Asher",The Greens (VIC),"TUDGE, Alan",Liberal,60180
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,3,final,"COOKSON, Asher",The Greens (VIC),"PETHIYAGODA, Kadira",Australian Labor Party,39910
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,0,first,,,"KING, Catherine",Australian Labor Party,49077
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,0,first,,,"VO, Tim",Liberal,31462
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,0,first,,,"McALOON, Karen",The Greens (VIC),9077
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,0,first,,,"COZYN, Peter",United Australia Party,4741
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,0,first,,,"HILLS, Bryn",Animal Justice Party,4393
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,0,first,,,"SHADY, Nick",Independent,2288
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,0,first,,,"GRAHAM, Alex",Independent,1645
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,transfer,"GRAHAM, Alex",Independent,"COZYN, Peter",United Australia Party,150
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,transfer,"GRAHAM, Alex",Independent,"HILLS, Bryn",Animal Justice Party,120
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,transfer,"GRAHAM, Alex",Independent,"KING, Catherine",Australian Labor Party,123
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,transfer,"GRAHAM, Alex",Independent,"McALOON, Karen",The Greens (VIC),98
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,transfer,"GRAHAM, Alex",Independent,"SHADY, Nick",Independent,1061
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,transfer,"GRAHAM, Alex",Independent,"VO, Tim",Liberal,93
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,progressive,"GRAHAM, Alex",Independent,"KING, Catherine",Australian Labor Party,49200
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,progressive,"GRAHAM, Alex",Independent,"VO, Tim",Liberal,31555
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,progressive,"GRAHAM, Alex",Independent,"McALOON, Karen",The Greens (VIC),9175
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,progressive,"GRAHAM, Alex",Independent,"COZYN, Peter",United Australia Party,4891
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,progressive,"GRAHAM, Alex",Independent,"HILLS, Bryn",Animal Justice Party,4513
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,1,progressive,"GRAHAM, Alex",Independent,"SHADY, Nick",Independent,3349
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,2,transfer,"SHADY, Nick",Independent,"COZYN, Peter",United Australia Party,846
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,2,transfer,"SHADY, Nick",Independent,"HILLS, Bryn",Animal Justice Party,639
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,2,transfer,"SHADY, Nick",Independent,"KING, Catherine",Australian Labor Party,666
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,2,transfer,"SHADY, Nick",Independent,"McALOON, Karen",The Greens (VIC),433
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,2,transfer,"SHADY, Nick",Independent,"VO, Tim",Liberal,765
