district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Aston,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-197.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-197.htm,"TUDGE, Alan",Liberal,94357,85341,4047,89388,94.73,14003,"TUDGE, Alan",Liberal,44030,"TUDGE, Alan",Liberal,49672,"EVANS, Rupert",Australian Labor Party,35669,14003,False,5642
Ballarat,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-198.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-198.htm,"KING, Catherine",Australian Labor Party,103500,93663,4578,98241,94.92,9159,"KING, Catherine",Australian Labor Party,39251,"KING, Catherine",Australian Labor Party,51411,"FITZGIBBON, John",Liberal,42252,9159,False,12160
Batman,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-199.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-199.htm,"FEENEY, David",Australian Labor Party,103239,89114,5450,94564,91.6,18904,"FEENEY, David",Australian Labor Party,36798,"FEENEY, David",Australian Labor Party,54009,"BHATHAL, Alexandra Kaur",The Greens,35105,18904,False,17211
Bendigo,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-200.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-200.htm,"CHESTERS, Lisa",Australian Labor Party,102928,92519,5600,98119,95.33,2333,"BICKLEY, Greg",Liberal,36701,"CHESTERS, Lisa",Australian Labor Party,47426,"BICKLEY, Greg",Liberal,45093,2333,True,13597
Bruce,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-201.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-201.htm,"GRIFFIN, Alan",Australian Labor Party,94772,82645,4810,87455,92.28,2979,"CICCHIELLO, Emanuele",Liberal,35501,"GRIFFIN, Alan",Australian Labor Party,42812,"CICCHIELLO, Emanuele",Liberal,39833,2979,True,8186
Calwell,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-203.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-203.htm,"VAMVAKINOU, Maria",Australian Labor Party,102682,85972,7398,93370,90.93,23840,"VAMVAKINOU, Maria",Australian Labor Party,42819,"VAMVAKINOU, Maria",Australian Labor Party,54906,"KHAN, Ali",Liberal,31066,23840,False,12087
Casey,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-204.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-204.htm,"SMITH, Tony",Liberal,97761,88529,4291,92820,94.95,12701,"SMITH, Tony",Liberal,43538,"SMITH, Tony",Liberal,50615,"FARRELL, Cathy",Australian Labor Party,37914,12701,False,7077
Chisholm,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-205.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-205.htm,"BURKE, Anna Elizabeth",Australian Labor Party,96315,86109,3802,89911,93.35,2753,"NGUYEN, John",Liberal,37990,"BURKE, Anna Elizabeth",Australian Labor Party,44431,"NGUYEN, John",Liberal,41678,2753,True,10416
Corangamite,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-207.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-207.htm,"HENDERSON, Sarah",Liberal,101640,92801,4304,97105,95.54,7313,"HENDERSON, Sarah",Liberal,44778,"HENDERSON, Sarah",Liberal,50057,"CHEESEMAN, Darren",Australian Labor Party,42744,7313,False,5279
Corio,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-208.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-208.htm,"MARLES, Richard",Australian Labor Party,101210,90253,5049,95302,94.16,13981,"MARLES, Richard",Australian Labor Party,39267,"MARLES, Richard",Australian Labor Party,52117,"READ, Peter",Liberal,38136,13981,False,12850
Deakin,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-209.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-209.htm,"SUKKAR, Michael",Liberal,97381,88240,3989,92229,94.71,5612,"SUKKAR, Michael",Liberal,40482,"SUKKAR, Michael",Liberal,46926,"SYMON, Mike",Australian Labor Party,41314,5612,False,6444
Dunkley,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-210.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-210.htm,"BILLSON, Bruce",Liberal,99004,87934,4424,92358,93.29,9788,"BILLSON, Bruce",Liberal,42869,"BILLSON, Bruce",Liberal,48861,"KILKENNY, Sonya",Australian Labor Party,39073,9788,False,5992
Flinders,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-211.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-211.htm,"HUNT, Greg",Liberal,105435,93921,4916,98837,93.74,22175,"HUNT, Greg",Liberal,51972,"HUNT, Greg",Liberal,58048,"SINCLAIR, Joshua",Australian Labor Party,35873,22175,False,6076
Gellibrand,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-212.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-212.htm,"WATTS, Tim",Australian Labor Party,102190,87388,5202,92590,90.61,28890,"WATTS, Tim",Australian Labor Party,40236,"WATTS, Tim",Australian Labor Party,58139,"McCONNELL, David",Liberal,29249,28890,False,17903
Gippsland,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-213.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-213.htm,"CHESTER, Darren",The Nationals,99573,88415,5629,94044,94.45,28013,"CHESTER, Darren",The Nationals,47533,"CHESTER, Darren",The Nationals,58214,"McNEILL, Jeff",Australian Labor Party,30201,28013,False,10681
Goldstein,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-214.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-214.htm,"ROBB, Andrew",Liberal,100583,90591,3121,93712,93.17,19985,"ROBB, Andrew",Liberal,51193,"ROBB, Andrew",Liberal,55288,"GUTTMANN, Daniel",Australian Labor Party,35303,19985,False,4095
Gorton,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-309.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-309.htm,"O'CONNOR, Brendan",Australian Labor Party,102293,87614,6706,94320,92.21,28252,"O'CONNOR, Brendan",Australian Labor Party,44449,"O'CONNOR, Brendan",Australian Labor Party,57933,"HUMPHREYS, Phil",Liberal,29681,28252,False,13484
Higgins,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-215.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-215.htm,"O'DWYER, Kelly",Liberal,98404,87307,3239,90546,92.01,17339,"O'DWYER, Kelly",Liberal,47467,"O'DWYER, Kelly",Liberal,52323,"CHAU, Wesa",Australian Labor Party,34984,17339,False,4856
Holt,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-216.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-216.htm,"BYRNE, Anthony",Australian Labor Party,102585,89423,5789,95212,92.81,16249,"BYRNE, Anthony",Australian Labor Party,43096,"BYRNE, Anthony",Australian Labor Party,52836,"BALANCY, Ricardo",Liberal,36587,16249,False,9740
Hotham,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-217.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-217.htm,"O'NEIL, Clare",Australian Labor Party,97618,85959,4365,90324,92.53,12505,"O'NEIL, Clare",Australian Labor Party,40512,"O'NEIL, Clare",Australian Labor Party,49232,"CADER, Fazal",Liberal,36727,12505,False,8720
Indi,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-218.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-218.htm,"McGOWAN, Cathy",Independent,98637,89043,4774,93817,95.11,439,"MIRABELLA, Sophie",Liberal,39785,"McGOWAN, Cathy",Independent,44741,"MIRABELLA, Sophie",Liberal,44302,439,True,16978
Isaacs,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-219.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-219.htm,"DREYFUS, Mark",Australian Labor Party,97897,86708,4375,91083,93.04,6700,"DREYFUS, Mark",Australian Labor Party,35837,"DREYFUS, Mark",Australian Labor Party,46704,"SPENCER, Garry",Liberal,40004,6700,False,10867
Jagajaga,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-220.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-220.htm,"MACKLIN, Jenny",Australian Labor Party,101205,91605,3549,95154,94.02,5733,"McGOWAN, Nick",Liberal,38422,"MACKLIN, Jenny",Australian Labor Party,48669,"McGOWAN, Nick",Liberal,42936,5733,True,13856
Kooyong,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-221.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-221.htm,"FRYDENBERG, Josh",Liberal,97044,87626,3073,90699,93.46,19382,"FRYDENBERG, Josh",Liberal,48802,"FRYDENBERG, Josh",Liberal,53504,"KENNEDY, John",Australian Labor Party,34122,19382,False,4702
La Trobe,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-223.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-223.htm,"WOOD, Jason",Liberal,98006,88866,4083,92949,94.84,7130,"WOOD, Jason",Liberal,40925,"WOOD, Jason",Liberal,47998,"SMYTH, Laura",Australian Labor Party,40868,7130,False,7073
Lalor,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-222.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-222.htm,"RYAN, Joanne",Australian Labor Party,107392,93381,6630,100011,93.13,22701,"RYAN, Joanne",Australian Labor Party,42184,"RYAN, Joanne",Australian Labor Party,58041,"SAMARA, Nihal",Liberal,35340,22701,False,15857
Mallee,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-224.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-224.htm,"BROAD, Andrew",The Nationals,97400,85834,6373,92207,94.67,10652,"BROAD, Andrew",The Nationals,33270,"BROAD, Andrew",The Nationals,48243,"CREWTHER, Chris",Liberal,37591,10652,False,14973
Maribyrnong,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-225.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-225.htm,"SHORTEN, Bill",Australian Labor Party,104938,90117,5940,96057,91.54,20523,"SHORTEN, Bill",Australian Labor Party,43162,"SHORTEN, Bill",Australian Labor Party,55320,"HATZAKORTZIAN, Ted",Liberal,34797,20523,False,12158
McEwen,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-226.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-226.htm,"MITCHELL, Rob",Australian Labor Party,112012,101261,4910,106171,94.79,313,"PETROVICH, Donna",Liberal,40853,"MITCHELL, Rob",Australian Labor Party,50787,"PETROVICH, Donna",Liberal,50474,313,True,12696
McMillan,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-227.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-227.htm,"BROADBENT, Russell",Liberal,105739,93952,6118,100070,94.64,22238,"BROADBENT, Russell",Liberal,47316,"BROADBENT, Russell",Liberal,58095,"NAUS, Anthony",Australian Labor Party,35857,22238,False,10779
Melbourne,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-228.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-228.htm,"BANDT, Adam",The Greens,99130,84551,5348,89899,90.69,8913,"BANDT, Adam",The Greens,36035,"BANDT, Adam",The Greens,46732,"BOWTELL, Cath",Australian Labor Party,37819,8913,False,10697
Melbourne Ports,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-230.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-230.htm,"DANBY, Michael",Australian Labor Party,93616,81073,3223,84296,90.04,5765,"EKENDAHL, Kevin",Liberal,33278,"DANBY, Michael",Australian Labor Party,43419,"EKENDAHL, Kevin",Liberal,37654,5765,True,17743
Menzies,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-229.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-229.htm,"ANDREWS, Kevin",Liberal,98647,88806,3987,92793,94.07,25664,"ANDREWS, Kevin",Liberal,52290,"ANDREWS, Kevin",Liberal,57235,"KUMAR, Manoj",Australian Labor Party,31571,25664,False,4945
Murray,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-231.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-231.htm,"STONE, Sharman",Liberal,100185,88732,5992,94724,94.55,37032,"STONE, Sharman",Liberal,54490,"STONE, Sharman",Liberal,62882,"HIGGINS, Rod",Australian Labor Party,25850,37032,False,8392
Scullin,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-232.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-232.htm,"GILES, Andrew",Australian Labor Party,103691,90496,6214,96710,93.27,25968,"GILES, Andrew",Australian Labor Party,45484,"GILES, Andrew",Australian Labor Party,58232,"CHUGHA, Jag",Liberal,32264,25968,False,12748
Wannon,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-233.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-233.htm,"TEHAN, Dan",Liberal,96084,88202,3665,91867,95.61,17766,"TEHAN, Dan",Liberal,47392,"TEHAN, Dan",Liberal,52984,"BARLING, Michael",Australian Labor Party,35218,17766,False,5592
Wills,https://results.aec.gov.au/17496/Website/HouseDivisionPage-17496-234.htm,https://results.aec.gov.au/17496/Website/HouseDop-17496-234.htm,"THOMSON, Kelvin",Australian Labor Party,105547,90668,5304,95972,90.93,27568,"THOMSON, Kelvin",Australian Labor Party,40931,"THOMSON, Kelvin",Australian Labor Party,59118,"READ, Tim",The Greens,31550,27568,False,18187
