district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Acre,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,440917,0,440917,,146560,0,first,,,Jair Bolsonaro,Jair Bolsonaro,275582,State,BR-UF-AC,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Acre,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,440917,0,440917,,146560,0,first,,,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,129022,State,BR-UF-AC,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Acre,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,440917,0,440917,,146560,0,first,,,Simone Tebet,Simone Tebet,20122,State,BR-UF-AC,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Acre,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,440917,0,440917,,146560,0,first,,,Ciro Gomes,Ciro Gomes,12314,State,BR-UF-AC,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Acre,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,440917,0,440917,,146560,0,first,,,Other candidates,Other candidates,3877,State,BR-UF-AC,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Alagoas,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,1724217,0,1724217,,352641,0,first,,,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,974156,State,BR-UF-AL,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Alagoas,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,1724217,0,1724217,,352641,0,first,,,Jair Bolsonaro,Jair Bolsonaro,621515,State,BR-UF-AL,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Alagoas,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,1724217,0,1724217,,352641,0,first,,,Simone Tebet,Simone Tebet,67411,State,BR-UF-AL,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Alagoas,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,1724217,0,1724217,,352641,0,first,,,Ciro Gomes,Ciro Gomes,43542,State,BR-UF-AL,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Alagoas,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,1724217,0,1724217,,352641,0,first,,,Other candidates,Other candidates,17593,State,BR-UF-AL,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amapá,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,432161,0,432161,,9761,0,first,,,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,197382,State,BR-UF-AP,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amapá,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,432161,0,432161,,9761,0,first,,,Jair Bolsonaro,Jair Bolsonaro,187621,State,BR-UF-AP,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amapá,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,432161,0,432161,,9761,0,first,,,Simone Tebet,Simone Tebet,27497,State,BR-UF-AP,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amapá,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,432161,0,432161,,9761,0,first,,,Ciro Gomes,Ciro Gomes,14670,State,BR-UF-AP,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amapá,https://dadosabertos.tse.jus.br/dataset/resultados-2022,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Luiz Inácio Lula da Silva,Luiz Inácio Lula da Silva,0,432161,0,432161,,9761,0,first,,,Other candidates,Other candidates,4991,State,BR-UF-AP,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
