district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Dolnośląskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2240376,1487940,12953,1500893,66.99,160278,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,824109,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2240376,1487940,12953,1500893,66.99,160278,2,first,,,Andrzej Duda,Andrzej Duda,663831,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Kujawsko-Pomorskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,1572933,1019200,8142,1027342,65.31,65744,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,542472,Poland,PL61,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Kujawsko-Pomorskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,1572933,1019200,8142,1027342,65.31,65744,2,first,,,Andrzej Duda,Andrzej Duda,476728,Poland,PL61,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubelskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,1671659,1094083,10164,1104247,66.06,356823,2,first,,,Andrzej Duda,Andrzej Duda,725453,Poland,PL81,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubelskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,1671659,1094083,10164,1104247,66.06,356823,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,368630,Poland,PL81,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubuskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,770309,496438,3888,500326,64.95,97260,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,296849,Poland,PL43,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubuskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,770309,496438,3888,500326,64.95,97260,2,first,,,Andrzej Duda,Andrzej Duda,199589,Poland,PL43,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Łódzkie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,1909980,1319077,11779,1330856,69.68,117731,2,first,,,Andrzej Duda,Andrzej Duda,718404,Poland,PL71,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Łódzkie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,1909980,1319077,11779,1330856,69.68,117731,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,600673,Poland,PL71,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Małopolskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,2662442,1856755,17000,1873755,70.38,358425,2,first,,,Andrzej Duda,Andrzej Duda,1107590,Poland,PL21,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Małopolskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,2662442,1856755,17000,1873755,70.38,358425,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,749165,Poland,PL21,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Mazowieckie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,4666787,3415293,28953,3444246,73.8,154601,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,1784947,Poland,PL91,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Mazowieckie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,4666787,3415293,28953,3444246,73.8,154601,2,first,,,Andrzej Duda,Andrzej Duda,1630346,Poland,PL91,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Opolskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,766446,455330,3891,459221,59.92,24034,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,239682,Poland,PL52,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Opolskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,766446,455330,3891,459221,59.92,24034,2,first,,,Andrzej Duda,Andrzej Duda,215648,Poland,PL52,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Podkarpackie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,1680845,1107778,9732,1117510,66.49,463512,2,first,,,Andrzej Duda,Andrzej Duda,785645,Poland,PL82,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Podkarpackie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,1680845,1107778,9732,1117510,66.49,463512,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,322133,Poland,PL82,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Podlaskie,https://prezydent20200628.pkw.gov.pl/prezydent20200628/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Andrzej Duda,Andrzej Duda,919765,586110,5529,591639,64.33,118868,2,first,,,Andrzej Duda,Andrzej Duda,352489,Poland,PL84,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
