district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,"GEORGANAS, Steve",Australian Labor Party,43163,"GEORGANAS, Steve",Australian Labor Party,62362,"OSBORN, Shaun",Liberal,44819,17543,False,19199
Aston,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-197.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-197.htm,"TUDGE, Alan",Liberal,110342,100090,3829,103919,94.18,20270,"TUDGE, Alan",Liberal,54744,"TUDGE, Alan",Liberal,60180,"PETHIYAGODA, Kadira",Australian Labor Party,39910,20270,False,5436
Ballarat,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-198.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-198.htm,"KING, Catherine",Australian Labor Party,114954,102683,4689,107372,93.4,22547,"KING, Catherine",Australian Labor Party,49077,"KING, Catherine",Australian Labor Party,62615,"VO, Tim",Liberal,40068,22547,False,13538
Banks,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-103.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-103.htm,"COLEMAN, David",Liberal,106253,91730,7115,98845,93.03,11488,"COLEMAN, David",Liberal,46709,"COLEMAN, David",Liberal,51609,"GAMBIAN, Chris",Labor,40121,11488,False,4900
Barker,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-180.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-180.htm,"PASIN, Tony",Liberal,118371,105666,6227,111893,94.53,40036,"PASIN, Tony",Liberal,61155,"PASIN, Tony",Liberal,72851,"O'BRIEN, Mat",Australian Labor Party,32815,40036,False,11696
Barton,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-104.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-104.htm,"BURNEY, Linda",Australian Labor Party,108992,89907,9473,99380,91.18,16929,"BURNEY, Linda",Labor,44227,"BURNEY, Linda",Labor,53418,"SHRESTHA, Pramej",Liberal,36489,16929,False,9191
Bass,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-192.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-192.htm,"ARCHER, Bridget",Liberal,76532,68733,3240,71973,94.04,563,"ARCHER, Bridget",Liberal,29094,"ARCHER, Bridget",Liberal,34648,"HART, Ross",Australian Labor Party,34085,563,False,5554
Bean,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-318.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-318.htm,"SMITH, David",Australian Labor Party,104482,92939,5043,97982,93.78,13971,"SMITH, David",Australian Labor Party,35447,"SMITH, David",Australian Labor Party,53455,"COCKS, Ed",Liberal,39484,13971,False,18008
Bendigo,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-200.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-200.htm,"CHESTERS, Lisa",Australian Labor Party,112755,101661,4318,105979,93.99,18371,"CHESTERS, Lisa",Australian Labor Party,44340,"CHESTERS, Lisa",Australian Labor Party,60016,"GAYED, Sam",Liberal,41645,18371,False,15676
Bennelong,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-105.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-105.htm,"ALEXANDER, John",Liberal,108815,96305,5237,101542,93.32,13313,"ALEXANDER, John",Liberal,48942,"ALEXANDER, John",Liberal,54809,"OWLER, Brian",Labor,41496,13313,False,5867
Berowra,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-106.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-106.htm,"LEESER, Julian",Liberal,106331,93947,6423,100370,94.39,29403,"LEESER, Julian",Liberal,53741,"LEESER, Julian",Liberal,61675,"GOMPERTZ, Katie",Labor,32272,29403,False,7934
Blair,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-304.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-304.htm,"NEUMANN, Shayne Kenneth",Australian Labor Party,113520,95925,7765,103690,91.34,2321,"NEUMANN, Shayne Kenneth",Australian Labor Party,29987,"NEUMANN, Shayne Kenneth",Australian Labor Party,49123,"SHEARMAN, Robert",Liberal National Party of Queensland,46802,2321,False,19136
Blaxland,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-107.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-107.htm,"CLARE, Jason",Australian Labor Party,105383,80808,12401,93209,88.45,23790,"CLARE, Jason",Labor,46689,"CLARE, Jason",Labor,52299,"GUNEY, Oz",Liberal,28509,23790,False,5610
Bonner,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-310.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-310.htm,"VASTA, Ross",Liberal National Party,104599,94187,2840,97027,92.76,13957,"VASTA, Ross",Liberal National Party of Queensland,46616,"VASTA, Ross",Liberal National Party of Queensland,54072,"BRISKEY, Jo",Australian Labor Party,40115,13957,False,7456
Boothby,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-182.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-182.htm,"FLINT, Nicolle",Liberal,123949,110577,5453,116030,93.61,3047,"FLINT, Nicolle",Liberal,49973,"FLINT, Nicolle",Liberal,56812,"CLANCY, Nadia",Australian Labor Party,53765,3047,False,6839
Bowman,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-155.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-155.htm,"LAMING, Andrew",Liberal National Party,109425,98339,3465,101804,93.04,20135,"LAMING, Andrew",Liberal National Party of Queensland,47866,"LAMING, Andrew",Liberal National Party of Queensland,59237,"BASTER, Tom",Australian Labor Party,39102,20135,False,11371
Braddon,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-193.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-193.htm,"PEARCE, Gavin",Liberal,79194,69973,5330,75303,95.09,4329,"PEARCE, Gavin",Liberal,26513,"PEARCE, Gavin",Liberal,37151,"KEAY, Justine",Australian Labor Party,32822,4329,False,10638
Bradfield,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-108.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-108.htm,"FLETCHER, Paul",Liberal,107304,96143,4056,100199,93.38,31851,"FLETCHER, Paul",Liberal,58007,"FLETCHER, Paul",Liberal,63997,"HAVILAND, Chris",Labor,32146,31851,False,5990
Brand,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-235.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-235.htm,"KING, Madeleine",Australian Labor Party,106998,88841,5928,94769,88.57,11825,"KING, Madeleine",Australian Labor Party,35875,"KING, Madeleine",Australian Labor Party,50333,"PLEITER, Jack",Liberal,38508,11825,False,14458
Brisbane,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-156.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-156.htm,"EVANS, Trevor",Liberal National Party,115557,101957,2631,104588,90.51,10033,"EVANS, Trevor",Liberal National Party of Queensland,48777,"EVANS, Trevor",Liberal National Party of Queensland,55995,"NEWBURY, Paul",Australian Labor Party,45962,10033,False,7218
Bruce,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-201.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-201.htm,"HILL, Julian",Australian Labor Party,109195,93040,5521,98561,90.26,26338,"HILL, Julian",Australian Labor Party,51713,"HILL, Julian",Australian Labor Party,59689,"MacISAAC, John",Liberal,33351,26338,False,7976
Burt,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-317.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-317.htm,"KEOGH, Matt",Australian Labor Party,105236,88040,6042,94082,89.4,8788,"KEOGH, Matt",Australian Labor Party,36058,"KEOGH, Matt",Australian Labor Party,48414,"GOODE, David",Liberal,39626,8788,False,12356
Calare,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-109.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-109.htm,"GEE, Andrew",The Nationals,118099,104288,6251,110539,93.6,27724,"GEE, Andrew",The Nationals,46632,"GEE, Andrew",The Nationals,66006,"JENNINGS, Jess",Labor,38282,27724,False,19374
Calwell,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-203.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-203.htm,"VAMVAKINOU, Maria",Australian Labor Party,107507,87452,8884,96336,89.61,32876,"VAMVAKINOU, Maria",Australian Labor Party,47115,"VAMVAKINOU, Maria",Australian Labor Party,60164,"HAMILTON, Genevieve",Liberal,27288,32876,False,13049
Canberra,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-101.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-101.htm,"PAYNE, Alicia",Australian Labor Party,95348,86403,1904,88307,92.62,29519,"PAYNE, Alicia",Australian Labor Party,34989,"PAYNE, Alicia",Australian Labor Party,57961,"ZAKI, Mina",Liberal,28442,29519,False,22972
Canning,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-236.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-236.htm,"HASTIE, Andrew",Liberal,107207,90892,5890,96782,90.28,21002,"HASTIE, Andrew",Liberal,44580,"HASTIE, Andrew",Liberal,55947,"TEEDE, Mellisa",Australian Labor Party,34945,21002,False,11367
Capricornia,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-157.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-157.htm,"LANDRY, Michelle",Liberal National Party,102585,88967,6008,94975,92.58,21983,"LANDRY, Michelle",Liberal National Party of Queensland,36163,"LANDRY, Michelle",Liberal National Party of Queensland,55475,"ROBERTSON, Russell",Australian Labor Party,33492,21983,False,19312
Casey,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-204.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-204.htm,"SMITH, Tony",Liberal,113307,99828,6892,106720,94.19,9274,"SMITH, Tony",Liberal,45168,"SMITH, Tony",Liberal,54551,"BRINDLE, Bill",Australian Labor Party,45277,9274,False,9383
Chifley,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-111.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-111.htm,"HUSIC, Ed",Australian Labor Party,111980,91006,9728,100734,89.96,22516,"HUSIC, Ed",Labor,49418,"HUSIC, Ed",Labor,56761,"CHETTIPALLY, Livingston",Liberal,34245,22516,False,7343
Chisholm,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-205.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-205.htm,"LIU, Gladys",Liberal,106323,94920,4463,99383,93.47,1090,"LIU, Gladys",Liberal,41172,"LIU, Gladys",Liberal,48005,"YANG, Jennifer",Australian Labor Party,46915,1090,False,6833
Clark,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-319.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-319.htm,"WILKIE, Andrew",Independent,73846,67461,1689,69150,93.64,29845,"WILKIE, Andrew",Independent,33761,"WILKIE, Andrew",Independent,48653,"McGREGOR, Ben",Australian Labor Party,18808,29845,False,14892
Cook,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-112.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-112.htm,"MORRISON, Scott",Liberal,106957,94023,6141,100164,93.65,35765,"MORRISON, Scott",Liberal,59895,"MORRISON, Scott",Liberal,64894,"O'BRIEN, Simon",Labor,29129,35765,False,4999
Cooper,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-320.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-320.htm,"KEARNEY, Ged",Australian Labor Party,110836,97481,4986,102467,92.45,28553,"KEARNEY, Ged",Australian Labor Party,45601,"KEARNEY, Ged",Australian Labor Party,63017,"RISSTROM, David",The Greens (VIC),34464,28553,False,17416
Corangamite,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-207.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-207.htm,"COKER, Libby",Australian Labor Party,111601,101620,4196,105816,94.82,2170,"HENDERSON, Sarah",Liberal,43017,"COKER, Libby",Australian Labor Party,51895,"HENDERSON, Sarah",Liberal,49725,2170,True,15848
Corio,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-208.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-208.htm,"MARLES, Richard",Australian Labor Party,110304,98752,3648,102400,92.83,20392,"MARLES, Richard",Australian Labor Party,47010,"MARLES, Richard",Australian Labor Party,59572,"THOMSON, Alastair",Liberal,39180,20392,False,12562
Cowan,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-237.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-237.htm,"ALY, Anne",Australian Labor Party,98665,84853,4850,89703,90.92,1417,"STEWART, Isaac",Liberal,33438,"ALY, Anne",Australian Labor Party,43135,"STEWART, Isaac",Liberal,41718,1417,True,10782
Cowper,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-113.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-113.htm,"CONAGHAN, Pat",The Nationals,124340,105528,8898,114426,92.03,14336,"CONAGHAN, Pat",The Nationals,49668,"CONAGHAN, Pat",The Nationals,59932,"OAKESHOTT, Robert",Independent,45596,14336,False,10264
Cunningham,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-114.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-114.htm,"BIRD, Sharon",Australian Labor Party,115231,100677,6080,106757,92.65,26995,"BIRD, Sharon",Labor,46923,"BIRD, Sharon",Labor,63836,"ATLEE, Chris",Liberal,36841,26995,False,16913
Curtin,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-238.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-238.htm,"HAMMOND, Celia",Liberal,100422,89062,2927,91989,91.6,25530,"HAMMOND, Celia",Liberal,48256,"HAMMOND, Celia",Liberal,57296,"MEECHAM, Rob",Australian Labor Party,31766,25530,False,9040
Dawson,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-158.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-158.htm,"CHRISTENSEN, George",Liberal National Party,105248,88851,6699,95550,90.79,25959,"CHRISTENSEN, George",Liberal National Party of Queensland,38164,"CHRISTENSEN, George",Liberal National Party of Queensland,57405,"HASSAN, Belinda",Australian Labor Party,31446,25959,False,19241
Deakin,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-209.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-209.htm,"SUKKAR, Michael",Liberal,107493,97269,4155,101424,94.35,9307,"SUKKAR, Michael",Liberal,46536,"SUKKAR, Michael",Liberal,53288,"MORRIS, Shireen",Australian Labor Party,43981,9307,False,6752
Dickson,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-252.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-252.htm,"DUTTON, Peter",Liberal National Party,108211,96948,4416,101364,93.67,8988,"DUTTON, Peter",Liberal National Party of Queensland,44528,"DUTTON, Peter",Liberal National Party of Queensland,52968,"FRANCE, Ali",Australian Labor Party,43980,8988,False,8440
Dobell,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-115.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-115.htm,"McBRIDE, Emma",Australian Labor Party,117206,101453,6439,107892,92.05,3035,"McBRIDE, Emma",Labor,42093,"McBRIDE, Emma",Labor,52244,"PILON, Jilly",Liberal,49209,3035,False,10151
Dunkley,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-210.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-210.htm,"MURPHY, Peta",Australian Labor Party,110636,96828,5250,102078,92.26,5304,"CREWTHER, Chris",Liberal,38616,"MURPHY, Peta",Australian Labor Party,51066,"CREWTHER, Chris",Liberal,45762,5304,True,13765
Durack,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-312.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-312.htm,"PRICE, Melissa",Liberal,97104,77721,3892,81613,84.05,22943,"PRICE, Melissa",Liberal,34429,"PRICE, Melissa",Liberal,50332,"MORROW, Sharyn",Australian Labor Party,27389,22943,False,15903
Eden-Monaro,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-117.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-117.htm,"KELLY, Mike",Australian Labor Party,114147,99259,7246,106505,93.31,1685,"KELLY, Mike",Labor,38878,"KELLY, Mike",Labor,50472,"KOTVOJS, Fiona",Liberal,48787,1685,False,11594
