district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
"Autauga County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,24973,0,24973,0,12236,0,first,,,Hillary Clinton,Democratic,5936,Alabama,US-COUNTY-01001,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Autauga County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,24973,0,24973,0,12236,0,first,,,Donald Trump,Republican,18172,Alabama,US-COUNTY-01001,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Autauga County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,24973,0,24973,0,12236,0,first,,,Other candidates,Other,865,Alabama,US-COUNTY-01001,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Baldwin County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,95215,0,95215,0,54425,0,first,,,Hillary Clinton,Democratic,18458,Alabama,US-COUNTY-01003,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Baldwin County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,95215,0,95215,0,54425,0,first,,,Donald Trump,Republican,72883,Alabama,US-COUNTY-01003,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Baldwin County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,95215,0,95215,0,54425,0,first,,,Other candidates,Other,3874,Alabama,US-COUNTY-01003,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Barbour County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,10469,0,10469,0,583,0,first,,,Hillary Clinton,Democratic,4871,Alabama,US-COUNTY-01005,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Barbour County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,10469,0,10469,0,583,0,first,,,Donald Trump,Republican,5454,Alabama,US-COUNTY-01005,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Barbour County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,10469,0,10469,0,583,0,first,,,Other candidates,Other,144,Alabama,US-COUNTY-01005,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
"Bibb County, Alabama",https://doi.org/10.7910/DVN/VOQCHQ,https://doi.org/10.7910/DVN/VOQCHQ,Donald Trump,Republican,0,8819,0,8819,0,4864,0,first,,,Hillary Clinton,Democratic,1874,Alabama,US-COUNTY-01007,compiled,County-level candidate totals come from the MIT Election Data and Science Lab historical returns. Kansas City is combined with Jackson County and Bedford City with Bedford County to match the shared historical boundary file. Alaska and the District of Columbia use official statewide totals.
