district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes
Arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,Lawrence COSTA,Australian Labor Party NT Branch,5183,2591,142,2733,52.73,1296,0,first,,,Lawrence COSTA,Australian Labor Party NT Branch,1269
Arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,Lawrence COSTA,Australian Labor Party NT Branch,5183,2591,142,2733,52.73,1296,0,first,,,Gibson ILLORTAMINNI,Country Liberal Party of the Northern Territory,1041
Arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,Lawrence COSTA,Australian Labor Party NT Branch,5183,2591,142,2733,52.73,1296,0,first,,,Tristan James MUNGATOPI,Independent,199
Arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,Lawrence COSTA,Australian Labor Party NT Branch,5183,2591,142,2733,52.73,1296,0,first,,,George LAUGHTON,Territory Alliance,82
Arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,Lawrence COSTA,Australian Labor Party NT Branch,5183,2591,142,2733,52.73,1296,1,final,,,Lawrence COSTA,Australian Labor Party NT Branch,1388
Arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/arafura,Lawrence COSTA,Australian Labor Party NT Branch,5183,2591,142,2733,52.73,1296,1,final,,,Gibson ILLORTAMINNI,Country Liberal Party of the Northern Territory,1203
Araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,Robyn LAMBLEY,Territory Alliance,5742,4364,157,4521,78.74,2183,0,first,,,Damien RYAN,Country Liberal Party of the Northern Territory,1659
Araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,Robyn LAMBLEY,Territory Alliance,5742,4364,157,4521,78.74,2183,0,first,,,Robyn LAMBLEY,Territory Alliance,1276
Araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,Robyn LAMBLEY,Territory Alliance,5742,4364,157,4521,78.74,2183,0,first,,,Jackson ANKERS,Australian Labor Party NT Branch,789
Araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,Robyn LAMBLEY,Territory Alliance,5742,4364,157,4521,78.74,2183,0,first,,,Bernard HICKEY,NT Greens,455
Araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,https://ntec.nt.gov.au/elections/past-elections/legislative-assembly/2020-territory-election/results/araluen,Robyn LAMBLEY,Territory Alliance,5742,4364,157,4521,78.74,2183,0,first,,,Domenico PECORARI,Federation Party Northern Territory,114
