district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,contest_status
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Tuariki Delamere,The Opportunities Party,320,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Dominic Hoffman Dervan,TEA Party,50,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Joshua Love,Independent,73,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Jenny Marcroft,New Zealand First Party,274,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Emma Mellow,National Party,9775,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Felix Poole,ACT New Zealand,588,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Chris Sadler,Independent,23,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Kevin Stitt,New Conservative,186,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Chlöe Swarbrick,Green Party,12631,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Vernon Tava,Sustainable New Zealand Party,120,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,first,,,Helen White,Labour Party,11563,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Tuariki Delamere,The Opportunities Party,320,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Dominic Hoffman Dervan,TEA Party,50,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Joshua Love,Independent,73,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Jenny Marcroft,New Zealand First Party,274,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Emma Mellow,National Party,9775,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Felix Poole,ACT New Zealand,588,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Chris Sadler,Independent,23,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Kevin Stitt,New Conservative,186,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Chlöe Swarbrick,Green Party,12631,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Vernon Tava,Sustainable New Zealand Party,120,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,1,final,,,Helen White,Labour Party,11563,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,ACT New Zealand,ACT New Zealand,2724,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Advance New Zealand,Advance New Zealand,198,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,99,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Green Party,Green Party,6937,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,HeartlandNZ,HeartlandNZ,1,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Labour Party,Labour Party,16751,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Māori Party,Māori Party,111,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,National Party,National Party,7680,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,New Conservative,New Conservative,197,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,New Zealand First Party,New Zealand First Party,622,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,NZ Outdoors Party,NZ Outdoors Party,15,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,ONE Party,ONE Party,20,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Social Credit,Social Credit,7,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Sustainable New Zealand Party,Sustainable New Zealand Party,59,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,TEA Party,TEA Party,35,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,The Opportunities Party,The Opportunities Party,776,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,35603,382,35985,0,17802,0,party_vote,,,Vision New Zealand,Vision New Zealand,11,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,Ben Atkinson,The Opportunities Party,1518,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,Catherine Chu,National Party,12237,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,David Fox,ACT New Zealand,1715,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,Caleb Honiss,New Conservative,639,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,Tracey McLellan,Labour Party,25393,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,Denis O'Rourke,New Zealand First Party,679,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,Eugenie Sage,Green Party,6222,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,first,,,Tiamara Williams,Advance New Zealand,506,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,Ben Atkinson,The Opportunities Party,1518,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,Catherine Chu,National Party,12237,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,David Fox,ACT New Zealand,1715,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,Caleb Honiss,New Conservative,639,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,Tracey McLellan,Labour Party,25393,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,Denis O'Rourke,New Zealand First Party,679,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,Eugenie Sage,Green Party,6222,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,1,final,,,Tiamara Williams,Advance New Zealand,506,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,ACT New Zealand,ACT New Zealand,3478,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Advance New Zealand,Advance New Zealand,424,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,133,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Green Party,Green Party,7089,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,HeartlandNZ,HeartlandNZ,4,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Labour Party,Labour Party,25091,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Māori Party,Māori Party,144,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,National Party,National Party,10453,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,New Conservative,New Conservative,626,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,New Zealand First Party,New Zealand First Party,991,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,NZ Outdoors Party,NZ Outdoors Party,37,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,ONE Party,ONE Party,69,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Social Credit,Social Credit,22,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Sustainable New Zealand Party,Sustainable New Zealand Party,41,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,TEA Party,TEA Party,10,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,The Opportunities Party,The Opportunities Party,1083,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-2.html,Tracey McLellan,Labour Party,0,48909,772,49681,0,24455,0,party_vote,,,Vision New Zealand,Vision New Zealand,15,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Bruce Carley,ACT New Zealand,2068,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Christopher Coker,Aotearoa Legalise Cannabis Party,690,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Margaret Colmore,New Conservative,827,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Sharon Devery,ONE Party,103,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Pete Huggins,Green Party,1678,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Chris Jenkins,The Opportunities Party,957,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Tricia Lawrence,New Zealand First Party,963,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Angela Moncur,Advance New Zealand,640,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Todd Muller,National Party,20046,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,0,first,,,Angie Warren-Clark,Labour Party,16631,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,1,final,,,Bruce Carley,ACT New Zealand,2068,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,1,final,,,Christopher Coker,Aotearoa Legalise Cannabis Party,690,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,1,final,,,Margaret Colmore,New Conservative,827,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2020/statistics/candidate-votes-by-voting-place-3.html,Todd Muller,National Party,0,44603,605,45208,0,22302,1,final,,,Sharon Devery,ONE Party,103,General,official
