district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note,district_seats
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Brothers of Italy,Brothers of Italy,252681,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Democratic Party,Democratic Party,231406,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Five Star Movement,Five Star Movement,130043,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Action–Italia Viva,Action–Italia Viva,93262,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Lega,Lega,90461,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Forza Italia,Forza Italia,72343,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Greens and Left Alliance,Greens and Left Alliance,51723,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,More Europe,More Europe,47993,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Italexit Per L'Italia,Italexit Per L'Italia,25090,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,People's Union,People's Union,16940,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Sovereign and Popular Italy,Sovereign and Popular Italy,16399,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Vita,Vita,10054,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Us Moderates,Us Moderates,6207,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Torino,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,1723921,1049544,90205,1139749,66.11,524773,0,first,,,Civic Commitment,Civic Commitment,4942,Italy,IT-PROV-001,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Vercelli,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,131775,78564,7368,85932,65.21,39283,0,first,,,Brothers of Italy,Brothers of Italy,25616,Italy,IT-PROV-002,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Vercelli,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,131775,78564,7368,85932,65.21,39283,0,first,,,Democratic Party,Democratic Party,13023,Italy,IT-PROV-002,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Vercelli,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,131775,78564,7368,85932,65.21,39283,0,first,,,Lega,Lega,10575,Italy,IT-PROV-002,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Vercelli,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,131775,78564,7368,85932,65.21,39283,0,first,,,Forza Italia,Forza Italia,7238,Italy,IT-PROV-002,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Vercelli,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,131775,78564,7368,85932,65.21,39283,0,first,,,Five Star Movement,Five Star Movement,6337,Italy,IT-PROV-002,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Vercelli,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,131775,78564,7368,85932,65.21,39283,0,first,,,Action–Italia Viva,Action–Italia Viva,6319,Italy,IT-PROV-002,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
Vercelli,https://dait.interno.gov.it/elezioni,,Brothers of Italy,Brothers of Italy,131775,78564,7368,85932,65.21,39283,0,first,,,More Europe,More Europe,2734,Italy,IT-PROV-002,official,Official Ministry municipality party-list votes aggregated to province. Aosta Valley's separate direct seat and overseas constituencies are excluded from this local party-list map.,0
