district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Brighton,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/brightondistrict.html,,"ASHER, Louise",LIBERAL,42924,38087,1425,39512,92.05,,"ASHER, Louise",LIBERAL,21145,"ASHER, Louise",LIBERAL,22777,"CRAWFORD, Louise",AUSTRALIAN LABOR PARTY,15330,7447,False,1632
Broadmeadows,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/broadmeadowsdistrict.html,,"McGUIRE, Frank",AUSTRALIAN LABOR PARTY,41717,33636,3133,36769,88.14,,"McGUIRE, Frank",AUSTRALIAN LABOR PARTY,21584,"McGUIRE, Frank",AUSTRALIAN LABOR PARTY,26126,"ONDER, Evren",LIBERAL,7442,18684,False,4542
Brunswick,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/brunswickdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionbrunswickdistrict.html,"GARRETT, Jane",AUSTRALIAN LABOR PARTY,46954,40358,2089,42447,90.4,,"READ, Tim",AUSTRALIAN GREENS,16001,"GARRETT, Jane",AUSTRALIAN LABOR PARTY,21075,"READ, Tim",AUSTRALIAN GREENS,19283,1792,True,5757
Bulleen,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bulleendistrict.html,,"GUY, Matthew",LIBERAL,44072,39118,2018,41136,93.34,,"GUY, Matthew",LIBERAL,21983,"GUY, Matthew",LIBERAL,23699,"RUNDELL, Adam",AUSTRALIAN LABOR PARTY,15438,8261,False,1716
Bundoora,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bundooradistrict.html,,"BROOKS, Colin",AUSTRALIAN LABOR PARTY,39435,35380,1682,37062,93.98,,"BROOKS, Colin",AUSTRALIAN LABOR PARTY,18628,"BROOKS, Colin",AUSTRALIAN LABOR PARTY,22035,"GILL, Amita",LIBERAL,13376,8659,False,3407
Buninyong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/buninyongdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionbuninyongdistrict.html,"HOWARD, Geoff",AUSTRALIAN LABOR PARTY,40891,36703,1852,38555,94.29,,"HOWARD, Geoff",AUSTRALIAN LABOR PARTY,15984,"HOWARD, Geoff",AUSTRALIAN LABOR PARTY,20697,"TAYLOR, Ben",LIBERAL,16006,4691,False,4713
Burwood,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/burwooddistrict.html,,"WATT, Graham",LIBERAL,41878,37761,1357,39118,93.41,,"WATT, Graham",LIBERAL,18902,"WATT, Graham",LIBERAL,20079,"RYAN, Gavin",AUSTRALIAN LABOR PARTY,17688,2391,False,1177
Carrum,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/carrumdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributioncarrumdistrict.html,"KILKENNY, Sonya",AUSTRALIAN LABOR PARTY,44578,39425,2126,41551,93.21,,"BAUER, Donna",LIBERAL,17801,"KILKENNY, Sonya",AUSTRALIAN LABOR PARTY,19998,"BAUER, Donna",LIBERAL,19427,571,True,3352
Caulfield,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/caulfielddistrict.html,,"SOUTHWICK, David",LIBERAL,41992,36482,1589,38071,90.66,,"SOUTHWICK, David",LIBERAL,18860,"SOUTHWICK, David",LIBERAL,20034,"BURNS, Josh",AUSTRALIAN LABOR PARTY,16471,3563,False,1174
Clarinda,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/clarindadistrict.html,,"LIM, Hong",AUSTRALIAN LABOR PARTY,43698,37700,2466,40166,91.92,,"LIM, Hong",AUSTRALIAN LABOR PARTY,20082,"LIM, Hong",AUSTRALIAN LABOR PARTY,24832,"BEVINAKOPPA, Gandhi",LIBERAL,12879,11953,False,4750
Cranbourne,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/cranbournedistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributioncranbournedistrict.html,"PERERA, Jude",AUSTRALIAN LABOR PARTY,45863,40037,2810,42847,93.42,,"PERERA, Jude",AUSTRALIAN LABOR PARTY,17365,"PERERA, Jude",AUSTRALIAN LABOR PARTY,20954,"ABLETT, Geoff",LIBERAL,19083,1871,False,3589
Croydon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/croydondistrict.html,,"HODGETT, David",LIBERAL,40730,36863,1699,38562,94.68,,"HODGETT, David",LIBERAL,19797,"HODGETT, David",LIBERAL,22005,"FIELDING, Lesley",AUSTRALIAN LABOR PARTY,15108,6897,False,2208
Dandenong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/dandenongdistrict.html,,"WILLIAMS, Gabrielle",AUSTRALIAN LABOR PARTY,41199,33858,3064,36922,89.62,,"WILLIAMS, Gabrielle",AUSTRALIAN LABOR PARTY,17891,"WILLIAMS, Gabrielle",AUSTRALIAN LABOR PARTY,21389,"PALATSIDES, Joanna",LIBERAL,12628,8761,False,3498
Eildon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/eildondistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributioneildondistrict.html,"McLEISH, Cindy",LIBERAL,41479,37007,2042,39049,94.14,,"McLEISH, Cindy",LIBERAL,16070,"McLEISH, Cindy",LIBERAL,19132,"BRENNAN, Sally",AUSTRALIAN LABOR PARTY,12056,7076,False,3062
Eltham,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/elthamdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionelthamdistrict.html,"WARD, Vicki",AUSTRALIAN LABOR PARTY,44409,40342,1808,42150,94.91,,"BRIFFA, Steven",LIBERAL,17727,"WARD, Vicki",AUSTRALIAN LABOR PARTY,21258,"BRIFFA, Steven",LIBERAL,19084,2174,True,4884
Essendon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/essendondistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionessendondistrict.html,"PEARSON, Danny",AUSTRALIAN LABOR PARTY,44129,39183,1605,40788,92.43,,"PEARSON, Danny",AUSTRALIAN LABOR PARTY,16026,"PEARSON, Danny",AUSTRALIAN LABOR PARTY,22988,"ACKERMAN, Fred",LIBERAL,16195,6793,False,6962
Euroa,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/euroadistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributioneuroadistrict.html,"RYAN, Steph",THE NATIONALS,45847,41031,2016,43047,93.89,,"RYAN, Steph",THE NATIONALS,14494,"RYAN, Steph",THE NATIONALS,26451,"MALCOLM, Clare Louise",AUSTRALIAN LABOR PARTY,14580,11871,False,11957
Evelyn,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/evelyndistrict.html,,"FYFFE, Christine",LIBERAL,40174,35977,2182,38159,94.98,,"FYFFE, Christine",LIBERAL,19258,"FYFFE, Christine",LIBERAL,21476,"HARRIS, Peter",AUSTRALIAN LABOR PARTY,14562,6914,False,2218
Ferntree Gully,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/ferntreegullydistrict.html,,"WAKELING, Nick",LIBERAL,40780,36471,1804,38275,93.86,,"WAKELING, Nick",LIBERAL,19641,"WAKELING, Nick",LIBERAL,21057,"POSETTI, Matt",AUSTRALIAN LABOR PARTY,15412,5645,False,1416
Footscray,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/footscraydistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionfootscraydistrict.html,"THOMSON, Marsha",AUSTRALIAN LABOR PARTY,46116,38867,2422,41289,89.53,,"THOMSON, Marsha",AUSTRALIAN LABOR PARTY,17542,"THOMSON, Marsha",AUSTRALIAN LABOR PARTY,25065,"VU, Kim",LIBERAL,13802,11263,False,7523
Forest Hill,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/foresthilldistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionforesthilldistrict.html,"ANGUS, Neil",LIBERAL,40991,36892,1646,38538,94.02,,"ANGUS, Neil",LIBERAL,18340,"ANGUS, Neil",LIBERAL,18483,"RICHARDS, Pauline",AUSTRALIAN LABOR PARTY,13098,5385,False,143
Frankston,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/frankstondistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionfrankstondistrict.html,"EDBROOKE, Paul",AUSTRALIAN LABOR PARTY,41747,34994,3410,38404,91.99,,"ARMISTEAD, Sean",LIBERAL,12542,"EDBROOKE, Paul",AUSTRALIAN LABOR PARTY,17665,"ARMISTEAD, Sean",LIBERAL,17329,336,True,5424
Geelong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/geelongdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributiongeelongdistrict.html,"COUZENS, Christine",AUSTRALIAN LABOR PARTY,45026,40255,2020,42275,93.89,,"COUZENS, Christine",AUSTRALIAN LABOR PARTY,16516,"COUZENS, Christine",AUSTRALIAN LABOR PARTY,22556,"KONTELJ, Paula",LIBERAL,17699,4857,False,6040
Gembrook,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gembrookdistrict.html,,"BATTIN, Brad",LIBERAL,42239,37761,2106,39867,94.38,,"BATTIN, Brad",LIBERAL,20646,"BATTIN, Brad",LIBERAL,22324,"ROSS, Collin",AUSTRALIAN LABOR PARTY,15545,6779,False,1678
Gippsland East,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gippslandeastdistrict.html,,"BULL, Tim",THE NATIONALS,43113,38076,2270,40346,93.58,,"BULL, Tim",THE NATIONALS,22984,"BULL, Tim",THE NATIONALS,25954,"MAXFIELD, Kate",AUSTRALIAN LABOR PARTY,12263,13691,False,2970
Gippsland South,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gippslandsouthdistrict.html,,"RYAN, Peter",THE NATIONALS,40241,35745,2082,37827,94.0,,"RYAN, Peter",THE NATIONALS,20468,"RYAN, Peter",THE NATIONALS,23503,"PSAILA, Lynn",AUSTRALIAN LABOR PARTY,12289,11214,False,3035
Hastings,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/hastingsdistrict.html,,"BURGESS, Neale",LIBERAL,47150,41634,2608,44242,93.83,,"BURGESS, Neale",LIBERAL,21316,"BURGESS, Neale",LIBERAL,24036,"HOSKING, Steven",AUSTRALIAN LABOR PARTY,17657,6379,False,2720
Hawthorn,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/hawthorndistrict.html,,"PESUTTO, John",LIBERAL,42149,37710,1470,39180,92.96,,"PESUTTO, John",LIBERAL,20551,"PESUTTO, John",LIBERAL,22041,"McNALLY, John",AUSTRALIAN LABOR PARTY,15577,6464,False,1490
Ivanhoe,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/ivanhoedistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionivanhoedistrict.html,"CARBINES, Anthony",AUSTRALIAN LABOR PARTY,44366,39302,1890,41192,92.85,,"ZIEBELL, Carl",LIBERAL,15730,"CARBINES, Anthony",AUSTRALIAN LABOR PARTY,20991,"ZIEBELL, Carl",LIBERAL,18311,2680,True,6858
Kew,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/kewdistrict.html,,"SMITH, Tim",LIBERAL,43898,39433,1691,41124,93.68,,"SMITH, Tim",LIBERAL,22552,"SMITH, Tim",LIBERAL,23899,"GAFFEY, James Matthew",AUSTRALIAN LABOR PARTY,15510,8389,False,1347
Keysborough,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/keysboroughdistrict.html,,"PAKULA, Martin",AUSTRALIAN LABOR PARTY,42381,37094,2393,39487,93.17,,"PAKULA, Martin",AUSTRALIAN LABOR PARTY,19678,"PAKULA, Martin",AUSTRALIAN LABOR PARTY,23013,"FLEMING, Adrianne",LIBERAL,14164,8849,False,3335
Kororoit,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/kororoitdistrict.html,,"KAIROUZ, Marlene",AUSTRALIAN LABOR PARTY,46173,39657,2843,42500,92.05,,"KAIROUZ, Marlene",AUSTRALIAN LABOR PARTY,23913,"KAIROUZ, Marlene",AUSTRALIAN LABOR PARTY,27791,"KESIC, Goran",LIBERAL,11922,15869,False,3878
Lara,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/laradistrict.html,,"EREN, John",AUSTRALIAN LABOR PARTY,43000,38364,1851,40215,93.52,,"EREN, John",AUSTRALIAN LABOR PARTY,21457,"EREN, John",AUSTRALIAN LABOR PARTY,25746,"McMANUS, Tony",LIBERAL,12618,13128,False,4289
Lowan,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/lowandistrict.html,,"KEALY, Emma",THE NATIONALS,42979,38982,1851,40833,95.01,,"KEALY, Emma",THE NATIONALS,21087,"KEALY, Emma",THE NATIONALS,27773,"SCATES, Bob",AUSTRALIAN LABOR PARTY,11199,16574,False,6686
Macedon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/macedondistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionmacedondistrict.html,"THOMAS, Mary-Anne",AUSTRALIAN LABOR PARTY,41580,37955,1445,39400,94.76,,"PETROVICH, Donna",LIBERAL,16376,"THOMAS, Mary-Anne",AUSTRALIAN LABOR PARTY,20417,"PETROVICH, Donna",LIBERAL,17538,2879,True,5740
Malvern,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/malverndistrict.html,,"O'BRIEN, Michael",LIBERAL,40708,36152,1515,37667,92.53,,"O'BRIEN, Michael",LIBERAL,22642,"O'BRIEN, Michael",LIBERAL,23958,"TARCZON, Les",AUSTRALIAN LABOR PARTY,12205,11753,False,1316
Melbourne,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/melbournedistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionmelbournedistrict.html,"SANDELL, Ellen",AUSTRALIAN GREENS,43801,37000,1343,38343,87.54,,"SANDELL, Ellen",AUSTRALIAN GREENS,15333,"SANDELL, Ellen",AUSTRALIAN GREENS,19401,"KANIS, Jennifer",AUSTRALIAN LABOR PARTY,17599,1802,False,4068
Melton,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/meltondistrict.html,,"NARDELLA, Don",AUSTRALIAN LABOR PARTY,44915,38195,3379,41574,92.56,,"NARDELLA, Don",AUSTRALIAN LABOR PARTY,19272,"NARDELLA, Don",AUSTRALIAN LABOR PARTY,23495,"LANG, Daryl",LIBERAL,14885,8610,False,4223
Mildura,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/milduradistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionmilduradistrict.html,"CRISP, Peter",THE NATIONALS,42452,36436,2763,39199,92.34,,"CRISP, Peter",THE NATIONALS,16794,"CRISP, Peter",THE NATIONALS,18958,"CUPPER, Ali",Independent,10204,8754,False,2164
Mill Park,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/millparkdistrict.html,,"D'AMBROSIO, Lily",AUSTRALIAN LABOR PARTY,42969,38147,2306,40453,94.14,,"D'AMBROSIO, Lily",AUSTRALIAN LABOR PARTY,22807,"D'AMBROSIO, Lily",AUSTRALIAN LABOR PARTY,26314,"VARUGHESE, George",LIBERAL,11356,14958,False,3507
Monbulk,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/monbulkdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionmonbulkdistrict.html,"MERLINO, James",AUSTRALIAN LABOR PARTY,41906,37548,2044,39592,94.48,,"VERSCHUUR, Mark",LIBERAL,15063,"MERLINO, James",AUSTRALIAN LABOR PARTY,20643,"VERSCHUUR, Mark",LIBERAL,16905,3738,True,6547
Mordialloc,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/mordiallocdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionmordiallocdistrict.html,"RICHARDSON, Tim",AUSTRALIAN LABOR PARTY,43607,38354,2641,40995,94.01,,"WREFORD, Lorraine",LIBERAL,16807,"RICHARDSON, Tim",AUSTRALIAN LABOR PARTY,19981,"WREFORD, Lorraine",LIBERAL,18373,1608,True,5141
Mornington,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/morningtondistrict.html,,"MORRIS, David",LIBERAL,43622,39433,1660,41093,94.2,,"MORRIS, David",LIBERAL,23184,"MORRIS, David",LIBERAL,24711,"WRIGHT, Rebecca",AUSTRALIAN LABOR PARTY,14759,9952,False,1527
Morwell,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/morwelldistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionmorwelldistrict.html,"NORTHE, Russell",THE NATIONALS,45409,40130,2283,42413,93.4,,"NORTHE, Russell",THE NATIONALS,17824,"NORTHE, Russell",THE NATIONALS,20787,"MINTERN, Jadon",AUSTRALIAN LABOR PARTY,19343,1444,False,2963
Mount Waverley,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/mountwaverleydistrict.html,,"GIDLEY, Michael",LIBERAL,39993,35888,1422,37310,93.29,,"GIDLEY, Michael",LIBERAL,18357,"GIDLEY, Michael",LIBERAL,19489,"YANG, Jennifer",AUSTRALIAN LABOR PARTY,16211,3278,False,1132
Mulgrave,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/mulgravedistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionmulgravedistrict.html,"ANDREWS, Daniel",AUSTRALIAN LABOR PARTY,40682,35845,1960,37805,92.93,,"ANDREWS, Daniel",AUSTRALIAN LABOR PARTY,17150,"ANDREWS, Daniel",AUSTRALIAN LABOR PARTY,19528,"DAVIES, Robert",LIBERAL,16317,3211,False,2378
Murray Plains,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/murrayplainsdistrict.html,,"WALSH, Peter",THE NATIONALS,45327,40154,2331,42485,93.73,,"WALSH, Peter",THE NATIONALS,25406,"WALSH, Peter",THE NATIONALS,29100,"WILLIAMS, Peter",AUSTRALIAN LABOR PARTY,11111,17989,False,3694
Narracan,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/narracandistrict.html,,"BLACKWOOD, Gary",LIBERAL,46055,41496,1829,43325,94.07,,"BLACKWOOD, Gary",LIBERAL,22907,"BLACKWOOD, Gary",LIBERAL,25482,"MARTEN, Kate",AUSTRALIAN LABOR PARTY,16095,9387,False,2575
Narre Warren North,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/narrewarrennorthdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionnarrewarrennorthdistrict.html,"DONNELLAN, Luke",AUSTRALIAN LABOR PARTY,43281,37375,2706,40081,92.61,,"DONNELLAN, Luke",AUSTRALIAN LABOR PARTY,17421,"DONNELLAN, Luke",AUSTRALIAN LABOR PARTY,20392,"STAPLEDON, Amanda",LIBERAL,16981,3411,False,2971
Narre Warren South,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/narrewarrensouthdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionnarrewarrensouthdistrict.html,"GRALEY, Judith",AUSTRALIAN LABOR PARTY,45818,40477,2414,42891,93.61,,"GRALEY, Judith",AUSTRALIAN LABOR PARTY,19501,"GRALEY, Judith",AUSTRALIAN LABOR PARTY,22461,"SEREY, Susan",LIBERAL,18016,4445,False,2960
Nepean,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/nepeandistrict.html,,"DIXON, Martin",LIBERAL,44669,39349,2056,41405,92.69,,"DIXON, Martin",LIBERAL,20984,"DIXON, Martin",LIBERAL,22694,"GLEIXNER, Carolyn",AUSTRALIAN LABOR PARTY,16684,6010,False,1710
Niddrie,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/niddriedistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionniddriedistrict.html,"CARROLL, Ben",AUSTRALIAN LABOR PARTY,42548,37577,2572,40149,94.36,,"CARROLL, Ben",AUSTRALIAN LABOR PARTY,17342,"CARROLL, Ben",AUSTRALIAN LABOR PARTY,21686,"GAUCI MAURICI, Rebecca",LIBERAL,15891,5795,False,4344
Northcote,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/northcotedistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionnorthcotedistrict.html,"RICHARDSON, Fiona",AUSTRALIAN LABOR PARTY,44273,38871,1713,40584,91.67,,"RICHARDSON, Fiona",AUSTRALIAN LABOR PARTY,15928,"RICHARDSON, Fiona",AUSTRALIAN LABOR PARTY,21783,"McCARTHY, Trent",AUSTRALIAN GREENS,17088,4695,False,5855
Oakleigh,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/oakleighdistrict.html,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionoakleighdistrict.html,"DIMOPOULOS, Steve",AUSTRALIAN LABOR PARTY,39556,34760,1662,36422,92.08,,"DIMOPOULOS, Steve",AUSTRALIAN LABOR PARTY,15903,"DIMOPOULOS, Steve",AUSTRALIAN LABOR PARTY,20224,"ZOGRAPHOS, Theo",LIBERAL,14536,5688,False,4321
