district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Cessnock,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Cessnock.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Cessnock.htm,BARR Clayton,CL,51035,45853,,,94.2,22927,BARR,CL,15812,BARR Clayton,CL,18684,DAVEY Alison,NP,15689,2995,True,18684
Charlestown,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Charlestown.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Charlestown.htm,CORNWELL Andrew,LP,47804,43552,,,94.4,21777,CORNWELL,LP,19085,CORNWELL Andrew,LP,21856,MORRIS Matthew,ALP,14661,7195,True,21856
Clarence,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Clarence.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Clarence.htm,CANSDELL Steve,NP,50358,45756,,,92.8,22879,CANSDELL,NP,28717,CANSDELL Steve,NP,31625,CLAGUE Colin,ALP,7237,24388,True,31625
Coffs Harbour,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Coffs_Harbour.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Coffs_Harbour.htm,FRASER Andrew,NP,50671,45105,,,91.3,22553,FRASER,NP,29798,FRASER Andrew,NP,31956,QUINN David,ALP,9421,22535,True,31956
Coogee,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Coogee.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Coogee.htm,NOTLEY-SMITH Bruce,LP,49131,42906,,,89.4,21454,NOTLEY-SMITH,LP,20224,NOTLEY-SMITH Bruce,LP,21987,PEARCE Paul,ALP,15762,6225,True,21987
Cronulla,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Cronulla.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Cronulla.htm,SPEAKMAN Mark,LP,49825,45174,,,93.3,22588,SPEAKMAN,LP,29845,SPEAKMAN Mark,LP,31382,JONES Stefanie,ALP,10157,21225,True,31382
Davidson,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Davidson.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Davidson.htm,O'DEA Jonathan,LP,49043,44614,,,92.9,22308,O'DEA,LP,33112,O'DEA Jonathan,LP,34839,GILLILAND Mathew,ALP,5456,29383,True,34839
Drummoyne,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Drummoyne.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Drummoyne.htm,SIDOTI John,LP,51706,47117,,,93.5,23559,SIDOTI,LP,26397,SIDOTI John,LP,28349,TSIREKAS Angelo,ALP,14183,14166,True,28349
Dubbo,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Dubbo.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Dubbo.htm,GRANT Troy,NP,48970,45332,,,94.4,22667,GRANT,NP,27191,GRANT Troy,NP,27714,FARDELL Dawn,IND,15827,11887,True,27714
East Hills,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-East_Hills.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-East_Hills.htm,BROOKES Glenn,LP,47627,42918,,,93.8,21460,BROOKES,LP,17929,BROOKES Glenn,LP,19703,ASHTON Alan,ALP,19212,491,True,19703
Epping,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Epping.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Epping.htm,SMITH Greg,LP,49410,44855,,,93.1,22428,SMITH,LP,27543,SMITH Greg,LP,29881,SMITH Amy,ALP,9868,20013,True,29881
Fairfield,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Fairfield.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Fairfield.htm,ZANGARI Guy,ALP,51273,43910,,,91.6,21956,ZANGARI,ALP,17858,ZANGARI Guy,ALP,19155,SALIBA Charbel,LP,17880,1275,True,19155
Gosford,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Gosford.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Gosford.htm,HOLSTEIN Chris,LP,50140,45175,,,93.2,22588,HOLSTEIN,LP,22672,HOLSTEIN Chris,LP,24425,SMITH Katie,ALP,15052,9373,True,24425
Goulburn,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Goulburn.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Goulburn.htm,GOWARD Pru,LP,50057,45372,,,93.7,22687,GOWARD,LP,27828,GOWARD Pru,LP,30540,VALIDAKIS Crystal,ALP,9312,21228,True,30540
Granville,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Granville.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Granville.htm,ISSA Tony,LP,50957,44795,,,91.9,22398,ISSA,LP,18510,ISSA Tony,LP,21276,BORGER David,ALP,19093,2183,True,21276
Hawkesbury,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Hawkesbury.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Hawkesbury.htm,WILLIAMS Ray,LP,51331,47500,,,95.1,23751,WILLIAMS,LP,35793,WILLIAMS Ray,LP,37401,WICKS Peter,ALP,6755,30646,True,37401
Heathcote,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Heathcote.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Heathcote.htm,EVANS Lee,LP,48287,44073,,,94.2,22037,EVANS,LP,20700,EVANS Lee,LP,22939,McLEAY Paul,ALP,13512,9427,True,22939
Heffron,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Heffron.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Heffron.htm,KENEALLY Kristina,ALP,53342,45767,,,88.7,22884,KENEALLY,ALP,18870,KENEALLY Kristina,ALP,22302,PANDELEOS Patrice,LP,16785,5517,True,22302
Hornsby,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Hornsby.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Hornsby.htm,KEAN Matt,LP,51221,47194,,,94.5,23598,KEAN,LP,23317,KEAN Matt,LP,25158,BERMAN Nick,IND,15361,9797,True,25158
Keira,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Keira.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Keira.htm,PARK Ryan,ALP,48301,43992,,,94.0,21997,PARK,ALP,17186,PARK Ryan,ALP,20546,DORAHY John,LP,17595,2951,True,20546
Kiama,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Kiama.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Kiama.htm,WARD Gareth,LP,50626,46780,,,94.6,23391,WARD,LP,19898,WARD Gareth,LP,23030,BROWN Matt,ALP,17052,5978,True,23030
Kogarah,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Kogarah.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Kogarah.htm,BURTON Cherie,ALP,49740,44487,,,93.2,22244,BURTON,ALP,19668,BURTON Cherie,ALP,21207,HINDI Miray,LP,19665,1542,True,21207
Ku-ring-gai,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Ku-Ring-Gai.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Ku-Ring-Gai.htm,O'FARRELL Barry,LP,49900,45482,,,92.7,22742,O'FARRELL,LP,33061,O'FARRELL Barry,LP,34904,ARMSTRONG David,ALP,5236,29668,True,34904
Lake Macquarie,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Lake_Macquarie.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Lake_Macquarie.htm,PIPER Greg,IND,49757,45070,,,93.4,22536,PIPER,IND,19678,PIPER Greg,IND,25356,McDONALD John,LP,13733,11623,True,25356
Lakemba,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Lakemba.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Lakemba.htm,FUROLO Robert,ALP,51583,44433,,,90.8,22217,FUROLO,ALP,21595,FUROLO Robert,ALP,22983,HAWATT Michael,LP,17337,5646,True,22983
Lane Cove,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Lane_Cove.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Lane_Cove.htm,ROBERTS Anthony,LP,47976,43216,,,92.5,21609,ROBERTS,LP,28350,ROBERTS Anthony,LP,30093,TSANG Mario,ALP,8819,21274,True,30093
Lismore,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Lismore.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Lismore.htm,GEORGE Thomas,NP,50286,44745,,,90.8,22373,GEORGE,NP,27371,GEORGE Thomas,NP,29046,MOY Andrew,ALP,10041,19005,True,29046
Liverpool,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Liverpool.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Liverpool.htm,LYNCH Paul,ALP,49897,43213,,,92.3,21607,LYNCH,ALP,22223,LYNCH Paul,ALP,24276,HADID Mazhar,LP,13241,11035,True,24276
Londonderry,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Londonderry.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Londonderry.htm,BASSETT Bart,LP,47633,42646,,,93.2,21324,BASSETT,LP,22489,BASSETT Bart,LP,24149,SHEARAN Allan,ALP,14621,9528,True,24149
Macquarie Fields,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Macquarie_Fields.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Macquarie_Fields.htm,McDONALD Andrew,ALP,51735,45261,,,92.0,22631,McDONALD,ALP,18157,McDONALD Andrew,ALP,19628,ESKAROS Sam,LP,18506,1122,True,19628
Maitland,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Maitland.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Maitland.htm,PARKER Robyn,LP,52441,48019,,,94.5,24010,PARKER,LP,19600,PARKER Robyn,LP,22057,TERENZINI Frank,ALP,17135,4922,True,22057
Manly,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Manly.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Manly.htm,BAIRD Mike,LP,48337,43055,,,91.2,21528,BAIRD,LP,30212,BAIRD Mike,LP,31874,JARY Jennifer,ALP,6821,25053,True,31874
Maroubra,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Maroubra.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Maroubra.htm,DALEY Michael,ALP,50198,45144,,,92.6,22573,DALEY,ALP,20019,DALEY Michael,ALP,21922,FENELEY Michael,LP,20608,1314,True,21922
Marrickville,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Marrickville.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Marrickville.htm,TEBBUTT Carmel,ALP,52182,45697,,,90.2,22849,TEBBUTT,ALP,17413,TEBBUTT Carmel,ALP,19046,BYRNE Fiona,GNS,18370,676,True,19046
Menai,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Menai.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Menai.htm,GIBBONS Melanie,LP,49541,45238,,,94.3,22620,GIBBONS,LP,27593,GIBBONS Melanie,LP,29954,SCAYSBROOK Peter,ALP,10313,19641,True,29954
Miranda,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Miranda.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Miranda.htm,ANNESLEY Graham,LP,47586,43908,,,94.8,21955,ANNESLEY,LP,26662,ANNESLEY Graham,LP,28395,COOK Therese,ALP,11598,16797,True,28395
Monaro,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Monaro.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Monaro.htm,BARILARO John,NP,50062,44875,,,91.8,22438,BARILARO,NP,21134,BARILARO John,NP,21909,WHAN Steve,CL,20178,1731,True,21909
Mount Druitt,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Mount_Druitt.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Mount_Druitt.htm,AMERY Richard,ALP,48234,41717,,,91.4,20859,AMERY,ALP,20037,AMERY Richard,ALP,21352,PRIEST Venus,LP,16286,5066,True,21352
Mulgoa,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Mulgoa.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Mulgoa.htm,DAVIES Tanya,LP,49371,44797,,,94.6,22399,DAVIES,LP,23822,DAVIES Tanya,LP,25223,GUILLAUME Prue,ALP,15437,9786,True,25223
Murray-Darling,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Murray-Darling.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Murray-Darling.htm,WILLIAMS John,NP,45860,39068,,,87.5,19535,WILLIAMS,NP,28941,WILLIAMS John,NP,29466,GASMIER Neville,ALP,8684,20782,True,29466
Murrumbidgee,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Murrumbidgee.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Murrumbidgee.htm,PICCOLI Adrian,NP,47640,42784,,,92.1,21393,PICCOLI,NP,31414,PICCOLI Adrian,NP,32260,WOOD William,ALP,9149,23111,True,32260
Myall Lakes,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Myall_Lakes.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Myall_Lakes.htm,BROMHEAD Stephen,NP,50469,45969,,,93.5,22985,BROMHEAD,NP,29679,BROMHEAD Stephen,NP,31658,PETROULAKIS David,ALP,8629,23029,True,31658
Newcastle,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Newcastle.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Newcastle.htm,OWEN Tim,LP,48787,43823,,,92.4,21912,OWEN,LP,16072,OWEN Tim,LP,19337,McKAY Jodi,ALP,17459,1878,True,19337
North Shore,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-North_Shore.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-North_Shore.htm,SKINNER Jillian,LP,51518,45214,,,89.5,22608,SKINNER,LP,30424,SKINNER Jillian,LP,32416,WINTON Tabitha,ALP,7939,24477,True,32416
Northern Tablelands,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Northern_Tablelands.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Northern_Tablelands.htm,TORBAY Richard,IND,50535,46572,,,93.2,23287,TORBAY,IND,29526,TORBAY Richard,IND,31247,McCOWEN Charlie,NP,13756,17491,True,31247
Oatley,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Oatley.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Oatley.htm,COURE Mark,LP,48982,44418,,,93.7,22210,COURE,LP,19587,COURE Mark,LP,20821,GREENE Kevin,ALP,20381,440,True,20821
Orange,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Orange.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Orange.htm,GEE Andrew,NP,49305,45287,,,94.2,22644,GEE,NP,25656,GEE Andrew,NP,28664,DUFFY Kevin,ALP,9953,18711,True,28664
Oxley,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Oxley.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Oxley.htm,STONER Andrew,NP,48810,43967,,,92.2,21984,STONER,NP,29412,STONER Andrew,NP,30851,BLACKSHIELD Joe,ALP,8162,22689,True,30851
Parramatta,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Parramatta.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Parramatta.htm,LEE Geoff,LP,51328,44778,,,90.7,22390,LEE,LP,21673,LEE Geoff,LP,23669,ESBER Pierre,ALP,14464,9205,True,23669
Penrith,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Penrith.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Penrith.htm,AYRES Stuart,LP,47194,42731,,,93.9,21366,AYRES,LP,23074,AYRES Stuart,LP,25023,THAIN John,ALP,12704,12319,True,25023
Pittwater,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Pittwater.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Pittwater.htm,STOKES Rob,LP,49380,44770,,,92.8,22386,STOKES,LP,32225,STOKES Rob,LP,34060,BOYDELL Pat,ALP,6244,27816,True,34060
Port Macquarie,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Port_Macquarie.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Port_Macquarie.htm,WILLIAMS Leslie,NP,49413,45480,,,93.8,22741,WILLIAMS,NP,23718,WILLIAMS Leslie,NP,24378,BESSELING Peter,IND,18774,5604,True,24378
Port Stephens,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Port_Stephens.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Port_Stephens.htm,BAUMANN Craig,LP,49514,44902,,,93.4,22452,BAUMANN,LP,22956,BAUMANN Craig,LP,24561,WASHINGTON Kate,ALP,14770,9791,True,24561
Riverstone,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Riverstone.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Riverstone.htm,CONOLLY Kevin,LP,57408,51627,,,93.6,25814,CONOLLY,LP,29971,CONOLLY Kevin,LP,31888,VASSILI Michael,ALP,13555,18333,True,31888
Rockdale,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Rockdale.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Rockdale.htm,FLOWERS John,LP,49466,44094,,,92.7,22048,FLOWERS,LP,19072,FLOWERS John,LP,20533,KAMPER Steve,ALP,17813,2720,True,20533
Ryde,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Ryde.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Ryde.htm,DOMINELLO Victor,LP,48148,43407,,,92.7,21704,DOMINELLO,LP,27247,DOMINELLO Victor,LP,29578,LAXALE Jerome,ALP,9498,20080,True,29578
Shellharbour,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Shellharbour.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Shellharbour.htm,WATSON Anna,ALP,49206,43805,,,93.4,21903,WATSON,ALP,20459,WATSON Anna,ALP,22734,MALLINSON Larissa,LP,16049,6685,True,22734
Smithfield,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Smithfield.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Smithfield.htm,ROHAN Andrew,LP,51761,46264,,,94.5,23133,ROHAN,LP,21443,ROHAN Andrew,LP,23009,KHOSHABA Ninos,ALP,18948,4061,True,23009
South Coast,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-South_Coast.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-South_Coast.htm,HANCOCK Shelley,LP,50762,45752,,,92.9,22877,HANCOCK,LP,27580,HANCOCK Shelley,LP,29347,SIMS Glenn,ALP,12342,17005,True,29347
Strathfield,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Strathfield.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Strathfield.htm,CASUSCELLI Charles,LP,49084,43828,,,91.8,21915,CASUSCELLI,LP,20001,CASUSCELLI Charles,LP,21487,JUDGE Virginia,ALP,18014,3473,True,21487
Swansea,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Swansea.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Swansea.htm,EDWARDS Garry,LP,50148,45799,,,94.3,22900,EDWARDS,LP,17283,EDWARDS Garry,LP,19800,COOMBS Robert,ALP,18929,871,True,19800
Sydney,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_district_summary-Sydney.htm,https://pastvtr.elections.nsw.gov.au/SGE2011/la/la_dop-Sydney.htm,MOORE Clover,IND,56786,46620,,,83.9,23311,MOORE,IND,16909,MOORE Clover,IND,20651,BARTELS Adrian,LP,18220,2431,True,20651
