district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Aceh,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,2804934,0,2804934,0,1996558,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,404188,Indonesia,1,official,
Aceh,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,2804934,0,2804934,0,1996558,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,2400746,Indonesia,1,official,
Sumatera Utara,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,7524301,0,7524301,0,348729,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,3936515,Indonesia,2,official,
Sumatera Utara,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,7524301,0,7524301,0,348729,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,3587786,Indonesia,2,official,
Sumatera Barat,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,2896494,0,2896494,0,2080972,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,407761,Indonesia,3,official,
Sumatera Barat,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,2896494,0,2896494,0,2080972,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,2488733,Indonesia,3,official,
Riau,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,3224000,0,3224000,0,726574,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,1248713,Indonesia,4,official,
Riau,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,3224000,0,3224000,0,726574,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,1975287,Indonesia,4,official,
Jambi,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,2062858,0,2062858,0,343192,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,859833,Indonesia,5,official,
Jambi,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,2062858,0,2062858,0,343192,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,1203025,Indonesia,5,official,
Sumatera Selatan,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,4820768,0,4820768,0,934794,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,1942987,Indonesia,6,official,
Sumatera Selatan,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,4820768,0,4820768,0,934794,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,2877781,Indonesia,6,official,
Bengkulu,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,1169487,0,1169487,0,2511,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,583488,Indonesia,7,official,
Bengkulu,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,1169487,0,1169487,0,2511,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,585999,Indonesia,7,official,
Lampung,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,4809274,0,4809274,0,897896,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,2853585,Indonesia,8,official,
Lampung,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,4809274,0,4809274,0,897896,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,1955689,Indonesia,8,official,
Kepulauan Bangka Belitung,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,783964,0,783964,0,207494,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,495729,Indonesia,9,official,
Kepulauan Bangka Belitung,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,783964,0,783964,0,207494,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,288235,Indonesia,9,official,
Kepulauan Riau,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,1016203,0,1016203,0,85181,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,550692,Indonesia,10,official,
Kepulauan Riau,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,1016203,0,1016203,0,85181,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,465511,Indonesia,10,official,
DKI Jakarta,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,6345684,0,6345684,0,213410,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,3279547,Indonesia,11,official,
DKI Jakarta,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,6345684,0,6345684,0,213410,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,3066137,Indonesia,11,official,
Jawa Barat,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,26828014,0,26828014,0,5326878,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,10750568,Indonesia,12,official,
Jawa Barat,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,26828014,0,26828014,0,5326878,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,16077446,Indonesia,12,official,
Jawa Tengah,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,21769958,0,21769958,0,11881064,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,16825511,Indonesia,13,official,
Jawa Tengah,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,21769958,0,21769958,0,11881064,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,4944447,Indonesia,13,official,
DI Yogyakarta,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,2397655,0,2397655,0,912693,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,1655174,Indonesia,14,official,
DI Yogyakarta,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,2397655,0,2397655,0,912693,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,742481,Indonesia,14,official,
Jawa Timur,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,24672915,0,24672915,0,7790421,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,16231668,Indonesia,15,official,
Jawa Timur,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,0,24672915,0,24672915,0,7790421,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,8441247,Indonesia,15,official,
Banten,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,6597038,0,6597038,0,1521990,0,first,,,Joko Widodo–Ma'ruf Amin,Jokowi–Ma'ruf,2537524,Indonesia,16,official,
Banten,https://opendata.kpu.go.id/ds/140,https://opendata.kpu.go.id/ds/140,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,0,6597038,0,6597038,0,1521990,0,first,,,Prabowo Subianto–Sandiaga Uno,Prabowo–Sandiaga,4059514,Indonesia,16,official,
