district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2177407,1523523,14336,1537859,70.63,177087,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,850305,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2177407,1523523,14336,1537859,70.63,177087,2,first,,,Karol Nawrocki,Karol Nawrocki,673218,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Kujawsko-Pomorskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,1501949,1010520,8990,1019510,67.88,69200,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,539860,Poland,PL61,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Kujawsko-Pomorskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,1501949,1010520,8990,1019510,67.88,69200,2,first,,,Karol Nawrocki,Karol Nawrocki,470660,Poland,PL61,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubelskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Karol Nawrocki,Karol Nawrocki,1567771,1082172,9458,1091630,69.63,358066,2,first,,,Karol Nawrocki,Karol Nawrocki,720119,Poland,PL81,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubelskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Karol Nawrocki,Karol Nawrocki,1567771,1082172,9458,1091630,69.63,358066,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,362053,Poland,PL81,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubuskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,731055,483459,4235,487694,66.71,79495,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,281477,Poland,PL43,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Lubuskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,731055,483459,4235,487694,66.71,79495,2,first,,,Karol Nawrocki,Karol Nawrocki,201982,Poland,PL43,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Łódzkie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Karol Nawrocki,Karol Nawrocki,1821514,1319209,12518,1331727,73.11,84509,2,first,,,Karol Nawrocki,Karol Nawrocki,701859,Poland,PL71,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Łódzkie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Karol Nawrocki,Karol Nawrocki,1821514,1319209,12518,1331727,73.11,84509,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,617350,Poland,PL71,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Małopolskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Karol Nawrocki,Karol Nawrocki,2625479,1924227,17516,1941743,73.96,341239,2,first,,,Karol Nawrocki,Karol Nawrocki,1132733,Poland,PL21,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Małopolskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Karol Nawrocki,Karol Nawrocki,2625479,1924227,17516,1941743,73.96,341239,2,first,,,Rafał Trzaskowski,Rafał Trzaskowski,791494,Poland,PL21,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
