district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note,district_seats
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,ÖVP,ÖVP,2842,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,FPÖ,FPÖ,1980,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,SPÖ,SPÖ,1864,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,NEOS,NEOS,755,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,GRÜNE,GRÜNE,724,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,BIER,BIER,208,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,KPÖ,KPÖ,149,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,LMP,LMP,53,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,KEINE,KEINE,38,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,GAZA,GAZA,22,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Eisenstadt,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,ÖVP,ÖVP,0,8640,82,8722,0,4321,0,first,,,BGE,BGE,5,Austria,AT_10101,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Rust,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,FPÖ,FPÖ,0,1254,30,1284,0,628,0,first,,,FPÖ,FPÖ,370,Austria,AT_10201,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Rust,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,FPÖ,FPÖ,0,1254,30,1284,0,628,0,first,,,SPÖ,SPÖ,339,Austria,AT_10201,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Rust,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,FPÖ,FPÖ,0,1254,30,1284,0,628,0,first,,,ÖVP,ÖVP,325,Austria,AT_10201,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Rust,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,FPÖ,FPÖ,0,1254,30,1284,0,628,0,first,,,NEOS,NEOS,91,Austria,AT_10201,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Rust,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,FPÖ,FPÖ,0,1254,30,1284,0,628,0,first,,,GRÜNE,GRÜNE,68,Austria,AT_10201,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
Rust,https://www.bmi.gv.at/412/Nationalratswahlen/Nationalratswahl_2024/,,FPÖ,FPÖ,0,1254,30,1284,0,628,0,first,,,BIER,BIER,26,Austria,AT_10201,official,Official municipality totals excluding separately reported postal ballots. National vote and seat totals include those postal ballots; they are not assigned to false municipality polygons.,0
