district,district_url,distribution_url,elected_member,elected_members,elected_party,members_to_elect,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_members,candidate_party,votes,electorate_type,contest_status
Pasir Ris-Changi,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Indranee Rajah;Valerie Lee;Sharael Taha;Desmond Tan,PAP,4,100957,90381,2491,92872,91.99,45191,0,first,,,PAP team,Indranee Rajah;Valerie Lee;Sharael Taha;Desmond Tan,PAP,61168,GRC,official
Pasir Ris-Changi,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Indranee Rajah;Valerie Lee;Sharael Taha;Desmond Tan,PAP,4,100957,90381,2491,92872,91.99,45191,0,first,,,SDA team,Abu Bin Mohamed;Chia Yun Kai;Harminder Pal Singh S/O Gurcharan Singh;Lim Bak Chuan Desmond,SDA,29213,GRC,official
Pasir Ris-Changi,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Indranee Rajah;Valerie Lee;Sharael Taha;Desmond Tan,PAP,4,100957,90381,2491,92872,91.99,45191,1,final,,,PAP team,Indranee Rajah;Valerie Lee;Sharael Taha;Desmond Tan,PAP,61168,GRC,official
Pasir Ris-Changi,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Indranee Rajah;Valerie Lee;Sharael Taha;Desmond Tan,PAP,4,100957,90381,2491,92872,91.99,45191,1,final,,,SDA team,Abu Bin Mohamed;Chia Yun Kai;Harminder Pal Singh S/O Gurcharan Singh;Lim Bak Chuan Desmond,SDA,29213,GRC,official
Punggol,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Gan Kim Yong;Janil Puthucheary;Sun Xueling;Yeo Wan Ling,PAP,4,123820,115534,823,116357,93.97,57768,0,first,,,PAP team,Gan Kim Yong;Janil Puthucheary;Sun Xueling;Yeo Wan Ling,PAP,63745,GRC,official
Punggol,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Gan Kim Yong;Janil Puthucheary;Sun Xueling;Yeo Wan Ling,PAP,4,123820,115534,823,116357,93.97,57768,0,first,,,WP team,"Au Chee Meng, Jackson;Dang Pei Yuan;Harpreet Singh Nehal;Siti Alia Binte Abdul Rahim Mattar",WP,51789,GRC,official
Punggol,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Gan Kim Yong;Janil Puthucheary;Sun Xueling;Yeo Wan Ling,PAP,4,123820,115534,823,116357,93.97,57768,1,final,,,PAP team,Gan Kim Yong;Janil Puthucheary;Sun Xueling;Yeo Wan Ling,PAP,63745,GRC,official
Punggol,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Gan Kim Yong;Janil Puthucheary;Sun Xueling;Yeo Wan Ling,PAP,4,123820,115534,823,116357,93.97,57768,1,final,,,WP team,"Au Chee Meng, Jackson;Dang Pei Yuan;Harpreet Singh Nehal;Siti Alia Binte Abdul Rahim Mattar",WP,51789,GRC,official
Pioneer,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Patrick Tay Teck Guan,Patrick Tay Teck Guan,PAP,1,25207,23470,233,23703,94.03,11736,0,first,,,Patrick Tay Teck Guan,Patrick Tay Teck Guan,PAP,15360,SMC,official
Pioneer,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Patrick Tay Teck Guan,Patrick Tay Teck Guan,PAP,1,25207,23470,233,23703,94.03,11736,0,first,,,Stephanie Tan,Stephanie Tan,PSP,8110,SMC,official
Pioneer,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Patrick Tay Teck Guan,Patrick Tay Teck Guan,PAP,1,25207,23470,233,23703,94.03,11736,1,final,,,Patrick Tay Teck Guan,Patrick Tay Teck Guan,PAP,15360,SMC,official
Pioneer,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Patrick Tay Teck Guan,Patrick Tay Teck Guan,PAP,1,25207,23470,233,23703,94.03,11736,1,final,,,Stephanie Tan,Stephanie Tan,PSP,8110,SMC,official
Potong Pasir,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,1,30971,27872,544,28416,91.75,13937,0,first,,,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,19288,SMC,official
Potong Pasir,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,1,30971,27872,544,28416,91.75,13937,0,first,,,Lee Jian Chuan Williiamson,Lee Jian Chuan Williiamson,SPP,6261,SMC,official
Potong Pasir,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,1,30971,27872,544,28416,91.75,13937,0,first,,,Lim Tean,Lim Tean,PAR,2323,SMC,official
Potong Pasir,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,1,30971,27872,544,28416,91.75,13937,1,final,,,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,19288,SMC,official
Potong Pasir,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,1,30971,27872,544,28416,91.75,13937,1,final,,,Lee Jian Chuan Williiamson,Lee Jian Chuan Williiamson,SPP,6261,SMC,official
Potong Pasir,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Alex Yeo Sheng Chye,Alex Yeo Sheng Chye,PAP,1,30971,27872,544,28416,91.75,13937,1,final,,,Lim Tean,Lim Tean,PAR,2323,SMC,official
Queenstown,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Eric Chua Swee Leong,Eric Chua Swee Leong,PAP,1,28911,25873,705,26578,91.93,12937,0,first,,,Eric Chua Swee Leong,Eric Chua Swee Leong,PAP,20990,SMC,official
Queenstown,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Eric Chua Swee Leong,Eric Chua Swee Leong,PAP,1,28911,25873,705,26578,91.93,12937,0,first,,,Mahaboob Batcha S/O Abdul Rasheed,Mahaboob Batcha S/O Abdul Rasheed,PAR,4883,SMC,official
Queenstown,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Eric Chua Swee Leong,Eric Chua Swee Leong,PAP,1,28911,25873,705,26578,91.93,12937,1,final,,,Eric Chua Swee Leong,Eric Chua Swee Leong,PAP,20990,SMC,official
Queenstown,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Eric Chua Swee Leong,Eric Chua Swee Leong,PAP,1,28911,25873,705,26578,91.93,12937,1,final,,,Mahaboob Batcha S/O Abdul Rasheed,Mahaboob Batcha S/O Abdul Rasheed,PAR,4883,SMC,official
Radin Mas,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,1,25567,22937,446,23383,91.46,11469,0,first,,,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,15854,SMC,official
Radin Mas,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,1,25567,22937,446,23383,91.46,11469,0,first,,,Darryl Lo Kar Keong,Darryl Lo Kar Keong,Independent,5394,SMC,official
Radin Mas,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,1,25567,22937,446,23383,91.46,11469,0,first,,,Kumar S/O Appavoo,Kumar S/O Appavoo,PAR,1689,SMC,official
Radin Mas,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,1,25567,22937,446,23383,91.46,11469,1,final,,,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,15854,SMC,official
Radin Mas,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,1,25567,22937,446,23383,91.46,11469,1,final,,,Darryl Lo Kar Keong,Darryl Lo Kar Keong,Independent,5394,SMC,official
Radin Mas,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Melvin Yong Yik Chye,Melvin Yong Yik Chye,PAP,1,25567,22937,446,23383,91.46,11469,1,final,,,Kumar S/O Appavoo,Kumar S/O Appavoo,PAR,1689,SMC,official
Sembawang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,5,134157,124194,1848,126042,93.95,62098,0,first,,,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,84159,GRC,official
Sembawang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,5,134157,124194,1848,126042,93.95,62098,0,first,,,SDP team,Damanhuri Bin Abas;James Gomez;Lim Boon Heng;Surayah Binte Akbar;Tan Wei Ru Alfred,SDP,37157,GRC,official
Sembawang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,5,134157,124194,1848,126042,93.95,62098,0,first,,,NSP team,Raiyian Chia Boon Siang;Lee Wei;Ng Chung Hon;Verina Ong Weijing;Yadzeth Bin Hairis,NSP,2878,GRC,official
Sembawang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,5,134157,124194,1848,126042,93.95,62098,1,final,,,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,84159,GRC,official
Sembawang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,5,134157,124194,1848,126042,93.95,62098,1,final,,,SDP team,Damanhuri Bin Abas;James Gomez;Lim Boon Heng;Surayah Binte Akbar;Tan Wei Ru Alfred,SDP,37157,GRC,official
Sembawang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Lam Yen Li, Gabriel;Mariam Jaafar;Ng Shi Xuan;Ong Ye Kung;Vikram Nair",PAP,5,134157,124194,1848,126042,93.95,62098,1,final,,,NSP team,Raiyian Chia Boon Siang;Lee Wei;Ng Chung Hon;Verina Ong Weijing;Yadzeth Bin Hairis,NSP,2878,GRC,official
Sembawang West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Poh Li San,Poh Li San,PAP,1,24206,22563,269,22832,94.32,11282,0,first,,,Poh Li San,Poh Li San,PAP,11999,SMC,official
Sembawang West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Poh Li San,Poh Li San,PAP,1,24206,22563,269,22832,94.32,11282,0,first,,,Chee Soon Juan,Chee Soon Juan,SDP,10564,SMC,official
Sembawang West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Poh Li San,Poh Li San,PAP,1,24206,22563,269,22832,94.32,11282,1,final,,,Poh Li San,Poh Li San,PAP,11999,SMC,official
Sembawang West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Poh Li San,Poh Li San,PAP,1,24206,22563,269,22832,94.32,11282,1,final,,,Chee Soon Juan,Chee Soon Juan,SDP,10564,SMC,official
Sengkang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,WP team,Abdul Muhaimin Bin Abdul Malik;Chua Kheng Wee Louis;He Ting Ru;Jamus Jerome Lim Chee Wui,WP,4,126808,118256,927,119183,93.99,59129,0,first,,,WP team,Abdul Muhaimin Bin Abdul Malik;Chua Kheng Wee Louis;He Ting Ru;Jamus Jerome Lim Chee Wui,WP,66599,GRC,official
Sengkang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,WP team,Abdul Muhaimin Bin Abdul Malik;Chua Kheng Wee Louis;He Ting Ru;Jamus Jerome Lim Chee Wui,WP,4,126808,118256,927,119183,93.99,59129,0,first,,,PAP team,Elmie Nekmat;Bernadette Giam;Theodora Lai;Lam Pin Min,PAP,51657,GRC,official
Sengkang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,WP team,Abdul Muhaimin Bin Abdul Malik;Chua Kheng Wee Louis;He Ting Ru;Jamus Jerome Lim Chee Wui,WP,4,126808,118256,927,119183,93.99,59129,1,final,,,WP team,Abdul Muhaimin Bin Abdul Malik;Chua Kheng Wee Louis;He Ting Ru;Jamus Jerome Lim Chee Wui,WP,66599,GRC,official
Sengkang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,WP team,Abdul Muhaimin Bin Abdul Malik;Chua Kheng Wee Louis;He Ting Ru;Jamus Jerome Lim Chee Wui,WP,4,126808,118256,927,119183,93.99,59129,1,final,,,PAP team,Elmie Nekmat;Bernadette Giam;Theodora Lai;Lam Pin Min,PAP,51657,GRC,official
Tampines Changkat,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Desmond Choo Pey Ching,Desmond Choo Pey Ching,PAP,1,23847,22217,224,22441,94.1,11109,0,first,,,Desmond Choo Pey Ching,Desmond Choo Pey Ching,PAP,12476,SMC,official
Tampines Changkat,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Desmond Choo Pey Ching,Desmond Choo Pey Ching,PAP,1,23847,22217,224,22441,94.1,11109,0,first,,,Foo Seck Guan,Foo Seck Guan,WP,9741,SMC,official
Tampines Changkat,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Desmond Choo Pey Ching,Desmond Choo Pey Ching,PAP,1,23847,22217,224,22441,94.1,11109,1,final,,,Desmond Choo Pey Ching,Desmond Choo Pey Ching,PAP,12476,SMC,official
Tampines Changkat,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Desmond Choo Pey Ching,Desmond Choo Pey Ching,PAP,1,23847,22217,224,22441,94.1,11109,1,final,,,Foo Seck Guan,Foo Seck Guan,WP,9741,SMC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,0,first,,,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,71589,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,0,first,,,WP team,Eileen Chong Pei Shan;Muhamad Faisal Bin Abdul Manap;Ong Lue Ping;Tan Khim Teck;Michael Thng Quan Wei,WP,65197,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,0,first,,,PPP team,"Arbaah Binte Haroun;Goh Meng Seng;Sim Jun Chin, Derrick;Peter Soh Beng Kiat;Vere Nathan Shen Li",PPP,596,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,0,first,,,NSP team,Fong Chin Leong;Mohd Ridzwan Bin Mohammad;Phay Wei Jie;Thamilselvan S/O Karuppaya;Yeo Ren-Yuan,NSP,249,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,1,final,,,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,71589,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,1,final,,,WP team,Eileen Chong Pei Shan;Muhamad Faisal Bin Abdul Manap;Ong Lue Ping;Tan Khim Teck;Michael Thng Quan Wei,WP,65197,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,1,final,,,PPP team,"Arbaah Binte Haroun;Goh Meng Seng;Sim Jun Chin, Derrick;Peter Soh Beng Kiat;Vere Nathan Shen Li",PPP,596,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Baey Yam Keng;Charlene Chen Yijun;Koh Poh Koon;Masagos Zulkifli;David Neo Chin Wee,PAP,5,148119,137631,1262,138893,93.77,68816,1,final,,,NSP team,Fong Chin Leong;Mohd Ridzwan Bin Mohammad;Phay Wei Jie;Thamilselvan S/O Karuppaya;Yeo Ren-Yuan,NSP,249,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Chan Chun Sing;Foo Cexiang;Joan Pereira;Rachel Ong;Alvin Tan,PAP,5,140194,122093,3681,125774,89.71,61047,0,first,,,PAP team,Chan Chun Sing;Foo Cexiang;Joan Pereira;Rachel Ong;Alvin Tan,PAP,98924,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Chan Chun Sing;Foo Cexiang;Joan Pereira;Rachel Ong;Alvin Tan,PAP,5,140194,122093,3681,125774,89.71,61047,0,first,,,PAR team,Rickson Giauw;Han Hui Hui;Nadarajan Selvamani;Prabu Ramachandran;Soh Lian Chye,PAR,23169,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Chan Chun Sing;Foo Cexiang;Joan Pereira;Rachel Ong;Alvin Tan,PAP,5,140194,122093,3681,125774,89.71,61047,1,final,,,PAP team,Chan Chun Sing;Foo Cexiang;Joan Pereira;Rachel Ong;Alvin Tan,PAP,98924,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Chan Chun Sing;Foo Cexiang;Joan Pereira;Rachel Ong;Alvin Tan,PAP,5,140194,122093,3681,125774,89.71,61047,1,final,,,PAR team,Rickson Giauw;Han Hui Hui;Nadarajan Selvamani;Prabu Ramachandran;Soh Lian Chye,PAR,23169,GRC,official
West Coast-Jurong West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Ang Wei Neng;Hamid Razak;Shawn Huang Wei Zhong;Cassandra Lee Shi Wee;Desmond Lee Ti-Seng,PAP,5,158836,147665,1438,149103,93.87,73833,0,first,,,PAP team,Ang Wei Neng;Hamid Razak;Shawn Huang Wei Zhong;Cassandra Lee Shi Wee;Desmond Lee Ti-Seng,PAP,88587,GRC,official
West Coast-Jurong West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Ang Wei Neng;Hamid Razak;Shawn Huang Wei Zhong;Cassandra Lee Shi Wee;Desmond Lee Ti-Seng,PAP,5,158836,147665,1438,149103,93.87,73833,0,first,,,PSP team,Leong Mun Wai;Hazel Poa;Sani Ismail;Sumarleki Amjah;Tan Cheng Bock,PSP,59078,GRC,official
West Coast-Jurong West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Ang Wei Neng;Hamid Razak;Shawn Huang Wei Zhong;Cassandra Lee Shi Wee;Desmond Lee Ti-Seng,PAP,5,158836,147665,1438,149103,93.87,73833,1,final,,,PAP team,Ang Wei Neng;Hamid Razak;Shawn Huang Wei Zhong;Cassandra Lee Shi Wee;Desmond Lee Ti-Seng,PAP,88587,GRC,official
West Coast-Jurong West,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Ang Wei Neng;Hamid Razak;Shawn Huang Wei Zhong;Cassandra Lee Shi Wee;Desmond Lee Ti-Seng,PAP,5,158836,147665,1438,149103,93.87,73833,1,final,,,PSP team,Leong Mun Wai;Hazel Poa;Sani Ismail;Sumarleki Amjah;Tan Cheng Bock,PSP,59078,GRC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Yip Hon Weng,Yip Hon Weng,PAP,1,25410,22942,559,23501,92.49,11472,0,first,,,Yip Hon Weng,Yip Hon Weng,PAP,18066,SMC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Yip Hon Weng,Yip Hon Weng,PAP,1,25410,22942,559,23501,92.49,11472,0,first,,,Michael Fang Amin,Michael Fang Amin,PAR,4876,SMC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Yip Hon Weng,Yip Hon Weng,PAP,1,25410,22942,559,23501,92.49,11472,1,final,,,Yip Hon Weng,Yip Hon Weng,PAP,18066,SMC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Yip Hon Weng,Yip Hon Weng,PAP,1,25410,22942,559,23501,92.49,11472,1,final,,,Michael Fang Amin,Michael Fang Amin,PAR,4876,SMC,official
