district,district_url,distribution_url,elected_member,elected_members,elected_party,members_to_elect,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_members,candidate_party,votes,electorate_type,contest_status
Chua Chu Kang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Choo Pei Ling;Jeffrey Siow;Tan See Leng;Zhulkarnain Abdul Rahim,PAP,4,93522,86702,1191,87893,93.98,43352,1,final,,,PSP team,A'bas Bin Kasmani;Wendy Low Wei Ling;Lawrence Pek Eng Leong;S Nallakaruppan,PSP,31562,GRC,official
East Coast,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Dinesh Vasu Dash;Hazlina Binte Abdul Halim;Tan Kiat How;Tan Soon Neo Jessica;Tong Chun Fai Edwin Charles,PAP,5,151073,136393,1570,137963,91.32,68197,0,first,,,PAP team,Dinesh Vasu Dash;Hazlina Binte Abdul Halim;Tan Kiat How;Tan Soon Neo Jessica;Tong Chun Fai Edwin Charles,PAP,80105,GRC,official
East Coast,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Dinesh Vasu Dash;Hazlina Binte Abdul Halim;Tan Kiat How;Tan Soon Neo Jessica;Tong Chun Fai Edwin Charles,PAP,5,151073,136393,1570,137963,91.32,68197,0,first,,,WP team,"Koh Kim Kui, Nathaniel;Kuan Hon Whye, Jasper;Paris V Parameswari;Sufyan Mikhail Putra Mohd Kamil;Yee Jenn Jong",WP,56288,GRC,official
East Coast,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Dinesh Vasu Dash;Hazlina Binte Abdul Halim;Tan Kiat How;Tan Soon Neo Jessica;Tong Chun Fai Edwin Charles,PAP,5,151073,136393,1570,137963,91.32,68197,1,final,,,PAP team,Dinesh Vasu Dash;Hazlina Binte Abdul Halim;Tan Kiat How;Tan Soon Neo Jessica;Tong Chun Fai Edwin Charles,PAP,80105,GRC,official
East Coast,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Dinesh Vasu Dash;Hazlina Binte Abdul Halim;Tan Kiat How;Tan Soon Neo Jessica;Tong Chun Fai Edwin Charles,PAP,5,151073,136393,1570,137963,91.32,68197,1,final,,,WP team,"Koh Kim Kui, Nathaniel;Kuan Hon Whye, Jasper;Paris V Parameswari;Sufyan Mikhail Putra Mohd Kamil;Yee Jenn Jong",WP,56288,GRC,official
Hougang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Dennis Tan Lip Fong,Dennis Tan Lip Fong,WP,1,29464,27283,296,27579,93.6,13642,0,first,,,Dennis Tan Lip Fong,Dennis Tan Lip Fong,WP,16956,SMC,official
Hougang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Dennis Tan Lip Fong,Dennis Tan Lip Fong,WP,1,29464,27283,296,27579,93.6,13642,0,first,,,Marshall Lim Yu Hui,Marshall Lim Yu Hui,PAP,10327,SMC,official
Hougang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Dennis Tan Lip Fong,Dennis Tan Lip Fong,WP,1,29464,27283,296,27579,93.6,13642,1,final,,,Dennis Tan Lip Fong,Dennis Tan Lip Fong,WP,16956,SMC,official
Hougang,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Dennis Tan Lip Fong,Dennis Tan Lip Fong,WP,1,29464,27283,296,27579,93.6,13642,1,final,,,Marshall Lim Yu Hui,Marshall Lim Yu Hui,PAP,10327,SMC,official
Holland-Bukit Timah,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Edward Chia Bing Hui;Christopher De Souza;Sim Ann;Vivian Balakrishnan,PAP,4,123225,109698,2694,112392,91.21,54850,0,first,,,PAP team,Edward Chia Bing Hui;Christopher De Souza;Sim Ann;Vivian Balakrishnan,PAP,86936,GRC,official
Holland-Bukit Timah,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Edward Chia Bing Hui;Christopher De Souza;Sim Ann;Vivian Balakrishnan,PAP,4,123225,109698,2694,112392,91.21,54850,0,first,,,RDU team,Mohd Fazli Bin Talip;Nizar Subair;Sharad Kumar;Emily Woo,RDU,22762,GRC,official
Holland-Bukit Timah,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Edward Chia Bing Hui;Christopher De Souza;Sim Ann;Vivian Balakrishnan,PAP,4,123225,109698,2694,112392,91.21,54850,1,final,,,PAP team,Edward Chia Bing Hui;Christopher De Souza;Sim Ann;Vivian Balakrishnan,PAP,86936,GRC,official
Holland-Bukit Timah,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Edward Chia Bing Hui;Christopher De Souza;Sim Ann;Vivian Balakrishnan,PAP,4,123225,109698,2694,112392,91.21,54850,1,final,,,RDU team,Mohd Fazli Bin Talip;Nizar Subair;Sharad Kumar;Emily Woo,RDU,22762,GRC,official
Jalan Besar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Shawn Loh Shou-En;Denise Phua Lay Peng;Mrs Josephine Teo;Wan Rizal,PAP,4,106342,93869,3349,97218,91.42,46935,0,first,,,PAP team,Shawn Loh Shou-En;Denise Phua Lay Peng;Mrs Josephine Teo;Wan Rizal,PAP,70602,GRC,official
Jalan Besar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Shawn Loh Shou-En;Denise Phua Lay Peng;Mrs Josephine Teo;Wan Rizal,PAP,4,106342,93869,3349,97218,91.42,46935,0,first,,,PAR team,Chiu Shin Kong;Mohamad Hamim Bin Aliyas;Sarina Binte Abu Hassan;Vigneswari D/O V Ramachandran,PAR,23267,GRC,official
Jalan Besar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Shawn Loh Shou-En;Denise Phua Lay Peng;Mrs Josephine Teo;Wan Rizal,PAP,4,106342,93869,3349,97218,91.42,46935,1,final,,,PAP team,Shawn Loh Shou-En;Denise Phua Lay Peng;Mrs Josephine Teo;Wan Rizal,PAP,70602,GRC,official
Jalan Besar,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Shawn Loh Shou-En;Denise Phua Lay Peng;Mrs Josephine Teo;Wan Rizal,PAP,4,106342,93869,3349,97218,91.42,46935,1,final,,,PAR team,Chiu Shin Kong;Mohamad Hamim Bin Aliyas;Sarina Binte Abu Hassan;Vigneswari D/O V Ramachandran,PAR,23267,GRC,official
Jurong East-Bukit Batok,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Grace Fu Hai Yien;Hoe Teck Chye, David;Lee Hong Chuang;Murali Pillai;Rahayu Binte Mahzam",PAP,5,142753,130034,3198,133232,93.33,65018,0,first,,,PAP team,"Grace Fu Hai Yien;Hoe Teck Chye, David;Lee Hong Chuang;Murali Pillai;Rahayu Binte Mahzam",PAP,99692,GRC,official
Jurong East-Bukit Batok,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Grace Fu Hai Yien;Hoe Teck Chye, David;Lee Hong Chuang;Murali Pillai;Rahayu Binte Mahzam",PAP,5,142753,130034,3198,133232,93.33,65018,0,first,,,RDU team,Harish Mohanadas;Liyana Dhamirah;Marcus Neo Kai Jie;Osman Sulaiman;Ben Puah,RDU,30342,GRC,official
Jurong East-Bukit Batok,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Grace Fu Hai Yien;Hoe Teck Chye, David;Lee Hong Chuang;Murali Pillai;Rahayu Binte Mahzam",PAP,5,142753,130034,3198,133232,93.33,65018,1,final,,,PAP team,"Grace Fu Hai Yien;Hoe Teck Chye, David;Lee Hong Chuang;Murali Pillai;Rahayu Binte Mahzam",PAP,99692,GRC,official
Jurong East-Bukit Batok,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,"Grace Fu Hai Yien;Hoe Teck Chye, David;Lee Hong Chuang;Murali Pillai;Rahayu Binte Mahzam",PAP,5,142753,130034,3198,133232,93.33,65018,1,final,,,RDU team,Harish Mohanadas;Liyana Dhamirah;Marcus Neo Kai Jie;Osman Sulaiman;Ben Puah,RDU,30342,GRC,official
Jalan Kayu,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Ng Chee Meng,Ng Chee Meng,PAP,1,29628,27483,377,27860,94.03,13742,0,first,,,Ng Chee Meng,Ng Chee Meng,PAP,14146,SMC,official
Jalan Kayu,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Ng Chee Meng,Ng Chee Meng,PAP,1,29628,27483,377,27860,94.03,13742,0,first,,,Low Wu Yang Andre,Low Wu Yang Andre,WP,13337,SMC,official
Jalan Kayu,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Ng Chee Meng,Ng Chee Meng,PAP,1,29628,27483,377,27860,94.03,13742,1,final,,,Ng Chee Meng,Ng Chee Meng,PAP,14146,SMC,official
Jalan Kayu,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Ng Chee Meng,Ng Chee Meng,PAP,1,29628,27483,377,27860,94.03,13742,1,final,,,Low Wu Yang Andre,Low Wu Yang Andre,WP,13337,SMC,official
Jurong Central,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Xie Yao Quan,Xie Yao Quan,PAP,1,29667,27260,531,27791,93.68,13631,0,first,,,Xie Yao Quan,Xie Yao Quan,PAP,21947,SMC,official
Jurong Central,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Xie Yao Quan,Xie Yao Quan,PAP,1,29667,27260,531,27791,93.68,13631,0,first,,,Kala Manickam,Kala Manickam,RDU,5313,SMC,official
Jurong Central,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Xie Yao Quan,Xie Yao Quan,PAP,1,29667,27260,531,27791,93.68,13631,1,final,,,Xie Yao Quan,Xie Yao Quan,PAP,21947,SMC,official
Jurong Central,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Xie Yao Quan,Xie Yao Quan,PAP,1,29667,27260,531,27791,93.68,13631,1,final,,,Kala Manickam,Kala Manickam,RDU,5313,SMC,official
Kebun Baru,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Kwek Hian Chuan,Kwek Hian Chuan,PAP,1,22263,20129,325,20454,91.87,10065,0,first,,,Kwek Hian Chuan,Kwek Hian Chuan,PAP,13787,SMC,official
Kebun Baru,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Kwek Hian Chuan,Kwek Hian Chuan,PAP,1,22263,20129,325,20454,91.87,10065,0,first,,,Tony Tan Lay Thiam,Tony Tan Lay Thiam,PSP,6342,SMC,official
Kebun Baru,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Kwek Hian Chuan,Kwek Hian Chuan,PAP,1,22263,20129,325,20454,91.87,10065,1,final,,,Kwek Hian Chuan,Kwek Hian Chuan,PAP,13787,SMC,official
Kebun Baru,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Kwek Hian Chuan,Kwek Hian Chuan,PAP,1,22263,20129,325,20454,91.87,10065,1,final,,,Tony Tan Lay Thiam,Tony Tan Lay Thiam,PSP,6342,SMC,official
Mountbatten,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gho Sze Kee,Gho Sze Kee,PAP,1,22843,19745,474,20219,88.51,9873,0,first,,,Gho Sze Kee,Gho Sze Kee,PAP,12602,SMC,official
Mountbatten,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gho Sze Kee,Gho Sze Kee,PAP,1,22843,19745,474,20219,88.51,9873,0,first,,,"Tan Wei Yang, Jeremy","Tan Wei Yang, Jeremy",Independent,7143,SMC,official
Mountbatten,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gho Sze Kee,Gho Sze Kee,PAP,1,22843,19745,474,20219,88.51,9873,1,final,,,Gho Sze Kee,Gho Sze Kee,PAP,12602,SMC,official
Mountbatten,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gho Sze Kee,Gho Sze Kee,PAP,1,22843,19745,474,20219,88.51,9873,1,final,,,"Tan Wei Yang, Jeremy","Tan Wei Yang, Jeremy",Independent,7143,SMC,official
Marine Parade-Braddell Heights,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Goh Pei Ming;Muhammad Faishal Ibrahim;Diana Pang Li Yen;Seah Kian Peng;Tin Pei Ling,PAP,5,131820,0,0,0,0.0,0,0,first,,,PAP team,Goh Pei Ming;Muhammad Faishal Ibrahim;Diana Pang Li Yen;Seah Kian Peng;Tin Pei Ling,PAP,0,GRC,uncontested
Marine Parade-Braddell Heights,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Goh Pei Ming;Muhammad Faishal Ibrahim;Diana Pang Li Yen;Seah Kian Peng;Tin Pei Ling,PAP,5,131820,0,0,0,0.0,0,1,final,,,PAP team,Goh Pei Ming;Muhammad Faishal Ibrahim;Diana Pang Li Yen;Seah Kian Peng;Tin Pei Ling,PAP,0,GRC,uncontested
Marymount,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gan Siow Huang,Gan Siow Huang,PAP,1,23275,21141,251,21392,91.91,10571,0,first,,,Gan Siow Huang,Gan Siow Huang,PAP,14954,SMC,official
Marymount,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gan Siow Huang,Gan Siow Huang,PAP,1,23275,21141,251,21392,91.91,10571,0,first,,,Khoo Poh Tiong Jeffrey,Khoo Poh Tiong Jeffrey,PSP,6187,SMC,official
Marymount,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gan Siow Huang,Gan Siow Huang,PAP,1,23275,21141,251,21392,91.91,10571,1,final,,,Gan Siow Huang,Gan Siow Huang,PAP,14954,SMC,official
Marymount,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,Gan Siow Huang,Gan Siow Huang,PAP,1,23275,21141,251,21392,91.91,10571,1,final,,,Khoo Poh Tiong Jeffrey,Khoo Poh Tiong Jeffrey,PSP,6187,SMC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Hany Soh Hui Bin;Lawrence Wong;Alex Yam Ziming;Zaqy Mohamad,PAP,4,119559,110424,1668,112092,93.75,55213,0,first,,,PAP team,Hany Soh Hui Bin;Lawrence Wong;Alex Yam Ziming;Zaqy Mohamad,PAP,81143,GRC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Hany Soh Hui Bin;Lawrence Wong;Alex Yam Ziming;Zaqy Mohamad,PAP,4,119559,110424,1668,112092,93.75,55213,0,first,,,SDP team,Ariffin Sha;Jufri Salim;Alec Tok;Gigene Wong,SDP,29281,GRC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Hany Soh Hui Bin;Lawrence Wong;Alex Yam Ziming;Zaqy Mohamad,PAP,4,119559,110424,1668,112092,93.75,55213,1,final,,,PAP team,Hany Soh Hui Bin;Lawrence Wong;Alex Yam Ziming;Zaqy Mohamad,PAP,81143,GRC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Hany Soh Hui Bin;Lawrence Wong;Alex Yam Ziming;Zaqy Mohamad,PAP,4,119559,110424,1668,112092,93.75,55213,1,final,,,SDP team,Ariffin Sha;Jufri Salim;Alec Tok;Gigene Wong,SDP,29281,GRC,official
Nee Soon,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Goh Hanyan;K. Shanmugam;Jackson Lam Weiliang;Lee Hui Ying;Syed Harun Alhabsyi,PAP,5,151874,139512,3090,142602,93.89,69757,0,first,,,PAP team,Goh Hanyan;K. Shanmugam;Jackson Lam Weiliang;Lee Hui Ying;Syed Harun Alhabsyi,PAP,102974,GRC,official
Nee Soon,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Goh Hanyan;K. Shanmugam;Jackson Lam Weiliang;Lee Hui Ying;Syed Harun Alhabsyi,PAP,5,151874,139512,3090,142602,93.89,69757,0,first,,,RDU team,David Foo;Sharon Lin;Pang Heng Chuan;Ravi Philemon;Syed Alwi Ahmad,RDU,36538,GRC,official
Nee Soon,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Goh Hanyan;K. Shanmugam;Jackson Lam Weiliang;Lee Hui Ying;Syed Harun Alhabsyi,PAP,5,151874,139512,3090,142602,93.89,69757,1,final,,,PAP team,Goh Hanyan;K. Shanmugam;Jackson Lam Weiliang;Lee Hui Ying;Syed Harun Alhabsyi,PAP,102974,GRC,official
Nee Soon,https://www.eld.gov.sg/finalresults2025.html,https://www.eld.gov.sg/gazette_2025.html,PAP team,Goh Hanyan;K. Shanmugam;Jackson Lam Weiliang;Lee Hui Ying;Syed Harun Alhabsyi,PAP,5,151874,139512,3090,142602,93.89,69757,1,final,,,RDU team,David Foo;Sharon Lin;Pang Heng Chuan;Ravi Philemon;Syed Alwi Ahmad,RDU,36538,GRC,official
