district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Albury,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/albury/dop/dop,CLANCY Justin,"The Liberal Party of Australia, New South Wales Division",57605,47632,2393,50025,86.84,23817,CLANCY Justin,"The Liberal Party of Australia, New South Wales Division",27039,CLANCY Justin,"The Liberal Party of Australia, New South Wales Division",28258,MUIRHEAD Lauriston,Country Labor Party,14572,13686,False,1219
Auburn,https://pastvtr.elections.nsw.gov.au/SG1901/LA/auburn/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/auburn/dop/dop,VOLTZ Lynda,Australian Labor Party (NSW Branch),55340,44842,2875,47717,86.23,22422,VOLTZ Lynda,Australian Labor Party (NSW Branch),22396,VOLTZ Lynda,Australian Labor Party (NSW Branch),24419,KANG Kyoung Hee (Christina),"The Liberal Party of Australia, New South Wales Division",16876,7543,False,2023
Ballina,https://pastvtr.elections.nsw.gov.au/SG1901/LA/ballina/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/ballina/dop/dop,SMITH Tamara,The Greens NSW,59329,50127,1359,51486,86.78,25064,FRANKLIN Ben,National Party of Australia - NSW,18550,SMITH Tamara,The Greens NSW,24645,FRANKLIN Ben,National Party of Australia - NSW,19824,4821,True,8750
Balmain,https://pastvtr.elections.nsw.gov.au/SG1901/LA/balmain/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/balmain/dop/dop,PARKER Jamie,The Greens NSW,57741,49299,781,50080,86.73,24650,PARKER Jamie,The Greens NSW,21065,PARKER Jamie,The Greens NSW,24074,HOWSE Elly,Australian Labor Party (NSW Branch),16037,8037,False,3009
Bankstown,https://pastvtr.elections.nsw.gov.au/SG1901/LA/bankstown/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/bankstown/dop/dop,MIHAILUK Tania,Australian Labor Party (NSW Branch),54108,43730,2867,46597,86.12,21866,MIHAILUK Tania,Australian Labor Party (NSW Branch),23897,MIHAILUK Tania,Australian Labor Party (NSW Branch),25735,ZAKHIA George,"The Liberal Party of Australia, New South Wales Division",14590,11145,False,1838
Barwon,https://pastvtr.elections.nsw.gov.au/SG1901/LA/barwon/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/barwon/dop/dop,BUTLER Roy,"Shooters, Fishers and Farmers Party (NSW) Incorporated",55154,46174,1701,47875,86.8,23088,BUTLER Roy,"Shooters, Fishers and Farmers Party (NSW) Incorporated",15218,BUTLER Roy,"Shooters, Fishers and Farmers Party (NSW) Incorporated",19901,SCHIER Andrew,National Party of Australia - NSW,15258,4643,False,4683
Bathurst,https://pastvtr.elections.nsw.gov.au/SG1901/LA/bathurst/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/bathurst/dop/dop,TOOLE Paul,National Party of Australia - NSW,56841,50833,1574,52407,92.2,25417,TOOLE Paul,National Party of Australia - NSW,28030,TOOLE Paul,National Party of Australia - NSW,30130,RILEY Beau,Country Labor Party,14242,15888,False,2100
Baulkham Hills,https://pastvtr.elections.nsw.gov.au/SG1901/LA/baulkham-hills/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/baulkham-hills/dop/dop,ELLIOTT David,"The Liberal Party of Australia, New South Wales Division",55564,50310,1302,51612,92.89,25156,ELLIOTT David,"The Liberal Party of Australia, New South Wales Division",30040,ELLIOTT David,"The Liberal Party of Australia, New South Wales Division",31658,TRACEY Ryan,Australian Labor Party (NSW Branch),14434,17224,False,1618
Bega,https://pastvtr.elections.nsw.gov.au/SG1901/LA/bega/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/bega/dop/dop,CONSTANCE Andrew,"The Liberal Party of Australia, New South Wales Division",58131,50701,1472,52173,89.75,25351,CONSTANCE Andrew,"The Liberal Party of Australia, New South Wales Division",24796,CONSTANCE Andrew,"The Liberal Party of Australia, New South Wales Division",26210,ATKINSON Leanne,Country Labor Party,19830,6380,False,1414
Blacktown,https://pastvtr.elections.nsw.gov.au/SG1901/LA/blacktown/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG1901/LA/blacktown/dop/dop,BALI Stephen,Australian Labor Party (NSW Branch),55013,46909,1942,48851,88.8,23455,BALI Stephen,Australian Labor Party (NSW Branch),25618,BALI Stephen,Australian Labor Party (NSW Branch),28020,GREEN Allan,"The Liberal Party of Australia, New South Wales Division",13348,14672,False,2402
