district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note,district_seats
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,36879,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,PS,PS,23810,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,CH,CH,23053,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,IL,IL,3481,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,L,L,2534,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,B.E.,B.E.,2106,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,ADN,ADN,1666,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,PAN,PAN,1314,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,PCP-PEV,PCP-PEV,1219,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,JPP,JPP,271,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,R.I.R.,R.I.R.,140,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,E,E,119,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Açores,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP.PPM,PPD/PSD.CDS-PP.PPM,230289,96705,4178,100883,43.81,48353,0,first,,,MPT,MPT,113,Portugal,PT-400000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,5
Aveiro,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP,PPD/PSD.CDS-PP,642044,403812,10606,414418,64.55,201907,0,first,,,PPD/PSD.CDS-PP,PPD/PSD.CDS-PP,163617,Portugal,PT-010000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,16
Aveiro,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP,PPD/PSD.CDS-PP,642044,403812,10606,414418,64.55,201907,0,first,,,PS,PS,90010,Portugal,PT-010000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,16
Aveiro,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP,PPD/PSD.CDS-PP,642044,403812,10606,414418,64.55,201907,0,first,,,CH,CH,85760,Portugal,PT-010000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,16
Aveiro,https://www.eleicoes.mai.gov.pt/legislativas2025/,https://www.eleicoes.mai.gov.pt/legislativas2025/,PPD/PSD.CDS-PP,PPD/PSD.CDS-PP,642044,403812,10606,414418,64.55,201907,0,first,,,IL,IL,23444,Portugal,PT-010000,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,16
