district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,0,first,,,"AITKEN, Nerissa",Liberal National Party of Queensland,7505
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,0,first,,,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),17452
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,0,first,,,"MIRA, Josie",Queensland Greens,2514
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,0,first,,,"STACEY, Wayne",Pauline Hanson's One Nation Queensland Division,2147
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,1,progressive,"STACEY, Wayne",Pauline Hanson's One Nation Queensland Division,"AITKEN, Nerissa",Liberal National Party of Queensland,8646
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,1,progressive,"STACEY, Wayne",Pauline Hanson's One Nation Queensland Division,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),18007
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,1,progressive,"STACEY, Wayne",Pauline Hanson's One Nation Queensland Division,"MIRA, Josie",Queensland Greens,2965
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,1,transfer,"STACEY, Wayne",Pauline Hanson's One Nation Queensland Division,"AITKEN, Nerissa",Liberal National Party of Queensland,1141
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,1,transfer,"STACEY, Wayne",Pauline Hanson's One Nation Queensland Division,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),555
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,1,transfer,"STACEY, Wayne",Pauline Hanson's One Nation Queensland Division,"MIRA, Josie",Queensland Greens,451
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,2,progressive,"MIRA, Josie",Queensland Greens,"AITKEN, Nerissa",Liberal National Party of Queensland,9545
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,2,progressive,"MIRA, Josie",Queensland Greens,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),20073
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,2,transfer,"MIRA, Josie",Queensland Greens,"AITKEN, Nerissa",Liberal National Party of Queensland,899
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,2,transfer,"MIRA, Josie",Queensland Greens,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),2066
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,4,final,,,"AITKEN, Nerissa",Liberal National Party of Queensland,9545
Algester,https://results.elections.qld.gov.au/state2020/algester,https://results.elections.qld.gov.au/state2020/algester/preference,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),35108,29618,1142,30760,87.62,14810,4,final,,,"ENOCH, Leeanne",Australian Labor Party (State of Queensland),20073
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,0,first,,,"COOPER, Amanda",Liberal National Party of Queensland,13579
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,0,first,,,"HANSEN, James",Queensland Greens,2997
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,0,first,,,"HARDY, Walter",Pauline Hanson's One Nation Queensland Division,1141
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,0,first,,,"MELLISH, Bart",Australian Labor Party (State of Queensland),15261
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,0,first,,,"MORRISON, Joshua",Clive Palmer's United Australia Party,247
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,0,first,,,"SKILBECK, Neil",Civil Liberties & Motorists Party,305
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,progressive,"MORRISON, Joshua",Clive Palmer's United Australia Party,"COOPER, Amanda",Liberal National Party of Queensland,13642
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,progressive,"MORRISON, Joshua",Clive Palmer's United Australia Party,"HANSEN, James",Queensland Greens,3026
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,progressive,"MORRISON, Joshua",Clive Palmer's United Australia Party,"HARDY, Walter",Pauline Hanson's One Nation Queensland Division,1235
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,progressive,"MORRISON, Joshua",Clive Palmer's United Australia Party,"MELLISH, Bart",Australian Labor Party (State of Queensland),15302
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,progressive,"MORRISON, Joshua",Clive Palmer's United Australia Party,"SKILBECK, Neil",Civil Liberties & Motorists Party,325
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,transfer,"MORRISON, Joshua",Clive Palmer's United Australia Party,"COOPER, Amanda",Liberal National Party of Queensland,63
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,transfer,"MORRISON, Joshua",Clive Palmer's United Australia Party,"HANSEN, James",Queensland Greens,29
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,transfer,"MORRISON, Joshua",Clive Palmer's United Australia Party,"HARDY, Walter",Pauline Hanson's One Nation Queensland Division,94
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,transfer,"MORRISON, Joshua",Clive Palmer's United Australia Party,"MELLISH, Bart",Australian Labor Party (State of Queensland),41
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,1,transfer,"MORRISON, Joshua",Clive Palmer's United Australia Party,"SKILBECK, Neil",Civil Liberties & Motorists Party,20
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,progressive,"SKILBECK, Neil",Civil Liberties & Motorists Party,"COOPER, Amanda",Liberal National Party of Queensland,13700
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,progressive,"SKILBECK, Neil",Civil Liberties & Motorists Party,"HANSEN, James",Queensland Greens,3096
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,progressive,"SKILBECK, Neil",Civil Liberties & Motorists Party,"HARDY, Walter",Pauline Hanson's One Nation Queensland Division,1357
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,progressive,"SKILBECK, Neil",Civil Liberties & Motorists Party,"MELLISH, Bart",Australian Labor Party (State of Queensland),15377
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,transfer,"SKILBECK, Neil",Civil Liberties & Motorists Party,"COOPER, Amanda",Liberal National Party of Queensland,58
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,transfer,"SKILBECK, Neil",Civil Liberties & Motorists Party,"HANSEN, James",Queensland Greens,70
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,transfer,"SKILBECK, Neil",Civil Liberties & Motorists Party,"HARDY, Walter",Pauline Hanson's One Nation Queensland Division,122
Aspley,https://results.elections.qld.gov.au/state2020/aspley,https://results.elections.qld.gov.au/state2020/aspley/preference,"MELLISH, Bart",Australian Labor Party (State of Queensland),37792,33530,711,34241,90.6,16766,2,transfer,"SKILBECK, Neil",Civil Liberties & Motorists Party,"MELLISH, Bart",Australian Labor Party (State of Queensland),75
