district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,APLIN Greg,Liberal Party of Australia New South Wales Division,26800,APLIN Greg,Liberal Party of Australia New South Wales Division,27915,JACKSON Ross,Australian Labor Party (NSW Branch),16233,11682,False,1115
Auburn,https://pastvtr.elections.nsw.gov.au/SGE2015/la/auburn/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/auburn/dop/dop/index.htm,FOLEY Luke,Australian Labor Party (NSW Branch),53262,43783,2560,46343,87.01,21892,FOLEY Luke,Australian Labor Party (NSW Branch),19504,FOLEY Luke,Australian Labor Party (NSW Branch),21343,OUEIK Ronney,Liberal Party of Australia New South Wales Division,16816,4527,False,1839
Ballina,https://pastvtr.elections.nsw.gov.au/SGE2015/la/ballina/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/ballina/dop/dop/index.htm,SMITH Tamara,The Greens,54958,47458,1141,48599,88.43,23730,BEAVIS Kris,National Party of Australia - NSW,17392,SMITH Tamara,The Greens,21528,BEAVIS Kris,National Party of Australia - NSW,18996,2532,True,8704
Balmain,https://pastvtr.elections.nsw.gov.au/SGE2015/la/balmain/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/balmain/dop/dop/index.htm,PARKER Jamie,The Greens,54286,46952,999,47951,88.33,23477,PARKER Jamie,The Greens,17556,PARKER Jamie,The Greens,20019,FIRTH Verity,Australian Labor Party (NSW Branch),16557,3462,False,2463
Bankstown,https://pastvtr.elections.nsw.gov.au/SGE2015/la/bankstown/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/bankstown/dop/dop/index.htm,MIHAILUK Tania,Australian Labor Party (NSW Branch),52535,42908,2785,45693,86.98,21455,MIHAILUK Tania,Australian Labor Party (NSW Branch),24170,MIHAILUK Tania,Australian Labor Party (NSW Branch),25382,ZAKHIA George,Liberal Party of Australia New South Wales Division,14293,11089,False,1212
Barwon,https://pastvtr.elections.nsw.gov.au/SGE2015/la/barwon/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/barwon/dop/dop/index.htm,HUMPHRIES Kevin,National Party of Australia - NSW,56356,47711,1670,49381,87.62,23856,HUMPHRIES Kevin,National Party of Australia - NSW,23426,HUMPHRIES Kevin,National Party of Australia - NSW,25524,ASHBY Craig,Country Labor Party,15065,10459,False,2098
Bathurst,https://pastvtr.elections.nsw.gov.au/SGE2015/la/bathurst/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/bathurst/dop/dop/index.htm,TOOLE Paul,National Party of Australia - NSW,54105,48645,1314,49959,92.34,24323,TOOLE Paul,National Party of Australia - NSW,29135,TOOLE Paul,National Party of Australia - NSW,30241,COLEMAN Cass,Country Labor Party,15704,14537,False,1106
Baulkham Hills,https://pastvtr.elections.nsw.gov.au/SGE2015/la/baulkham-hills/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/baulkham-hills/dop/dop/index.htm,ELLIOTT David,Liberal Party of Australia New South Wales Division,54002,49266,1390,50656,93.8,24634,ELLIOTT David,Liberal Party of Australia New South Wales Division,31793,ELLIOTT David,Liberal Party of Australia New South Wales Division,33021,TRACEY Ryan,Australian Labor Party (NSW Branch),12975,20046,False,1228
Bega,https://pastvtr.elections.nsw.gov.au/SGE2015/la/bega/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/bega/dop/dop/index.htm,CONSTANCE Andrew,Liberal Party of Australia New South Wales Division,54510,47669,1427,49096,90.07,23835,CONSTANCE Andrew,Liberal Party of Australia New South Wales Division,25379,CONSTANCE Andrew,Liberal Party of Australia New South Wales Division,26023,ATKINSON Leanne,Country Labor Party,18696,7327,False,644
Blacktown,https://pastvtr.elections.nsw.gov.au/SGE2015/la/blacktown/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/blacktown/dop/dop/index.htm,ROBERTSON John,Australian Labor Party (NSW Branch),54495,46264,2262,48526,89.05,23133,ROBERTSON John,Australian Labor Party (NSW Branch),24916,ROBERTSON John,Australian Labor Party (NSW Branch),26679,BHALLA Raman,Liberal Party of Australia New South Wales Division,15547,11132,False,1763
Blue Mountains,https://pastvtr.elections.nsw.gov.au/SGE2015/la/blue-mountains/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/blue-mountains/dop/dop/index.htm,DOYLE Trish,Australian Labor Party (NSW Branch),53377,48551,1252,49803,93.3,24276,DOYLE Trish,Australian Labor Party (NSW Branch),19995,DOYLE Trish,Australian Labor Party (NSW Branch),25866,SAGE Roza,Liberal Party of Australia New South Wales Division,18616,7250,False,5871
Cabramatta,https://pastvtr.elections.nsw.gov.au/SGE2015/la/cabramatta/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/cabramatta/dop/dop/index.htm,LALICH Nick,Australian Labor Party (NSW Branch),55076,47698,2243,49941,90.68,23850,LALICH Nick,Australian Labor Party (NSW Branch),28568,LALICH Nick,Australian Labor Party (NSW Branch),29745,DIEP Maria,Liberal Party of Australia New South Wales Division,14519,15226,False,1177
Camden,https://pastvtr.elections.nsw.gov.au/SGE2015/la/camden/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/camden/dop/dop/index.htm,PATTERSON Chris,Liberal Party of Australia New South Wales Division,53653,48154,1800,49954,93.11,24078,PATTERSON Chris,Liberal Party of Australia New South Wales Division,29545,PATTERSON Chris,Liberal Party of Australia New South Wales Division,30693,CAGNEY Cindy,Australian Labor Party (NSW Branch),14258,16435,False,1148
