district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,0,first,,,"GEORGANAS, Steve",Australian Labor Party,43163
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,0,first,,,"OSBORN, Shaun",Liberal,38753
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,0,first,,,"POCOCK, Barbara",The Greens,16853
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,0,first,,,"REA, Antonio",United Australia Party,3479
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,0,first,,,"KANGAS, Deanna",Animal Justice Party,2894
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,0,first,,,"JAMES, Chris",Australian Democrats,2039
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,transfer,"JAMES, Chris",Australian Democrats,"GEORGANAS, Steve",Australian Labor Party,437
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,transfer,"JAMES, Chris",Australian Democrats,"KANGAS, Deanna",Animal Justice Party,223
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,transfer,"JAMES, Chris",Australian Democrats,"OSBORN, Shaun",Liberal,296
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,transfer,"JAMES, Chris",Australian Democrats,"POCOCK, Barbara",The Greens,908
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,transfer,"JAMES, Chris",Australian Democrats,"REA, Antonio",United Australia Party,175
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,progressive,"JAMES, Chris",Australian Democrats,"GEORGANAS, Steve",Australian Labor Party,43600
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,progressive,"JAMES, Chris",Australian Democrats,"OSBORN, Shaun",Liberal,39049
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,progressive,"JAMES, Chris",Australian Democrats,"POCOCK, Barbara",The Greens,17761
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,progressive,"JAMES, Chris",Australian Democrats,"REA, Antonio",United Australia Party,3654
Adelaide,https://results.aec.gov.au/24310/Website/HouseDivisionPage-24310-179.htm,https://results.aec.gov.au/24310/Website/HouseDop-24310-179.htm,"GEORGANAS, Steve",Australian Labor Party,121606,107181,4118,111299,91.52,17543,1,progressive,"JAMES, Chris",Australian Democrats,"KANGAS, Deanna",Animal Justice Party,3117
