district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,0,first,,,APLIN Greg,Liberal Party of Australia New South Wales Division,26800
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,0,first,,,JACKSON Ross,Australian Labor Party (NSW Branch),14684
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,0,first,,,KING Niloufer,The Greens,2603
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,0,first,,,MARRA John,No Land Tax Campaign,1006
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,0,first,,,WADE Kym,Christian Democratic Party (Fred Nile Group),1254
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,1,progressive,MARRA John,No Land Tax Campaign,APLIN Greg,Liberal Party of Australia New South Wales Division,26921
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,1,progressive,MARRA John,No Land Tax Campaign,JACKSON Ross,Australian Labor Party (NSW Branch),14821
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,1,progressive,MARRA John,No Land Tax Campaign,KING Niloufer,The Greens,2661
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,1,progressive,MARRA John,No Land Tax Campaign,WADE Kym,Christian Democratic Party (Fred Nile Group),1322
Albury,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/cc/fp_summary/index.htm,https://pastvtr.elections.nsw.gov.au/SGE2015/la/albury/dop/dop/index.htm,APLIN Greg,Liberal Party of Australia New South Wales Division,54641,46347,1681,48028,87.9,23174,1,transfer,MARRA John,No Land Tax Campaign,APLIN Greg,Liberal Party of Australia New South Wales Division,121
