district,council,ward,district_url,distribution_url,elected_member,elected_party,elected_members,elected_parties,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes,electorate_type,constituency_code,contest_status,result_note
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,0,first,,,"SHAW, Callum",Affiliation not stated,,False,,1475,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,0,first,,,"DI PASQUALE, Mark",Affiliation not stated,,True,1,3133,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,0,first,,,"ROUMELIOTIS, William",Affiliation not stated,,False,,430,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,0,first,,,"SCOTT, David",Affiliation not stated,,False,,588,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,0,first,,,"HIRD, Stephen",Affiliation not stated,,False,,974,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,0,first,,,"ROOKS, Nicola",Affiliation not stated,,False,,1797,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,transfer,"ROUMELIOTIS, William",Affiliation not stated,"SHAW, Callum",Affiliation not stated,,False,,100,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,transfer,"ROUMELIOTIS, William",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,79,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,transfer,"ROUMELIOTIS, William",Affiliation not stated,"SCOTT, David",Affiliation not stated,,False,,139,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,transfer,"ROUMELIOTIS, William",Affiliation not stated,"HIRD, Stephen",Affiliation not stated,,False,,25,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,transfer,"ROUMELIOTIS, William",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,87,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,progressive,"ROUMELIOTIS, William",Affiliation not stated,"SHAW, Callum",Affiliation not stated,,False,,1575,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,progressive,"ROUMELIOTIS, William",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,3212,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,progressive,"ROUMELIOTIS, William",Affiliation not stated,"SCOTT, David",Affiliation not stated,,False,,727,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,progressive,"ROUMELIOTIS, William",Affiliation not stated,"HIRD, Stephen",Affiliation not stated,,False,,999,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,1,progressive,"ROUMELIOTIS, William",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,1884,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,transfer,"SCOTT, David",Affiliation not stated,"SHAW, Callum",Affiliation not stated,,False,,152,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,transfer,"SCOTT, David",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,115,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,transfer,"SCOTT, David",Affiliation not stated,"HIRD, Stephen",Affiliation not stated,,False,,119,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,transfer,"SCOTT, David",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,341,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,progressive,"SCOTT, David",Affiliation not stated,"SHAW, Callum",Affiliation not stated,,False,,1727,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,progressive,"SCOTT, David",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,3327,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,progressive,"SCOTT, David",Affiliation not stated,"HIRD, Stephen",Affiliation not stated,,False,,1118,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,2,progressive,"SCOTT, David",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,2225,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,3,transfer,"HIRD, Stephen",Affiliation not stated,"SHAW, Callum",Affiliation not stated,,False,,455,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,3,transfer,"HIRD, Stephen",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,280,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,3,transfer,"HIRD, Stephen",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,383,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,3,progressive,"HIRD, Stephen",Affiliation not stated,"SHAW, Callum",Affiliation not stated,,False,,2182,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,3,progressive,"HIRD, Stephen",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,3607,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,3,progressive,"HIRD, Stephen",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,2608,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,4,transfer,"SHAW, Callum",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,1020,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,4,transfer,"SHAW, Callum",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,1162,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,4,final,"SHAW, Callum",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,,True,1,4627,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Bakewell Ward,Banyule,Bakewell Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BanyuleBakewellWard2024Distribution.xls,"DI PASQUALE, Mark",Affiliation not stated,"DI PASQUALE, Mark",Affiliation not stated,1,0,10453,8397,298,8695,83.18,857,4,final,"SHAW, Callum",Affiliation not stated,"ROOKS, Nicola",Affiliation not stated,,False,,3770,Banyule,VICL24-banyule-bakewell,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Banyule — Beale Ward,Banyule,Beale Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"NEALY, Elizabeth",Affiliation not stated,"NEALY, Elizabeth",Affiliation not stated,1,0,0,0,0,0,,0,0,first,,,"NEALY, Elizabeth",Affiliation not stated,,True,1,0,Banyule,VICL24-banyule-beale,uncontested,The only nominated candidate was elected unopposed; no poll was held.
Banyule — Beale Ward,Banyule,Beale Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"NEALY, Elizabeth",Affiliation not stated,"NEALY, Elizabeth",Affiliation not stated,1,0,0,0,0,0,,0,1,final,,,"NEALY, Elizabeth",Affiliation not stated,,True,1,0,Banyule,VICL24-banyule-beale,uncontested,The only nominated candidate was elected unopposed; no poll was held.
Banyule — Chelsworth Ward,Banyule,Chelsworth Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"McKERN, Alida",Affiliation not stated,"McKERN, Alida",Affiliation not stated,1,0,9737,7899,225,8124,83.43,2881,0,first,,,"McKERN, Alida",Affiliation not stated,,True,1,4809,Banyule,VICL24-banyule-chelsworth,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Chelsworth Ward,Banyule,Chelsworth Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"McKERN, Alida",Affiliation not stated,"McKERN, Alida",Affiliation not stated,1,0,9737,7899,225,8124,83.43,2881,0,first,,,"MURRAY, Kristina",Affiliation not stated,,False,,1928,Banyule,VICL24-banyule-chelsworth,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Chelsworth Ward,Banyule,Chelsworth Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"McKERN, Alida",Affiliation not stated,"McKERN, Alida",Affiliation not stated,1,0,9737,7899,225,8124,83.43,2881,0,first,,,"AYOUB, Houwaida",Affiliation not stated,,False,,1162,Banyule,VICL24-banyule-chelsworth,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Chelsworth Ward,Banyule,Chelsworth Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"McKERN, Alida",Affiliation not stated,"McKERN, Alida",Affiliation not stated,1,0,9737,7899,225,8124,83.43,2881,1,final,,,"McKERN, Alida",Affiliation not stated,,True,1,4809,Banyule,VICL24-banyule-chelsworth,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Chelsworth Ward,Banyule,Chelsworth Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"McKERN, Alida",Affiliation not stated,"McKERN, Alida",Affiliation not stated,1,0,9737,7899,225,8124,83.43,2881,1,final,,,"MURRAY, Kristina",Affiliation not stated,,False,,1928,Banyule,VICL24-banyule-chelsworth,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Chelsworth Ward,Banyule,Chelsworth Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"McKERN, Alida",Affiliation not stated,"McKERN, Alida",Affiliation not stated,1,0,9737,7899,225,8124,83.43,2881,1,final,,,"AYOUB, Houwaida",Affiliation not stated,,False,,1162,Banyule,VICL24-banyule-chelsworth,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Griffin Ward,Banyule,Griffin Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"CASTALDO, Peter",Affiliation not stated,"CASTALDO, Peter",Affiliation not stated,1,0,10143,8176,213,8389,82.71,1466,0,first,,,"GRIFFITHS, David",Affiliation not stated,,False,,864,Banyule,VICL24-banyule-griffin,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Griffin Ward,Banyule,Griffin Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"CASTALDO, Peter",Affiliation not stated,"CASTALDO, Peter",Affiliation not stated,1,0,10143,8176,213,8389,82.71,1466,0,first,,,"McLACHLAN, Keith",Affiliation not stated,,False,,2923,Banyule,VICL24-banyule-griffin,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Griffin Ward,Banyule,Griffin Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"CASTALDO, Peter",Affiliation not stated,"CASTALDO, Peter",Affiliation not stated,1,0,10143,8176,213,8389,82.71,1466,0,first,,,"CASTALDO, Peter",Affiliation not stated,,True,1,4389,Banyule,VICL24-banyule-griffin,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Griffin Ward,Banyule,Griffin Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"CASTALDO, Peter",Affiliation not stated,"CASTALDO, Peter",Affiliation not stated,1,0,10143,8176,213,8389,82.71,1466,1,final,,,"GRIFFITHS, David",Affiliation not stated,,False,,864,Banyule,VICL24-banyule-griffin,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
Banyule — Griffin Ward,Banyule,Griffin Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/banyule-city-council,"CASTALDO, Peter",Affiliation not stated,"CASTALDO, Peter",Affiliation not stated,1,0,10143,8176,213,8389,82.71,1466,1,final,,,"McLACHLAN, Keith",Affiliation not stated,,False,,2923,Banyule,VICL24-banyule-griffin,official,"The winner received an absolute majority of first preferences, so no distribution was required. Candidate affiliations are not stated on the official result page."
