district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Aceh Selatan,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,97407,1676,99083,0,13211,0,first,,,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,55309,Aceh,2,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Selatan,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,97407,1676,99083,0,13211,0,first,,,Joko Widodo–Jusuf Kalla,Jokowi–Kalla,42098,Aceh,2,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Tenggara,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,112801,996,113797,0,33791,0,first,,,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,73296,Aceh,269,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Tenggara,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,112801,996,113797,0,33791,0,first,,,Joko Widodo–Jusuf Kalla,Jokowi–Kalla,39505,Aceh,269,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Timur,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,127830,5576,133406,0,1252,0,first,,,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,64541,Aceh,671,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Timur,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,127830,5576,133406,0,1252,0,first,,,Joko Widodo–Jusuf Kalla,Jokowi–Kalla,63289,Aceh,671,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Tengah,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Joko Widodo–Jusuf Kalla,Jokowi–Kalla,0,28892,267,29159,0,5584,0,first,,,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,11654,Aceh,1207,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Tengah,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Joko Widodo–Jusuf Kalla,Jokowi–Kalla,0,28892,267,29159,0,5584,0,first,,,Joko Widodo–Jusuf Kalla,Jokowi–Kalla,17238,Aceh,1207,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Barat,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,87397,1460,88857,0,7273,0,first,,,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,47335,Aceh,1492,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
Aceh Barat,https://github.com/kawalpemilu/kawalpemilu2014,https://github.com/kawalpemilu/kawalpemilu2014,Prabowo Subianto–Hatta Rajasa,Prabowo–Hatta,0,87397,1460,88857,0,7273,0,first,,,Joko Widodo–Jusuf Kalla,Jokowi–Kalla,40062,Aceh,1492,official,"Kabupaten/kota totals are aggregated from KawalPemilu's archived KPU C1-scan digitisation. The archive covers about 98.2% of the certified domestic valid vote, so local totals can be below the final recapitulation. No missing votes were estimated."
