district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Rafał Trzaskowski,Rafał Trzaskowski,519319,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Karol Nawrocki,Karol Nawrocki,362779,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Sławomir Mentzen,Sławomir Mentzen,192749,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Adrian Zandberg,Adrian Zandberg,80976,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Grzegorz Braun,Grzegorz Braun,77921,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Szymon Hołownia,Szymon Hołownia,66643,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Magdalena Biejat,Magdalena Biejat,66320,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Krzysztof Stanowski,Krzysztof Stanowski,17430,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Joanna Senyszyn,Joanna Senyszyn,17342,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
Dolnośląskie,https://prezydent2025.pkw.gov.pl/prezydent2025/pl/dane_w_arkuszach,https://gisco-services.ec.europa.eu/distribution/v2/nuts/geojson/NUTS_RG_03M_2021_4326_LEVL_2.geojson,Rafał Trzaskowski,Rafał Trzaskowski,2179515,1421834,6436,1428270,65.53,156540,1,first,,,Marek Jakubiak,Marek Jakubiak,9662,Poland,PL51,official,Official PKW totals by voivodeship; local leaders do not elect separate presidents.
