district,district_url,distribution_url,elected_member,elected_party,elected_members,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"BROAD, Shane",Australian Labor Party,Elected 7,True,7,4141
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"ELLIS, Felix",Liberal Party,Elected 4,True,4,3129
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"PICKIN, Adrian","Shooters, Fishers, Farmers TAS",Excluded,False,,2355
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"BLEYER, Vanessa",Tasmanian Greens,,False,,1924
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"JAENSCH, Roger",Liberal Party,Elected 6,True,6,1849
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,HUNT,Australian Labor Party,,False,,1828
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"DIPROSE, Amanda",Australian Labor Party,Excluded,False,,1578
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"FULLER, Cheryl",Australian Labor Party,Excluded,False,,1564
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"SIMPSON, Giovanna",Liberal Party,Excluded,False,,1155
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"WOODHOUSE, Tara",Australian Labor Party,Excluded,False,,958
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"LUKE, Adrian",Australian Labor Party,Excluded,False,,924
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"PARRY, Stephen",Liberal Party,Excluded,False,,856
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"MARTIN, Adam",Independent,Excluded,False,,849
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"MORROW, Erin",Tasmanian Greens,Excluded,False,,773
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"BESWICK, Miriam",The Nationals,Excluded,False,,767
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"WYLIE, Kate",Liberal Party,Excluded,False,,762
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"JORDAN, Scott",Tasmanian Greens,Excluded,False,,645
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"WARD, Susanne",Tasmanian Greens,Excluded,False,,583
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"BADCOCK, Joel",Independent,Excluded,False,,501
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"WILDEN, Petra",Tasmanian Greens,Excluded,False,,494
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"KINGSTON, Thomas",Tasmanian Greens,Excluded,False,,429
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"FERGUS, Haru",Tasmanian Greens,Excluded,False,,392
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"ROBERTS, Andrew",The Nationals,Excluded,False,,356
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"REDGRAVE, James",Independent,Excluded,False,,195
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"RYAN, Malcolm",Independent,Excluded,False,,184
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"MORGAN, Matthew",Independent,Excluded,False,,145
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,WELLS,Independent,,False,,142
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"COURTNEY, Andrea",Independent,Excluded,False,,140
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"HAMILTON, Jennifer",Independent,Excluded,False,,126
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"HARRISON, Cristale",Independent,Excluded,False,,126
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"BARNES, Dami",Independent,Excluded,False,,119
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"BALDOCK, Claudia",Independent,Excluded,False,,92
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"BURNETT, Gatty",Independent,Excluded,False,,90
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,0,first,,,"MILLET, Ernst",Independent,Excluded,False,,70
Braddon,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/braddon/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Braddon%20-%20Export%20Count%2092.xlsx,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",Liberal Party; Liberal Party; Independent; Liberal Party; Australian Labor Party; Liberal Party; Australian Labor Party,"ROCKLIFF, Jeremy; PEARCE, Gavin; GARLAND, Craig; ELLIS, Felix; DOW, Anita; JAENSCH, Roger; BROAD, Shane",7,8836,84566,70686,5012,75698,89.51,3551,92,final,,,"JAENSCH, Roger",Liberal Party,Elected 6,True,6,9041
