district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Deakin,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-209.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-209.htm,"SYMON, Mike",Australian Labor Party,87670,82310,1756,84066,95.89,2328,"BARRESI, Phil",Liberal,36501,"SYMON, Mike",Australian Labor Party,42319,"BARRESI, Phil",Liberal,39991,2328,True,7868
Dunkley,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-210.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-210.htm,"BILLSON, Bruce",Liberal,93176,86404,2328,88732,95.23,6982,"BILLSON, Bruce",Liberal,43024,"BILLSON, Bruce",Liberal,46693,"McBRIDE, Graham",Australian Labor Party,39711,6982,False,3669
Flinders,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-211.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-211.htm,"HUNT, Greg",Liberal,95653,88755,2538,91293,95.44,14639,"HUNT, Greg",Liberal,48343,"HUNT, Greg",Liberal,51697,"MARCH, Gary",Australian Labor Party,37058,14639,False,3354
Gellibrand,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-212.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-212.htm,"ROXON, Nicola",Australian Labor Party,93322,84156,3712,87868,94.16,36112,"ROXON, Nicola",Australian Labor Party,50681,"ROXON, Nicola",Australian Labor Party,60134,"TSENG, Wayne",Liberal,24022,36112,False,9453
Gippsland,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-213.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-213.htm,"McGAURAN, Peter",The Nationals,94967,88141,2710,90851,95.67,10419,"McGAURAN, Peter",The Nationals,42632,"McGAURAN, Peter",The Nationals,49280,"ROWE, Jane",Australian Labor Party,38861,10419,False,6648
Goldstein,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-214.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-214.htm,"ROBB, Andrew",Liberal,92049,85299,2112,87411,94.96,10323,"ROBB, Andrew",Liberal,45141,"ROBB, Andrew",Liberal,47811,"MASON, Julia",Australian Labor Party,37488,10323,False,2670
Gorton,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-309.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-309.htm,"O'CONNOR, Brendan",Australian Labor Party,104549,94832,4405,99237,94.92,40238,"O'CONNOR, Brendan",Australian Labor Party,58732,"O'CONNOR, Brendan",Australian Labor Party,67535,"JENNISON, Susan",Liberal,27297,40238,False,8803
Higgins,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-215.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-215.htm,"COSTELLO, Peter",Liberal,89345,81629,2150,83779,93.77,11489,"COSTELLO, Peter",Liberal,43761,"COSTELLO, Peter",Liberal,46559,"NORMAN, Barbara",Australian Labor Party,35070,11489,False,2798
Holt,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-216.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-216.htm,"BYRNE, Anthony",Australian Labor Party,100916,92875,3430,96305,95.43,21599,"BYRNE, Anthony",Australian Labor Party,51689,"BYRNE, Anthony",Australian Labor Party,57237,"CICCHIELLO, Emanuele",Liberal,35638,21599,False,5548
Hotham,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-217.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-217.htm,"CREAN, Simon",Australian Labor Party,88723,81331,2772,84103,94.79,21149,"CREAN, Simon",Australian Labor Party,44853,"CREAN, Simon",Australian Labor Party,51240,"ARBOREA, Vince",Liberal,30091,21149,False,6387
Indi,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-218.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-218.htm,"MIRABELLA, Sophie",Liberal,90841,84691,2332,87023,95.8,15573,"MIRABELLA, Sophie",Liberal,46052,"MIRABELLA, Sophie",Liberal,50132,"LESCHEN, Zuvele",Australian Labor Party,34559,15573,False,4080
Isaacs,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-219.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-219.htm,"DREYFUS, Mark",Australian Labor Party,98189,90361,3092,93453,95.18,13901,"DREYFUS, Mark",Australian Labor Party,44056,"DREYFUS, Mark",Australian Labor Party,52131,"FOX, Ross",Liberal,38230,13901,False,8075
Jagajaga,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-220.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-220.htm,"MACKLIN, Jenny",Australian Labor Party,93740,87535,2196,89731,95.72,15725,"MACKLIN, Jenny",Australian Labor Party,42154,"MACKLIN, Jenny",Australian Labor Party,51630,"D'SOUZA, Conrad",Liberal,35905,15725,False,9476
Kooyong,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-221.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-221.htm,"GEORGIOU, Petro",Liberal,88273,81928,1756,83684,94.8,15622,"GEORGIOU, Petro",Liberal,45172,"GEORGIOU, Petro",Liberal,48775,"HARVEY, Ken",Australian Labor Party,33153,15622,False,3603
La Trobe,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-223.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-223.htm,"WOOD, Jason",Liberal,92005,85283,2896,88179,95.84,871,"WOOD, Jason",Liberal,39636,"WOOD, Jason",Liberal,43077,"COCKS, Rodney",Australian Labor Party,42206,871,False,3441
Lalor,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-222.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-222.htm,"GILLARD, Julia",Australian Labor Party,103729,95526,3457,98983,95.42,29674,"GILLARD, Julia",Australian Labor Party,57208,"GILLARD, Julia",Australian Labor Party,62600,"CURTIS, Peter",Liberal,32926,29674,False,5392
Mallee,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-224.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-224.htm,"FORREST, John",The Nationals,90038,83240,3101,86341,95.89,35416,"FORREST, John",The Nationals,53227,"FORREST, John",The Nationals,59328,"ZIGOURAS, John",Australian Labor Party,23912,35416,False,6101
Maribyrnong,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-225.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-225.htm,"SHORTEN, Bill",Australian Labor Party,87484,79087,3277,82364,94.15,24227,"SHORTEN, Bill",Australian Labor Party,45528,"SHORTEN, Bill",Australian Labor Party,51657,"SOYLEMEZ, Ian",Liberal,27430,24227,False,6129
McEwen,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-226.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-226.htm,"BAILEY, Fran",Liberal,104570,96647,3987,100634,96.24,31,"BAILEY, Fran",Liberal,44231,"BAILEY, Fran",Liberal,48339,"MITCHELL, Rob",Australian Labor Party,48308,31,False,4108
McMillan,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-227.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-227.htm,"BROADBENT, Russell",Liberal,87064,80615,2859,83474,95.88,7729,"BROADBENT, Russell",Liberal,40254,"BROADBENT, Russell",Liberal,44172,"MAXFIELD, Christine",Australian Labor Party,36443,7729,False,3918
Melbourne,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-228.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-228.htm,"TANNER, Lindsay",Australian Labor Party,98477,87583,2521,90104,91.5,8249,"TANNER, Lindsay",Australian Labor Party,43363,"TANNER, Lindsay",Australian Labor Party,47916,"BANDT, Adam",Australian Greens,39667,8249,False,4553
Melbourne Ports,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-230.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-230.htm,"DANBY, Michael",Australian Labor Party,95930,86081,1903,87984,91.72,12301,"DANBY, Michael",Australian Labor Party,36556,"DANBY, Michael",Australian Labor Party,49191,"HELD, Adam",Liberal,36890,12301,False,12635
Menzies,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-229.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-229.htm,"ANDREWS, Kevin",Liberal,89937,84088,2385,86473,96.15,10120,"ANDREWS, Kevin",Liberal,43393,"ANDREWS, Kevin",Liberal,47104,"CAMPBELL, Andrew",Australian Labor Party,36984,10120,False,3711
Murray,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-231.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-231.htm,"STONE, Sharman",Liberal,88852,80592,4461,85053,95.72,29438,"STONE, Sharman",Liberal,50021,"STONE, Sharman",Liberal,55015,"SCATES, Bob",Australian Labor Party,25577,29438,False,4994
Scullin,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-232.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-232.htm,"JENKINS, Harry",Australian Labor Party,88899,81621,3452,85073,95.7,34039,"JENKINS, Harry",Australian Labor Party,51680,"JENKINS, Harry",Australian Labor Party,57830,"WILLIAMS, Charles",Liberal,23791,34039,False,6150
Wannon,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-233.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-233.htm,"HAWKER, David",Liberal,90838,85302,2266,87568,96.4,12738,"HAWKER, David",Liberal,44834,"HAWKER, David",Liberal,49020,"MOORE, Antony",Australian Labor Party,36282,12738,False,4186
Wills,https://results.aec.gov.au/13745/Website/HouseDivisionPage-13745-234.htm,https://results.aec.gov.au/13745/Website/HouseDop-13745-234.htm,"THOMSON, Kelvin",Australian Labor Party,96204,86217,3902,90119,93.67,38597,"THOMSON, Kelvin",Australian Labor Party,49050,"THOMSON, Kelvin",Australian Labor Party,62382,"TOMISICH, Claude",Liberal,23785,38597,False,13332
