district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Buenos Aires,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Sergio Massa,Sergio Massa,13133726,9695922,321465,10017387,76.27,142500,0,first,,,Sergio Massa,Sergio Massa,4919211,Province,AR-PROV-06,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Buenos Aires,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Sergio Massa,Sergio Massa,13133726,9695922,321465,10017387,76.27,142500,0,first,,,Javier Milei,Javier Milei,4776711,Province,AR-PROV-06,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Catamarca,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,340662,234309,6168,240477,70.59,12867,0,first,,,Javier Milei,Javier Milei,123588,Province,AR-PROV-10,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Catamarca,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,340662,234309,6168,240477,70.59,12867,0,first,,,Sergio Massa,Sergio Massa,110721,Province,AR-PROV-10,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Chaco,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,1000094,705060,13479,718539,71.85,988,0,first,,,Javier Milei,Javier Milei,353024,Province,AR-PROV-22,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Chaco,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,1000094,705060,13479,718539,71.85,988,0,first,,,Sergio Massa,Sergio Massa,352036,Province,AR-PROV-22,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Chubut,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,474583,330810,15522,346332,72.98,60276,0,first,,,Javier Milei,Javier Milei,195543,Province,AR-PROV-26,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Chubut,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,474583,330810,15522,346332,72.98,60276,0,first,,,Sergio Massa,Sergio Massa,135267,Province,AR-PROV-26,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Ciudad Autónoma de Buenos Aires,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,2526676,1806597,93221,1899818,75.19,261717,0,first,,,Javier Milei,Javier Milei,1034157,Province,AR-PROV-02,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
Ciudad Autónoma de Buenos Aires,https://www.argentina.gob.ar/dine/resultados-electorales/elecciones-2023,https://datos.gob.ar/dataset/ign-unidades-territoriales,Javier Milei,Javier Milei,2526676,1806597,93221,1899818,75.19,261717,0,first,,,Sergio Massa,Sergio Massa,772440,Province,AR-PROV-02,official,Provisional DINE presidential result aggregated from polling-table rows. Province boundaries come from IGN; Antarctic geometry is omitted from this interactive map for legibility.
