district,council,ward,district_url,distribution_url,elected_member,elected_party,elected_members,elected_parties,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes,electorate_type,constituency_code,contest_status,result_note
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"HARTLEY-KEANE, Simone",TEAM NICK REECE,,False,,29,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"DADICH, Daniel Nair",VICTORIAN SOCIALISTS,,False,,449,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"FOK, Ben",VICTORIAN SOCIALISTS,,False,,51,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"SEND, E.",Ungrouped,,False,,104,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"LAND, Jake",Ungrouped,,False,,82,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"KANSAKAR, Aishwarya",Ungrouped,,False,,274,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"YUSUF, Mohamed",Ungrouped,,False,,224,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,0,first,,,"FRENCH, Callum John",Ungrouped,,False,,19,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"LIU, Philip Le",TEAM WOOD,Elected,True,5,8961,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"OKE, Cathy",TEAM WOOD,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"ZERVOS, Nicolas Paul",TEAM WOOD,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"NUR, Hala",TEAM WOOD,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"CAIAFA, Michael-Lee",TEAM WOOD,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"WEI, Hope Lai",TEAM WOOD,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"MICHELSON, Steve",TEAM WOOD,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"CAMILLO, Rafael",TEAM MORGAN MAKE MELBOURNE SAFE,Elected,True,7,8961,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"CALDWELL, William",TEAM MORGAN MAKE MELBOURNE SAFE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"MASTERS, Mary",VOICES FOR MELBOURNE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"VASILEV-ROBERTSON, James",VOICES FOR MELBOURNE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"SMITH, Michael",TEAM HAKIM - RESIDENT INDEPENDENTS,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
