district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Acre,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,381876,0,381876,,207922,0,first,,,Jair Bolsonaro,Jair Bolsonaro,294899,State,BR-UF-AC,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Acre,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,381876,0,381876,,207922,0,first,,,Fernando Haddad,Fernando Haddad,86977,State,BR-UF-AC,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Alagoas,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Fernando Haddad,Fernando Haddad,0,1522127,0,1522127,,301941,0,first,,,Fernando Haddad,Fernando Haddad,912034,State,BR-UF-AL,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Alagoas,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Fernando Haddad,Fernando Haddad,0,1522127,0,1522127,,301941,0,first,,,Jair Bolsonaro,Jair Bolsonaro,610093,State,BR-UF-AL,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amapá,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,368712,0,368712,,1480,0,first,,,Jair Bolsonaro,Jair Bolsonaro,185096,State,BR-UF-AP,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amapá,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,368712,0,368712,,1480,0,first,,,Fernando Haddad,Fernando Haddad,183616,State,BR-UF-AP,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amazonas,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,1761246,0,1761246,,9556,0,first,,,Jair Bolsonaro,Jair Bolsonaro,885401,State,BR-UF-AM,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Amazonas,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,1761246,0,1761246,,9556,0,first,,,Fernando Haddad,Fernando Haddad,875845,State,BR-UF-AM,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Bahia,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Fernando Haddad,Fernando Haddad,0,7545283,0,7545283,,3424519,0,first,,,Fernando Haddad,Fernando Haddad,5484901,State,BR-UF-BA,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Bahia,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Fernando Haddad,Fernando Haddad,0,7545283,0,7545283,,3424519,0,first,,,Jair Bolsonaro,Jair Bolsonaro,2060382,State,BR-UF-BA,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Ceará,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Fernando Haddad,Fernando Haddad,0,4792117,0,4792117,,2022935,0,first,,,Fernando Haddad,Fernando Haddad,3407526,State,BR-UF-CE,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Ceará,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Fernando Haddad,Fernando Haddad,0,4792117,0,4792117,,2022935,0,first,,,Jair Bolsonaro,Jair Bolsonaro,1384591,State,BR-UF-CE,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
Espírito Santo,https://dadosabertos.tse.jus.br/dataset/resultados-2018,https://servicodados.ibge.gov.br/api/docs/malhas?versao=3,Jair Bolsonaro,Jair Bolsonaro,0,2024379,0,2024379,,528843,0,first,,,Jair Bolsonaro,Jair Bolsonaro,1276611,State,BR-UF-ES,official,State candidate totals transcribed in a pinned TSE-attributed result table; first-round minor candidates are grouped as Other candidates. National shares use the official TSE totals. State boundaries come from IBGE.
