district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Albury,https://pastvtr.elections.nsw.gov.au/SG2301/LA/albury/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/albury/dop/dop,CLANCY Justin,"The Liberal Party of Australia, New South Wales Division",59834,49788,1795,51583,86.21,24895,CLANCY Justin,"The Liberal Party of Australia, New South Wales Division",26368,CLANCY Justin,"The Liberal Party of Australia, New South Wales Division",28811,ROWLAND Marcus,Australian Labor Party (NSW Branch),14626,14185,False,2443
Auburn,https://pastvtr.elections.nsw.gov.au/SG2301/LA/auburn/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/auburn/dop/dop,VOLTZ Lynda,Australian Labor Party (NSW Branch),59152,46853,3286,50139,84.76,23427,VOLTZ Lynda,Australian Labor Party (NSW Branch),28167,VOLTZ Lynda,Australian Labor Party (NSW Branch),30701,ZAMAN Mohammed (Haseen),"The Liberal Party of Australia, New South Wales Division",10793,19908,False,2534
Badgerys Creek,https://pastvtr.elections.nsw.gov.au/SG2301/LA/badgerys-creek/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/badgerys-creek/dop/dop,DAVIES Tanya,"The Liberal Party of Australia, New South Wales Division",60267,52078,2072,54150,89.85,26040,DAVIES Tanya,"The Liberal Party of Australia, New South Wales Division",26972,DAVIES Tanya,"The Liberal Party of Australia, New South Wales Division",28868,THAIN Garion,Australian Labor Party (NSW Branch),18866,10002,False,1896
Ballina,https://pastvtr.elections.nsw.gov.au/SG2301/LA/ballina/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/ballina/dop/dop,SMITH Tamara,The Greens NSW,58971,47739,1455,49194,83.42,23870,SMITH Tamara,The Greens NSW,16792,SMITH Tamara,The Greens NSW,23897,BOOYENS Josh,National Party of Australia - NSW,17506,6391,False,7105
Balmain,https://pastvtr.elections.nsw.gov.au/SG2301/LA/balmain/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/balmain/dop/dop,SHETTY Kobi,The Greens NSW,58785,49997,820,50817,86.45,24999,SHETTY Kobi,The Greens NSW,20240,SHETTY Kobi,The Greens NSW,22118,SCOTT Philippa,Australian Labor Party (NSW Branch),20580,1538,False,1878
Bankstown,https://pastvtr.elections.nsw.gov.au/SG2301/LA/bankstown/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/bankstown/dop/dop,DIB Jihad,Australian Labor Party (NSW Branch),59280,45888,3267,49155,82.92,22945,DIB Jihad,Australian Labor Party (NSW Branch),27247,DIB Jihad,Australian Labor Party (NSW Branch),29210,TALEB Nathan,"The Liberal Party of Australia, New South Wales Division",12322,16888,False,1963
Barwon,https://pastvtr.elections.nsw.gov.au/SG2301/LA/barwon/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/barwon/dop/dop,BUTLER Roy,Independent,53735,43837,1384,45221,84.16,21919,BUTLER Roy,Independent,19630,BUTLER Roy,Independent,23868,TURNER Annette,National Party of Australia - NSW,12299,11569,False,4238
Bathurst,https://pastvtr.elections.nsw.gov.au/SG2301/LA/bathurst/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/bathurst/dop/dop,TOOLE Paul,National Party of Australia - NSW,59476,52399,1400,53799,90.45,26200,TOOLE Paul,National Party of Australia - NSW,29873,TOOLE Paul,National Party of Australia - NSW,32850,SHAW Cameron,Australian Labor Party (NSW Branch),11801,21049,False,2977
Bega,https://pastvtr.elections.nsw.gov.au/SG2301/LA/bega/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/bega/dop/dop,HOLLAND Michael,Australian Labor Party (NSW Branch),59759,51684,1495,53179,88.99,25843,HOLLAND Michael,Australian Labor Party (NSW Branch),23294,HOLLAND Michael,Australian Labor Party (NSW Branch),27835,FITZPATRICK Russell,"The Liberal Party of Australia, New South Wales Division",18248,9587,False,4541
Blacktown,https://pastvtr.elections.nsw.gov.au/SG2301/LA/blacktown/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/blacktown/dop/dop,BALI Stephen,Australian Labor Party (NSW Branch),58584,48748,2123,50871,86.83,24375,BALI Stephen,Australian Labor Party (NSW Branch),27128,BALI Stephen,Australian Labor Party (NSW Branch),30091,GREEN Allan,"The Liberal Party of Australia, New South Wales Division",13442,16649,False,2963
Blue Mountains,https://pastvtr.elections.nsw.gov.au/SG2301/LA/blue-mountains/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/blue-mountains/dop/dop,DOYLE Trish,Australian Labor Party (NSW Branch),59088,53056,1143,54199,91.73,26529,DOYLE Trish,Australian Labor Party (NSW Branch),28613,DOYLE Trish,Australian Labor Party (NSW Branch),35536,BRUCE Sophie-Anne,"The Liberal Party of Australia, New South Wales Division",13893,21643,False,6923
Cabramatta,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cabramatta/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cabramatta/dop/dop,VO Tri,Australian Labor Party (NSW Branch),61468,51329,3005,54334,88.39,25665,VO Tri,Australian Labor Party (NSW Branch),21213,VO Tri,Australian Labor Party (NSW Branch),24460,NGUYEN Courtney,"The Liberal Party of Australia, New South Wales Division",15117,9343,False,3247
Camden,https://pastvtr.elections.nsw.gov.au/SG2301/LA/camden/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/camden/dop/dop,QUINNELL Sally,Australian Labor Party (NSW Branch),61874,54072,2056,56128,90.71,27037,QUINNELL Sally,Australian Labor Party (NSW Branch),21945,QUINNELL Sally,Australian Labor Party (NSW Branch),25060,SIDGREAVES Peter,"The Liberal Party of Australia, New South Wales Division",22222,2838,False,3115
Campbelltown,https://pastvtr.elections.nsw.gov.au/SG2301/LA/campbelltown/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/campbelltown/dop/dop,WARREN Greg,Australian Labor Party (NSW Branch),58129,47728,2358,50086,86.16,23865,WARREN Greg,Australian Labor Party (NSW Branch),25629,WARREN Greg,Australian Labor Party (NSW Branch),28764,PAUDEL Gypshouna,"The Liberal Party of Australia, New South Wales Division",10481,18283,False,3135
Canterbury,https://pastvtr.elections.nsw.gov.au/SG2301/LA/canterbury/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/canterbury/dop/dop,COTSIS Sophie,Australian Labor Party (NSW Branch),58548,48283,2386,50669,86.54,24142,COTSIS Sophie,Australian Labor Party (NSW Branch),28892,COTSIS Sophie,Australian Labor Party (NSW Branch),32829,BOUMANSOUR Nemr,"The Liberal Party of Australia, New South Wales Division",10494,22335,False,3937
Castle Hill,https://pastvtr.elections.nsw.gov.au/SG2301/LA/castle-hill/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/castle-hill/dop/dop,HODGES Mark,"The Liberal Party of Australia, New South Wales Division",60394,53427,1300,54727,90.62,26714,HODGES Mark,"The Liberal Party of Australia, New South Wales Division",27085,HODGES Mark,"The Liberal Party of Australia, New South Wales Division",29223,CARTWRIGHT Tina,Australian Labor Party (NSW Branch),18760,10463,False,2138
Cessnock,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cessnock/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cessnock/dop/dop,BARR Clayton,Australian Labor Party (NSW Branch),62098,52781,2231,55012,88.59,26391,BARR Clayton,Australian Labor Party (NSW Branch),25719,BARR Clayton,Australian Labor Party (NSW Branch),29964,KING Quintin,Pauline Hanson's One Nation,10865,19099,False,4245
Charlestown,https://pastvtr.elections.nsw.gov.au/SG2301/LA/charlestown/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/charlestown/dop/dop,HARRISON Jodie,Australian Labor Party (NSW Branch),60974,52981,1632,54613,89.57,26491,HARRISON Jodie,Australian Labor Party (NSW Branch),30432,HARRISON Jodie,Australian Labor Party (NSW Branch),35300,ANTCLIFF Jack,"The Liberal Party of Australia, New South Wales Division",14358,20942,False,4868
Clarence,https://pastvtr.elections.nsw.gov.au/SG2301/LA/clarence/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/clarence/dop/dop,WILLIAMSON Richie,National Party of Australia - NSW,57265,48933,1911,50844,88.79,24467,WILLIAMSON Richie,National Party of Australia - NSW,24247,WILLIAMSON Richie,National Party of Australia - NSW,26475,ANKERSMIT Leon,Australian Labor Party (NSW Branch),14731,11744,False,2228
Coffs Harbour,https://pastvtr.elections.nsw.gov.au/SG2301/LA/coffs-harbour/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/coffs-harbour/dop/dop,SINGH Gurmesh,National Party of Australia - NSW,57830,49229,1416,50645,87.58,24615,SINGH Gurmesh,National Party of Australia - NSW,25319,SINGH Gurmesh,National Party of Australia - NSW,27458,JUDGE Tony,Australian Labor Party (NSW Branch),15958,11500,False,2139
Coogee,https://pastvtr.elections.nsw.gov.au/SG2301/LA/coogee/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/coogee/dop/dop,O'NEILL Marjorie,Australian Labor Party (NSW Branch),59486,49004,930,49934,83.94,24503,O'NEILL Marjorie,Australian Labor Party (NSW Branch),22153,O'NEILL Marjorie,Australian Labor Party (NSW Branch),28440,VON MUENSTER Kylie,"The Liberal Party of Australia, New South Wales Division",17221,11219,False,6287
Cootamundra,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cootamundra/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cootamundra/dop/dop,COOKE Steph,National Party of Australia - NSW,56016,48848,1143,49991,89.24,24425,COOKE Steph,National Party of Australia - NSW,34470,COOKE Steph,National Party of Australia - NSW,36446,DAHLITZ Chris,Australian Labor Party (NSW Branch),7959,28487,False,1976
Cronulla,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cronulla/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/cronulla/dop/dop,SPEAKMAN Mark,"The Liberal Party of Australia, New South Wales Division",58926,52612,1251,53863,91.41,26307,SPEAKMAN Mark,"The Liberal Party of Australia, New South Wales Division",28505,SPEAKMAN Mark,"The Liberal Party of Australia, New South Wales Division",30407,CONSTANCE Paul,Australian Labor Party (NSW Branch),17263,13144,False,1902
Davidson,https://pastvtr.elections.nsw.gov.au/SG2301/LA/davidson/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/davidson/dop/dop,CROSS Matt,"The Liberal Party of Australia, New South Wales Division",59865,53319,1196,54515,91.06,26660,CROSS Matt,"The Liberal Party of Australia, New South Wales Division",28865,CROSS Matt,"The Liberal Party of Australia, New South Wales Division",30821,EDELSTEIN Karyn,Australian Labor Party (NSW Branch),17393,13428,False,1956
Drummoyne,https://pastvtr.elections.nsw.gov.au/SG2301/LA/drummoyne/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/drummoyne/dop/dop,DI PASQUA Stephanie,"The Liberal Party of Australia, New South Wales Division",58939,51639,1177,52816,89.61,25820,DI PASQUA Stephanie,"The Liberal Party of Australia, New South Wales Division",24526,DI PASQUA Stephanie,"The Liberal Party of Australia, New South Wales Division",25308,LITTLE Julia,Australian Labor Party (NSW Branch),24023,1285,False,782
Dubbo,https://pastvtr.elections.nsw.gov.au/SG2301/LA/dubbo/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/dubbo/dop/dop,SAUNDERS Dugald,National Party of Australia - NSW,57922,49544,1595,51139,88.29,24773,SAUNDERS Dugald,National Party of Australia - NSW,26907,SAUNDERS Dugald,National Party of Australia - NSW,29479,BLACK Josh,Australian Labor Party (NSW Branch),13515,15964,False,2572
East Hills,https://pastvtr.elections.nsw.gov.au/SG2301/LA/east-hills/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/east-hills/dop/dop,WILKINSON Kylie,Australian Labor Party (NSW Branch),59684,50393,2544,52937,88.7,25197,WILKINSON Kylie,Australian Labor Party (NSW Branch),22140,WILKINSON Kylie,Australian Labor Party (NSW Branch),24677,LINDSAY Wendy,"The Liberal Party of Australia, New South Wales Division",23013,1664,False,2537
Epping,https://pastvtr.elections.nsw.gov.au/SG2301/LA/epping/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/epping/dop/dop,PERROTTET Dominic,"The Liberal Party of Australia, New South Wales Division",58728,51985,1279,53264,90.7,25993,PERROTTET Dominic,"The Liberal Party of Australia, New South Wales Division",25439,PERROTTET Dominic,"The Liberal Party of Australia, New South Wales Division",26648,MASCARENHAS Alan,Australian Labor Party (NSW Branch),22013,4635,False,1209
Fairfield,https://pastvtr.elections.nsw.gov.au/SG2301/LA/fairfield/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/fairfield/dop/dop,SALIBA David,Australian Labor Party (NSW Branch),60115,47598,3625,51223,85.21,23800,SALIBA David,Australian Labor Party (NSW Branch),24340,SALIBA David,Australian Labor Party (NSW Branch),27792,PILLAI Aaryen,"The Liberal Party of Australia, New South Wales Division",11414,16378,False,3452
Gosford,https://pastvtr.elections.nsw.gov.au/SG2301/LA/gosford/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/gosford/dop/dop,TESCH Liesl,Australian Labor Party (NSW Branch),58134,49018,1524,50542,86.94,24510,TESCH Liesl,Australian Labor Party (NSW Branch),24703,TESCH Liesl,Australian Labor Party (NSW Branch),29023,BOCKING Dee,"The Liberal Party of Australia, New South Wales Division",15364,13659,False,4320
Goulburn,https://pastvtr.elections.nsw.gov.au/SG2301/LA/goulburn/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/goulburn/dop/dop,TUCKERMAN Wendy,"The Liberal Party of Australia, New South Wales Division",57607,50775,1553,52328,90.84,25388,TUCKERMAN Wendy,"The Liberal Party of Australia, New South Wales Division",20737,TUCKERMAN Wendy,"The Liberal Party of Australia, New South Wales Division",23185,PILBROW Michael,Australian Labor Party (NSW Branch),22015,1170,False,2448
Granville,https://pastvtr.elections.nsw.gov.au/SG2301/LA/granville/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/granville/dop/dop,FINN Julia,Australian Labor Party (NSW Branch),62236,48687,3074,51761,83.17,24344,FINN Julia,Australian Labor Party (NSW Branch),27163,FINN Julia,Australian Labor Party (NSW Branch),30413,MASUM Anm,"The Liberal Party of Australia, New South Wales Division",12123,18290,False,3250
Hawkesbury,https://pastvtr.elections.nsw.gov.au/SG2301/LA/hawkesbury/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/hawkesbury/dop/dop,PRESTON Robyn,"The Liberal Party of Australia, New South Wales Division",61167,53179,2368,55547,90.81,26590,PRESTON Robyn,"The Liberal Party of Australia, New South Wales Division",23283,PRESTON Robyn,"The Liberal Party of Australia, New South Wales Division",26004,KOTLASH Amanda,Australian Labor Party (NSW Branch),17460,8544,False,2721
Heathcote,https://pastvtr.elections.nsw.gov.au/SG2301/LA/heathcote/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/heathcote/dop/dop,STUART Maryanne,Australian Labor Party (NSW Branch),58415,52723,1317,54040,92.51,26362,STUART Maryanne,Australian Labor Party (NSW Branch),23301,STUART Maryanne,Australian Labor Party (NSW Branch),29050,EVANS Lee,"The Liberal Party of Australia, New South Wales Division",19408,9642,False,5749
Heffron,https://pastvtr.elections.nsw.gov.au/SG2301/LA/heffron/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/heffron/dop/dop,HOENIG Ron,Australian Labor Party (NSW Branch),56304,45171,1328,46499,82.59,22586,HOENIG Ron,Australian Labor Party (NSW Branch),22458,HOENIG Ron,Australian Labor Party (NSW Branch),29757,DEVINE Francis,"The Liberal Party of Australia, New South Wales Division",10847,18910,False,7299
Holsworthy,https://pastvtr.elections.nsw.gov.au/SG2301/LA/holsworthy/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/holsworthy/dop/dop,AYYAD Tina,"The Liberal Party of Australia, New South Wales Division",58054,48791,2182,50973,87.8,24396,AYYAD Tina,"The Liberal Party of Australia, New South Wales Division",20449,AYYAD Tina,"The Liberal Party of Australia, New South Wales Division",22359,MARONEY Mick,Australian Labor Party (NSW Branch),22028,331,False,1910
Hornsby,https://pastvtr.elections.nsw.gov.au/SG2301/LA/hornsby/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/hornsby/dop/dop,KEAN Matt,"The Liberal Party of Australia, New South Wales Division",60291,54166,1308,55474,92.01,27084,KEAN Matt,"The Liberal Party of Australia, New South Wales Division",23451,KEAN Matt,"The Liberal Party of Australia, New South Wales Division",26506,HOILE Melissa,Australian Labor Party (NSW Branch),19163,7343,False,3055
Keira,https://pastvtr.elections.nsw.gov.au/SG2301/LA/keira/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/keira/dop/dop,PARK Ryan,Australian Labor Party (NSW Branch),57630,50026,1589,51615,89.56,25014,PARK Ryan,Australian Labor Party (NSW Branch),28938,PARK Ryan,Australian Labor Party (NSW Branch),34592,SHIPP Noah,"The Liberal Party of Australia, New South Wales Division",12059,22533,False,5654
Kellyville,https://pastvtr.elections.nsw.gov.au/SG2301/LA/kellyville/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/kellyville/dop/dop,WILLIAMS Ray,"The Liberal Party of Australia, New South Wales Division",58999,53193,1273,54466,92.32,26597,WILLIAMS Ray,"The Liberal Party of Australia, New South Wales Division",29450,WILLIAMS Ray,"The Liberal Party of Australia, New South Wales Division",30682,KARKI Alex,Australian Labor Party (NSW Branch),19653,11029,False,1232
Kiama,https://pastvtr.elections.nsw.gov.au/SG2301/LA/kiama/cc/fp_summary,https://pastvtr.elections.nsw.gov.au/SG2301/LA/kiama/dop/dop,WARD Gareth,Independent,60174,52371,1678,54049,89.82,26186,WARD Gareth,Independent,20316,WARD Gareth,Independent,23018,McINERNEY Katelin,Australian Labor Party (NSW Branch),22329,689,False,2702
