district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Bundoora,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/bundoora-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/bundoora-district-results/bundoora-results-distribution,"BROOKS, Colin",Australian Labor Party - Victorian Branch,47319,40336,2209,42545,89.91,,"BROOKS, Colin",Australian Labor Party - Victorian Branch,19288,"BROOKS, Colin",Australian Labor Party - Victorian Branch,20316,"TOMAR, Sahil",Liberal,13296,7020,False,1028
Carrum,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/carrum-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/carrum-district-results/carrum-results-distribution,"KILKENNY, Sonya",Australian Labor Party - Victorian Branch,51265,43300,2169,45469,88.69,,"KILKENNY, Sonya",Australian Labor Party - Victorian Branch,21586,"KILKENNY, Sonya",Australian Labor Party - Victorian Branch,21666,"BUCHANAN, Bec",Liberal,13247,8419,False,80
Caulfield,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/caulfield-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/caulfield-district-results/caulfield-results-distribution,"SOUTHWICK, David",Liberal,48492,40683,1374,42057,86.73,,"SOUTHWICK, David",Liberal,18088,"SOUTHWICK, David",Liberal,21183,"HAREL, Lior",Australian Labor Party - Victorian Branch,19500,1683,False,3095
Clarinda,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/clarinda-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/clarinda-district-results/clarinda-results-distribution,"TAK, Meng Heang",Australian Labor Party - Victorian Branch,48450,40564,2477,43041,88.84,,"TAK, Meng Heang",Australian Labor Party - Victorian Branch,18441,"TAK, Meng Heang",Australian Labor Party - Victorian Branch,21954,"RICHARDSON, Anthony",Liberal,12921,9033,False,3513
Cranbourne,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/cranbourne-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/cranbourne-district-results/cranbourne-results-distribution,"RICHARDS, Pauline",Australian Labor Party - Victorian Branch,51173,40822,3234,44056,86.09,,"RICHARDS, Pauline",Australian Labor Party - Victorian Branch,18853,"RICHARDS, Pauline",Australian Labor Party - Victorian Branch,21931,"SINGH, Jagdeep",Liberal,12973,8958,False,3078
Croydon,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/croydon-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/croydon-district-results/croydon-results-distribution,"HODGETT, David",Liberal,52544,45639,2054,47693,90.77,,"HODGETT, David",Liberal,19605,"HODGETT, David",Liberal,23446,"GRASSO, Sorina",Australian Labor Party - Victorian Branch,22193,1253,False,3841
Dandenong,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/dandenong-district-results,https://www.vec.vic.gov.au/-/media/87b653a8e41b49de8a240c074ba2435a.xls,"WILLIAMS, Gabrielle",Australian Labor Party - Victorian Branch,50846,39505,3188,42695,83.97,,"WILLIAMS, Gabrielle",Australian Labor Party - Victorian Branch,21692,"WILLIAMS, Gabrielle",Australian Labor Party - Victorian Branch,26970,"BROADLEY, Karen",Liberal,12535,14435,False,5278
Eildon,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/eildon-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/eildon-district-results/eildon-results-distribution,"McLEISH, Cindy",Liberal,50090,42399,2343,44742,89.32,,"McLEISH, Cindy",Liberal,20119,"McLEISH, Cindy",Liberal,22615,"JUDD, Jane",Australian Labor Party - Victorian Branch,13192,9423,False,2496
Eltham,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/eltham-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/eltham-district-results/eltham-results-distribution,"WARD, Vicki",Australian Labor Party - Victorian Branch,48931,43844,1507,45351,92.68,,"WARD, Vicki",Australian Labor Party - Victorian Branch,19509,"WARD, Vicki",Australian Labor Party - Victorian Branch,25870,"McCLINTOCK, Jason",Liberal,17974,7896,False,6361
Essendon,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/essendon-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/essendon-district-results/essendon-results-distribution,"PEARSON, Danny",Australian Labor Party - Victorian Branch,49525,41867,1761,43628,88.09,,"PEARSON, Danny",Australian Labor Party - Victorian Branch,17196,"PEARSON, Danny",Australian Labor Party - Victorian Branch,26146,"BARONESSA, Angelo",Liberal,15721,10425,False,8950
Eureka,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/eureka-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/eureka-district-results/eureka-results-distribution,"SETTLE, Michaela",Australian Labor Party - Victorian Branch,54487,45247,3297,48544,89.09,,"SETTLE, Michaela",Australian Labor Party - Victorian Branch,18531,"SETTLE, Michaela",Australian Labor Party - Victorian Branch,25869,"TATCHELL, Paul",Liberal,19378,6491,False,7338
Euroa,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/euroa-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/euroa-district-results/euroa-results-distribution,"CLEELAND, Annabelle",The Nationals,50663,42242,2431,44673,88.18,,"CLEELAND, Annabelle",The Nationals,13496,"CLEELAND, Annabelle",The Nationals,25316,"TOUGH, Angela",Australian Labor Party - Victorian Branch,16926,8390,False,11820
Evelyn,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/evelyn-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/evelyn-district-results/evelyn-results-distribution,"VALLENCE, Bridget",Liberal,50210,43665,2254,45919,91.45,,"VALLENCE, Bridget",Liberal,20385,"VALLENCE, Bridget",Liberal,22686,"DENT, Lorna",Australian Labor Party - Victorian Branch,15370,7316,False,2301
Footscray,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/footscray-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/footscray-district-results/footscray-results-distribution,"HALL, Katie",Australian Labor Party - Victorian Branch,48860,40340,1654,41994,85.95,,"HALL, Katie",Australian Labor Party - Victorian Branch,17387,"HALL, Katie",Australian Labor Party - Victorian Branch,21880,"PEREYRA, Elena",Australian Greens,18460,3420,False,4493
Frankston,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/frankston-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/frankston-district-results/frankston-results-distribution,"EDBROOKE, Paul",Australian Labor Party - Victorian Branch,49160,39941,2323,42264,85.97,,"EDBROOKE, Paul",Australian Labor Party - Victorian Branch,16595,"EDBROOKE, Paul",Australian Labor Party - Victorian Branch,23429,"O'REILLY, Michael",Liberal,16512,6917,False,6834
Geelong,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/geelong-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/geelong-district-results/geelong-results-distribution,"COUZENS, Christine",Australian Labor Party - Victorian Branch,52376,44762,1918,46680,89.12,,"COUZENS, Christine",Australian Labor Party - Victorian Branch,20754,"COUZENS, Christine",Australian Labor Party - Victorian Branch,28965,"BENNETT-HULLIN, James",Liberal,15797,13168,False,8211
Gippsland East,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/gippsland-east-district-results,https://www.vec.vic.gov.au/-/media/c1c368de5a0a4641a99cbcf1c60c25b5.xls,"BULL, Tim",The Nationals,49698,42209,1992,44204,88.95,,"BULL, Tim",The Nationals,26737,"BULL, Tim",The Nationals,31475,"RICHARDSON, Stephen",Australian Labor Party - Victorian Branch,10734,20741,False,4738
Gippsland South,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/gippsland-south-district-results,https://www.vec.vic.gov.au/-/media/0f199a4edd9a4b239eaf352923bed829.xls,"O'BRIEN, Danny",The Nationals,49715,42351,2354,44717,89.95,,"O'BRIEN, Danny",The Nationals,22569,"O'BRIEN, Danny",The Nationals,27763,"RYAN, Denise",Australian Labor Party - Victorian Branch,14588,13175,False,5194
Glen Waverley,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/glen-waverley-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/glen-waverley-district-results/glen-waverley-results-distribution,"MULLAHY, John",Australian Labor Party - Victorian Branch,50818,44667,1529,46196,90.9,,"MULLAHY, John",Australian Labor Party - Victorian Branch,18153,"MULLAHY, John",Australian Labor Party - Victorian Branch,23809,"ANGUS, Neil",Liberal,20858,2951,False,5656
Greenvale,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/greenvale-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/greenvale-district-results/greenvale-results-distribution,"WALTERS, Iwan",Australian Labor Party - Victorian Branch,49854,37686,3952,41638,83.52,,"WALTERS, Iwan",Australian Labor Party - Victorian Branch,15628,"WALTERS, Iwan",Australian Labor Party - Victorian Branch,19309,"GHANI, Usman",Liberal,12709,6600,False,3681
Hastings,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/hastings-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/hastings-district-results/hastings-results-distribution,"MERCURIO, Paul",Australian Labor Party - Victorian Branch,48674,41232,2369,43601,89.58,,"HUTTON, Briony",Liberal,16415,"MERCURIO, Paul",Australian Labor Party - Victorian Branch,21174,"HUTTON, Briony",Liberal,20058,1116,True,5813
Hawthorn,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/hawthorn-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/hawthorn-district-results/hawthorn-results-distribution,"PESUTTO, John",Liberal,50080,44310,1178,45488,90.83,,"PESUTTO, John",Liberal,18728,"PESUTTO, John",Liberal,22927,"KENNEDY, John",Australian Labor Party - Victorian Branch,21383,1544,False,4199
Ivanhoe,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/ivanhoe-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/ivanhoe-district-results/ivanhoe-results-distribution,"CARBINES, Anthony",Australian Labor Party - Victorian Branch,46961,40599,1536,42135,89.72,,"CARBINES, Anthony",Australian Labor Party - Victorian Branch,17333,"CARBINES, Anthony",Australian Labor Party - Victorian Branch,25476,"KHOURY, Bernadette",Liberal,15123,10353,False,8143
Kalkallo,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/kalkallo-district-results,https://www.vec.vic.gov.au/-/media/a83958054eec4d46b6fefb73968f8956.xlsx,"SPENCE, Ros",Australian Labor Party - Victorian Branch,52205,39970,3494,43474,83.28,,"SPENCE, Ros",Australian Labor Party - Victorian Branch,21538,"SPENCE, Ros",Australian Labor Party - Victorian Branch,26561,"SINGH, Bikram",Liberal,13409,13152,False,5023
Kew,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/kew-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/kew-district-results/kew-results-distribution,"WILSON, Jess",Liberal,49918,43592,1367,44959,90.07,,"WILSON, Jess",Liberal,19321,"WILSON, Jess",Liberal,23529,"SKELTON, Lucy",Australian Labor Party - Victorian Branch,20063,3466,False,4208
Kororoit,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/kororoit-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/kororoit-district-results/kororoit-results-distribution,"GRIGOROVITCH, Luba",Australian Labor Party - Victorian Branch,51060,40373,3683,44056,86.28,,"GRIGOROVITCH, Luba",Australian Labor Party - Victorian Branch,17468,"GRIGOROVITCH, Luba",Australian Labor Party - Victorian Branch,21452,"FLETCHER, John",Liberal,12533,8919,False,3984
Lara,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/lara-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/lara-district-results/lara-results-distribution,"GEORGE, Ella",Australian Labor Party - Victorian Branch,48920,39521,2668,42189,86.24,,"GEORGE, Ella",Australian Labor Party - Victorian Branch,19635,"GEORGE, Ella",Australian Labor Party - Victorian Branch,19882,"KREIN, Ralph",Liberal,8641,11241,False,247
Laverton,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/laverton-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/laverton-district-results/laverton-results-distribution,"CONNOLLY, Sarah",Australian Labor Party - Victorian Branch,48545,37137,3144,40281,82.98,,"CONNOLLY, Sarah",Australian Labor Party - Victorian Branch,17026,"CONNOLLY, Sarah",Australian Labor Party - Victorian Branch,19364,"REDDY, Raja",Liberal,10321,9043,False,2338
Lowan,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/lowan-district-results,https://www.vec.vic.gov.au/-/media/3e3fb49d470d4f44ab3746a1b3b05905.xlsx,"KEALY, Emma",The Nationals,51182,43240,2612,45909,89.7,,"KEALY, Emma",The Nationals,25487,"KEALY, Emma",The Nationals,30941,"MONAGHAN, Mick",Australian Labor Party - Victorian Branch,12299,18642,False,5454
Macedon,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/macedon-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/macedon-district-results/macedon-results-distribution,"THOMAS, Mary-Anne",Australian Labor Party - Victorian Branch,48019,41589,1974,43563,90.72,,"THOMAS, Mary-Anne",Australian Labor Party - Victorian Branch,17234,"THOMAS, Mary-Anne",Australian Labor Party - Victorian Branch,24762,"BONANNO, Dominic",Liberal,16827,7935,False,7528
Malvern,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/malvern-district-results,https://www.vec.vic.gov.au/-/media/93d40c6f92fd47909bf64e95522f8c57.xlsx,"O'BRIEN, Michael",Liberal,46863,40791,1136,41937,89.49,,"O'BRIEN, Michael",Liberal,21438,"O'BRIEN, Michael",Liberal,23685,"NATALE, Darren",Australian Labor Party - Victorian Branch,17106,6579,False,2247
Melbourne,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/melbourne-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/melbourne-district-results/melbourne-results-distribution,"SANDELL, Ellen",Australian Greens,54533,42519,1485,44004,80.69,,"SANDELL, Ellen",Australian Greens,15855,"SANDELL, Ellen",Australian Greens,25593,"THISTLETON, Rebecca",Australian Labor Party - Victorian Branch,16926,8667,False,9738
Melton,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/melton-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/melton-district-results/melton-results-distribution,"McGHIE, Steve",Australian Labor Party - Victorian Branch,50151,37619,4716,42335,84.42,,"McGHIE, Steve",Australian Labor Party - Victorian Branch,14193,"McGHIE, Steve",Australian Labor Party - Victorian Branch,20538,"WATT, Graham",Liberal,17081,3457,False,6345
Mildura,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mildura-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mildura-district-results/mildura-results-distribution,"BENHAM, Jade",The Nationals,47941,38140,3096,41236,86.01,,"CUPPER, Ali",Independent,12913,"BENHAM, Jade",The Nationals,19520,"CUPPER, Ali",Independent,18620,900,True,9652
Mill Park,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mill-park-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mill-park-district-results/mill-park-results-distribution,"D'AMBROSIO, Lily",Australian Labor Party - Victorian Branch,45937,37798,2510,40308,87.75,,"D'AMBROSIO, Lily",Australian Labor Party - Victorian Branch,18857,"D'AMBROSIO, Lily",Australian Labor Party - Victorian Branch,19106,"YAP, Paige",Liberal,10288,8818,False,249
Monbulk,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/monbulk-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/monbulk-district-results/monbulk-results-distribution,"DE MARTINO, Daniela",Australian Labor Party - Victorian Branch,48547,41797,2063,43860,90.35,,"DE MARTINO, Daniela",Australian Labor Party - Victorian Branch,15071,"DE MARTINO, Daniela",Australian Labor Party - Victorian Branch,24056,"WARD, Gareth",Liberal,17741,6315,False,8985
Mordialloc,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mordialloc-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mordialloc-district-results/mordialloc-results-distribution,"RICHARDSON, Tim",Australian Labor Party - Victorian Branch,50643,44059,2035,46094,91.02,,"RICHARDSON, Tim",Australian Labor Party - Victorian Branch,19398,"RICHARDSON, Tim",Australian Labor Party - Victorian Branch,25640,"PEASE, Phillip",Liberal,18419,7221,False,6242
Mornington,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mornington-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mornington-district-results/mornington-results-distribution,"CREWTHER, Chris",Liberal,48048,42062,1823,43885,91.34,,"CREWTHER, Chris",Liberal,17910,"CREWTHER, Chris",Liberal,21326,"LARDNER, Kate",Independent,20736,590,False,3416
Morwell,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/morwell-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/morwell-district-results/morwell-results-distribution,"CAMERON, Martin",The Nationals,53782,43261,3526,46787,86.99,,"MAXFIELD, Kate",Australian Labor Party - Victorian Branch,13601,"CAMERON, Martin",The Nationals,23541,"MAXFIELD, Kate",Australian Labor Party - Victorian Branch,19720,3821,True,13639
Mulgrave,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/mulgrave-district-results,https://www.vec.vic.gov.au/-/media/fcea8f45905249cf854638b859f6c87b.xlsx,"ANDREWS, Daniel",Australian Labor Party - Victorian Branch,47029,37924,3603,41574,88.4,,"ANDREWS, Daniel",Australian Labor Party - Victorian Branch,19360,"ANDREWS, Daniel",Australian Labor Party - Victorian Branch,23070,"COOK, Ian",Independent,14854,8216,False,3710
Murray Plains,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/murray-plains-district-results,https://www.vec.vic.gov.au/-/media/9274a4547fa1442d8f96df18dec8abf1.xlsx,"WALSH, Peter",The Nationals,48622,40181,2635,42826,88.08,,"WALSH, Peter",The Nationals,24834,"WALSH, Peter",The Nationals,29483,"HURRELL, Damien",Australian Labor Party - Victorian Branch,10698,18785,False,4649
Narre Warren North,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/narre-warren-north-district-results,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-district/narre-warren-north-district-results/narre-warren-north-results-distribution,"WILSON, Belinda",Australian Labor Party - Victorian Branch,51900,41370,3602,44972,86.65,,"WILSON, Belinda",Australian Labor Party - Victorian Branch,19350,"WILSON, Belinda",Australian Labor Party - Victorian Branch,22764,"DRAGAN, Timothy",Liberal,13537,9227,False,3414
