district,district_url,distribution_url,elected_member,elected_party,elected_members,elected_parties,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Reason Australia,Reason Australia,30307,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Sustainable Australia Party - Stop Overdevelopment / Corruption,Sustainable Australia Party - Stop Overdevelopment / Corruption,25356,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Informed Medical Options Party,Informed Medical Options Party,18409,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,"FUSION: Science, Pirate, Secular, Climate Emergency","FUSION: Science, Pirate, Secular, Climate Emergency",17565,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Australian Democrats,Australian Democrats,17542,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,The Great Australian Party,The Great Australian Party,16886,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Unendorsed/Ungrouped Amalgamated,Unendorsed/Ungrouped Amalgamated,15706,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Citizens Party,Citizens Party,14419,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Seniors United Party of Australia,Seniors United Party of Australia,12790,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Federal ICAC Now,Federal ICAC Now,10769,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Australian Values Party,Australian Values Party,9043,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,TNL,TNL,8915,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
New South Wales,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-NSW.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-NSW.pdf,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,"PAYNE, Marise; O'NEILL, Deborah; CADELL, Ross; McALLISTER, Jenny; SHOEBRIDGE, David; MOLAN, Jim",Liberal; Labor; The Nationals; Labor; The Greens; Liberal,6,685818,5467993,4800722,195388,4996110,91.37,301902,0,first,,,Socialist Alliance,Socialist Alliance,8184,State / territory Senate contest,AU-SEN-NSW,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,Liberal/The Nationals,Liberal/The Nationals,1233930,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,Australian Labor Party,Australian Labor Party,1201830,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,The Greens,The Greens,529429,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,UAP,UAP,153231,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,Legalise Cannabis Australia,Legalise Cannabis Australia,114805,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,Pauline Hanson's One Nation,Pauline Hanson's One Nation,111176,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,Liberal Democrats,Liberal Democrats,92295,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,Animal Justice Party,Animal Justice Party,57836,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,Derryn Hinch's Justice Party,Derryn Hinch's Justice Party,54366,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/27966/Website/SenateStateFirstPrefsByGroup-27966-VIC.htm,https://results.aec.gov.au/27966/Website/External/SenateStateDop-27966-VIC.pdf,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,"HENDERSON, Sarah; WHITE, Linda; McKENZIE, Bridget; STEWART, Jana; THORPE, Lidia; BABET, Ralph",Liberal; Australian Labor Party; The Nationals; Australian Labor Party; The Greens; United Australia Party,6,545935,4339960,3821539,139419,3960958,91.27,32100,0,first,,,"Shooters, Fishers and Farmers Party","Shooters, Fishers and Farmers Party",49750,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
