district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,contest_status,result_note,mandate_awarded
081 Berlin-Neukölln,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,192506,144837,1399,146236,75.964386,72419,0,party_vote,,,SGP,SGP,32,Berlin,official,,True
081 Berlin-Neukölln,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,192506,144837,1399,146236,75.964386,72419,0,party_vote,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,241,Berlin,official,,True
081 Berlin-Neukölln,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,192506,144837,1399,146236,75.964386,72419,0,party_vote,,,BSW,BSW,8186,Berlin,official,,True
081 Berlin-Neukölln,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,192506,144837,1399,146236,75.964386,72419,0,party_vote,,,MERA25,MERA25,325,Berlin,official,,True
081 Berlin-Neukölln,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,192506,144837,1399,146236,75.964386,72419,0,party_vote,,,PdF,PdF,177,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,SPD,SPD,23519,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,GRÜNE,GRÜNE,54771,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,CDU,CDU,17940,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,Die Linke,Die Linke,62049,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,AfD,AfD,13854,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,FDP,FDP,4277,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,934,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,EB:Wendt,Independent,1000,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,first,,,EB:Heider,Independent,713,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,SPD,SPD,24138,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,GRÜNE,GRÜNE,46620,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,CDU,CDU,16722,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,Die Linke,Die Linke,57057,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,AfD,AfD,12986,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,FDP,FDP,5010,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,Tierschutzpartei,Tierschutzpartei,1771,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,Die PARTEI,Die PARTEI,1489,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,Team Todenhöfer,Team Todenhöfer,324,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,286,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,Volt,Volt,2055,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,MLPD,MLPD,98,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,BüSo,BüSo,33,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,SGP,SGP,26,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,245,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,BSW,BSW,10643,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,MERA25,MERA25,390,Berlin,official,,True
082 Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,218729,179057,1812,180869,82.69091,89529,0,party_vote,,,PdF,PdF,241,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,SPD,SPD,14472,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,GRÜNE,GRÜNE,8081,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,CDU,CDU,23747,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,Die Linke,Die Linke,70572,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,AfD,AfD,34646,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,FDP,FDP,2961,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,Tierschutzpartei,Tierschutzpartei,3235,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,FREIE WÄHLER,FREIE WÄHLER,892,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,MLPD,MLPD,113,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,BüSo,BüSo,100,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,367,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,first,,,BSW,BSW,9494,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,SPD,SPD,21403,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,GRÜNE,GRÜNE,20226,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,CDU,CDU,25858,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,Die Linke,Die Linke,36609,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,AfD,AfD,36410,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,FDP,FDP,4949,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,Tierschutzpartei,Tierschutzpartei,3017,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,Die PARTEI,Die PARTEI,1294,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,Team Todenhöfer,Team Todenhöfer,260,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,761,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,Volt,Volt,1546,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,MLPD,MLPD,86,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,BüSo,BüSo,72,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,SGP,SGP,27,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,299,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,BSW,BSW,15471,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,MERA25,MERA25,128,Berlin,official,,True
083 Berlin-Treptow-Köpenick,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,Die Linke,Die Linke,206841,168680,1122,169802,82.093009,84341,0,party_vote,,,PdF,PdF,367,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,SPD,SPD,12926,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,GRÜNE,GRÜNE,6093,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,CDU,CDU,43262,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,Die Linke,Die Linke,24895,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,AfD,AfD,43729,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,FDP,FDP,1871,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,FREIE WÄHLER,FREIE WÄHLER,1834,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,MLPD,MLPD,326,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,515,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,first,,,BSW,BSW,12754,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,SPD,SPD,16161,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,GRÜNE,GRÜNE,8913,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,CDU,CDU,24495,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,Die Linke,Die Linke,24761,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,AfD,AfD,46285,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,FDP,FDP,3806,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,Tierschutzpartei,Tierschutzpartei,3365,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,Die PARTEI,Die PARTEI,1037,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,Team Todenhöfer,Team Todenhöfer,196,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,1038,Berlin,official,,True
084 Berlin-Marzahn-Hellersdorf,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,AfD,AfD,195867,148205,1288,149493,76.32373,74103,0,party_vote,,,Volt,Volt,1143,Berlin,official,,True
