district,district_url,distribution_url,elected_member,elected_party,elected_members,elected_parties,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Derryn Hinch's Justice Party,Derryn Hinch's Justice Party,105459,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Labour DLP,Labour DLP,94720,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,United Australia Party,United Australia Party,92691,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,"Shooters, Fishers and Farmers","Shooters, Fishers and Farmers",69322,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Animal Justice Party,Animal Justice Party,57287,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Help End Marijuana Prohibition (HEMP) Party,Help End Marijuana Prohibition (HEMP) Party,56117,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Liberal Democrats,Liberal Democrats,35719,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Australian Conservatives,Australian Conservatives,24443,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Christian Democratic Party (Fred Nile Group),Christian Democratic Party (Fred Nile Group),18791,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,The Small Business Party,The Small Business Party,18534,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,16585,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Independents For Climate Action Now,Independents For Climate Action Now,15183,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Pirate Party,Pirate Party,15043,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Sustainable Australia,Sustainable Australia,14133,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Health Australia Party,Health Australia Party,12899,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Socialist Equality Party,Socialist Equality Party,12415,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Climate Action! Immigration Action! Accountable Politicians!,Climate Action! Immigration Action! Accountable Politicians!,12363,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Australian Workers Party,Australian Workers Party,10710,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Australian Democrats,Australian Democrats,9760,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Republican Party of Australia,Republican Party of Australia,7762,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Rise Up Australia Party,Rise Up Australia Party,6591,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Unendorsed/Ungrouped Amalgamated,Unendorsed/Ungrouped Amalgamated,5733,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,The Great Australian Party,The Great Australian Party,5194,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Secular Party of Australia,Secular Party of Australia,4001,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Citizens Electoral Council,Citizens Electoral Council,3251,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,VOTEFLUX.ORG | Upgrade Democracy!,VOTEFLUX.ORG | Upgrade Democracy!,2418,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Victoria,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-VIC.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-VIC.pdf,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,"PATERSON, James; CICCONE, Raffaele; HUME, Jane; WALSH, Jess; RICE, Janet; VAN, David",Liberal; Australian Labor Party; Liberal; Australian Labor Party; The Greens (VIC); Liberal,6,534207,4184076,3739443,156793,3896236,93.12,178509,0,first,,,Yellow Vest Australia,Yellow Vest Australia,2229,State / territory Senate contest,AU-SEN-VIC,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Queensland,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-QLD.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-QLD.pdf,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,6,414495,3262898,2901464,97908,2999372,91.92,473956,0,first,,,Liberal National Party of Queensland,Liberal National Party of Queensland,1128730,State / territory Senate contest,AU-SEN-QLD,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Queensland,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-QLD.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-QLD.pdf,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,6,414495,3262898,2901464,97908,2999372,91.92,473956,0,first,,,Australian Labor Party,Australian Labor Party,654774,State / territory Senate contest,AU-SEN-QLD,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Queensland,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-QLD.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-QLD.pdf,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,6,414495,3262898,2901464,97908,2999372,91.92,473956,0,first,,,Pauline Hanson's One Nation,Pauline Hanson's One Nation,297994,State / territory Senate contest,AU-SEN-QLD,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Queensland,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-QLD.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-QLD.pdf,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,6,414495,3262898,2901464,97908,2999372,91.92,473956,0,first,,,The Greens,The Greens,288320,State / territory Senate contest,AU-SEN-QLD,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Queensland,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-QLD.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-QLD.pdf,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,6,414495,3262898,2901464,97908,2999372,91.92,473956,0,first,,,United Australia Party,United Australia Party,102230,State / territory Senate contest,AU-SEN-QLD,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
Queensland,https://results.aec.gov.au/24310/Website/SenateStateFirstPrefsByGroup-24310-QLD.htm,https://results.aec.gov.au/24310/Website/External/SenateStateDop-24310-QLD.pdf,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,"SCARR, Paul; GREEN, Nita; MCDONALD, Susan; ROBERTS, Malcolm; RENNICK, Gerard; WATERS, Larissa",Liberal National Party of Queensland; Australian Labor Party; Liberal National Party of Queensland; Pauline Hanson's One Nation; Liberal National Party of Queensland; The Greens,6,414495,3262898,2901464,97908,2999372,91.92,473956,0,first,,,Katter's Australian Party (KAP),Katter's Australian Party (KAP),51407,State / territory Senate contest,AU-SEN-QLD,official,Official AEC first-preference totals by Senate group and final list of elected senators. Full transfer counts are intentionally outside this compact view.
