district,district_url,distribution_url,elected_member,elected_members,elected_party,members_to_elect,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_members,candidate_party,votes,electorate_type,contest_status
Tampines,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;KOH POH KOON;MASAGOS ZULKIFLI,PAP,5,151589,142543,3521,146064,96.36,71272,0,first,,,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;KOH POH KOON;MASAGOS ZULKIFLI,PAP,94668,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;KOH POH KOON;MASAGOS ZULKIFLI,PAP,5,151589,142543,3521,146064,96.36,71272,0,first,,,NSP team,CHOONG HON HENG;FONG CHIN LEONG;MOHD RIDZWAN BIN MOHAMMAD;VINCENT NG KIAN GUAN;YEO REN-YUAN,NSP,47875,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;KOH POH KOON;MASAGOS ZULKIFLI,PAP,5,151589,142543,3521,146064,96.36,71272,1,final,,,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;KOH POH KOON;MASAGOS ZULKIFLI,PAP,94668,GRC,official
Tampines,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;KOH POH KOON;MASAGOS ZULKIFLI,PAP,5,151589,142543,3521,146064,96.36,71272,1,final,,,NSP team,CHOONG HON HENG;FONG CHIN LEONG;MOHD RIDZWAN BIN MOHAMMAD;VINCENT NG KIAN GUAN;YEO REN-YUAN,NSP,47875,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,CHAN CHUN SING;ERIC CHUA SWEE LEONG;INDRANEE THURAI RAJAH;JOAN PEREIRA;ALVIN TAN SHENG HUI,PAP,5,134494,124137,1933,126070,93.74,62069,0,first,,,PAP team,CHAN CHUN SING;ERIC CHUA SWEE LEONG;INDRANEE THURAI RAJAH;JOAN PEREIRA;ALVIN TAN SHENG HUI,PAP,78330,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,CHAN CHUN SING;ERIC CHUA SWEE LEONG;INDRANEE THURAI RAJAH;JOAN PEREIRA;ALVIN TAN SHENG HUI,PAP,5,134494,124137,1933,126070,93.74,62069,0,first,,,PSP team,"A'BAS BIN KASMANI;CHUA TECK LEONG, MICHAEL;HARISH PILLAY;LOW WEI LING;SOON JUN WEI, TERENCE",PSP,45807,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,CHAN CHUN SING;ERIC CHUA SWEE LEONG;INDRANEE THURAI RAJAH;JOAN PEREIRA;ALVIN TAN SHENG HUI,PAP,5,134494,124137,1933,126070,93.74,62069,1,final,,,PAP team,CHAN CHUN SING;ERIC CHUA SWEE LEONG;INDRANEE THURAI RAJAH;JOAN PEREIRA;ALVIN TAN SHENG HUI,PAP,78330,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,CHAN CHUN SING;ERIC CHUA SWEE LEONG;INDRANEE THURAI RAJAH;JOAN PEREIRA;ALVIN TAN SHENG HUI,PAP,5,134494,124137,1933,126070,93.74,62069,1,final,,,PSP team,"A'BAS BIN KASMANI;CHUA TECK LEONG, MICHAEL;HARISH PILLAY;LOW WEI LING;SOON JUN WEI, TERENCE",PSP,45807,GRC,official
West Coast,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,ANG WEI NENG;FOO MEE HAR;DESMOND LEE TI-SENG;RACHEL ONG SIN YEN;S ISWARAN,PAP,5,146089,138654,1646,140300,96.04,69328,0,first,,,PAP team,ANG WEI NENG;FOO MEE HAR;DESMOND LEE TI-SENG;RACHEL ONG SIN YEN;S ISWARAN,PAP,71658,GRC,official
West Coast,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,ANG WEI NENG;FOO MEE HAR;DESMOND LEE TI-SENG;RACHEL ONG SIN YEN;S ISWARAN,PAP,5,146089,138654,1646,140300,96.04,69328,0,first,,,PSP team,KHOO POH TIONG JEFFREY;LEONG MUN WAI;N. LOGANATHAN;HAZEL POA;TAN CHENG BOCK,PSP,66996,GRC,official
West Coast,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,ANG WEI NENG;FOO MEE HAR;DESMOND LEE TI-SENG;RACHEL ONG SIN YEN;S ISWARAN,PAP,5,146089,138654,1646,140300,96.04,69328,1,final,,,PAP team,ANG WEI NENG;FOO MEE HAR;DESMOND LEE TI-SENG;RACHEL ONG SIN YEN;S ISWARAN,PAP,71658,GRC,official
West Coast,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,PAP team,ANG WEI NENG;FOO MEE HAR;DESMOND LEE TI-SENG;RACHEL ONG SIN YEN;S ISWARAN,PAP,5,146089,138654,1646,140300,96.04,69328,1,final,,,PSP team,KHOO POH TIONG JEFFREY;LEONG MUN WAI;N. LOGANATHAN;HAZEL POA;TAN CHENG BOCK,PSP,66996,GRC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,YIP HON WENG,YIP HON WENG,PAP,1,25962,24294,413,24707,95.17,12148,0,first,,,YIP HON WENG,YIP HON WENG,PAP,14775,SMC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,YIP HON WENG,YIP HON WENG,PAP,1,25962,24294,413,24707,95.17,12148,0,first,,,KAYLA LOW,KAYLA LOW,PSP,9519,SMC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,YIP HON WENG,YIP HON WENG,PAP,1,25962,24294,413,24707,95.17,12148,1,final,,,YIP HON WENG,YIP HON WENG,PAP,14775,SMC,official
Yio Chu Kang,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,YIP HON WENG,YIP HON WENG,PAP,1,25962,24294,413,24707,95.17,12148,1,final,,,KAYLA LOW,KAYLA LOW,PSP,9519,SMC,official
Yuhua,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,21351,20032,406,20438,95.72,10017,0,first,,,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,14131,SMC,official
Yuhua,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,21351,20032,406,20438,95.72,10017,0,first,,,ROBIN LOW,ROBIN LOW,SDP,5901,SMC,official
Yuhua,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,21351,20032,406,20438,95.72,10017,1,final,,,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,14131,SMC,official
Yuhua,https://www.eld.gov.sg/finalresults2020.html,https://www.eld.gov.sg/gazette_2020.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,21351,20032,406,20438,95.72,10017,1,final,,,ROBIN LOW,ROBIN LOW,SDP,5901,SMC,official
