district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,contest_status
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,first,,,Myra Williamson,Labour Party,11107,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,first,,,Melanie Wilson,Animal Justice Party Aotearoa New Zealand,326,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Benjamin Doyle,Green Party,3230,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Rudi du Plooy,Vision New Zealand,323,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Naomi Pocock,The Opportunities Party,1048,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Tama Potaka,National Party,17595,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Susan Stevenson,ACT New Zealand,2216,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Kevin Stone,New Zealand First Party,1737,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Myra Williamson,Labour Party,11107,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,1,final,,,Melanie Wilson,Animal Justice Party Aotearoa New Zealand,326,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,ACT New Zealand,ACT New Zealand,3398,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Animal Justice Party Aotearoa New Zealand,Animal Justice Party Aotearoa New Zealand,94,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,DemocracyNZ,DemocracyNZ,169,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Freedoms NZ,Freedoms NZ,55,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Leighton Baker Party,Leighton Baker Party,141,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Green Party,Green Party,3863,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Labour Party,Labour Party,10242,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,New Nation Party,New Nation Party,17,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,National Party,National Party,16026,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,New Conservatives,New Conservatives,97,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,NewZeal,NewZeal,24,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,New Zealand First Party,New Zealand First Party,2410,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,New Zealand Loyal,New Zealand Loyal,322,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Women's Rights Party,Women's Rights Party,163,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Te Pāti Māori,Te Pāti Māori,711,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,The Opportunities Party,The Opportunities Party,967,General,official
Hamilton West,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-13.html,Tama Potaka,National Party,0,37582,634,38216,0,18792,0,party_vote,,,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,37,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Ginny Andersen,Labour Party,17812,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Chris Bishop,National Party,19144,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Jordan Blake,New Zealand Loyal,403,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Lee Donoghue,New Zealand First Party,1228,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Neelu Jennings,Green Party,2492,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Andy Parkins,ACT New Zealand,556,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Max Rangitutia,Vision New Zealand,171,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,first,,,Ben Wylie-van Eerd,The Opportunities Party,980,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Ginny Andersen,Labour Party,17812,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Chris Bishop,National Party,19144,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Jordan Blake,New Zealand Loyal,403,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Lee Donoghue,New Zealand First Party,1228,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Neelu Jennings,Green Party,2492,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Andy Parkins,ACT New Zealand,556,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Max Rangitutia,Vision New Zealand,171,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,1,final,,,Ben Wylie-van Eerd,The Opportunities Party,980,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,ACT New Zealand,ACT New Zealand,2493,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Animal Justice Party Aotearoa New Zealand,Animal Justice Party Aotearoa New Zealand,77,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,DemocracyNZ,DemocracyNZ,147,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Freedoms NZ,Freedoms NZ,53,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Leighton Baker Party,Leighton Baker Party,99,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Green Party,Green Party,6727,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Labour Party,Labour Party,14087,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,New Nation Party,New Nation Party,21,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,National Party,National Party,14772,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,New Conservatives,New Conservatives,50,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,NewZeal,NewZeal,2,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,New Zealand First Party,New Zealand First Party,2257,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,New Zealand Loyal,New Zealand Loyal,324,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Women's Rights Party,Women's Rights Party,215,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Te Pāti Māori,Te Pāti Māori,581,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,The Opportunities Party,The Opportunities Party,1448,General,official
Hutt South,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-14.html,Chris Bishop,National Party,0,42786,361,43147,0,21394,0,party_vote,,,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,32,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,first,,,Irinka Britnell,Aotearoa Legalise Cannabis Party,488,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,first,,,Hamish Campbell,National Party,18693,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,first,,,Mike Davidson,Green Party,2391,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,first,,,Raf Manji,The Opportunities Party,10863,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,first,,,Chris O'Brien,New Conservatives,300,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,first,,,Juanita O'Connell,DemocracyNZ,329,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,first,,,Sarah Pallett,Labour Party,9010,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,1,final,,,Irinka Britnell,Aotearoa Legalise Cannabis Party,488,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,1,final,,,Hamish Campbell,National Party,18693,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,1,final,,,Mike Davidson,Green Party,2391,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,1,final,,,Raf Manji,The Opportunities Party,10863,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,1,final,,,Chris O'Brien,New Conservatives,300,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,1,final,,,Juanita O'Connell,DemocracyNZ,329,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,1,final,,,Sarah Pallett,Labour Party,9010,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,ACT New Zealand,ACT New Zealand,3557,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,Animal Justice Party Aotearoa New Zealand,Animal Justice Party Aotearoa New Zealand,50,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,DemocracyNZ,DemocracyNZ,179,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,Freedoms NZ,Freedoms NZ,101,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,Leighton Baker Party,Leighton Baker Party,50,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,Green Party,Green Party,6398,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,Labour Party,Labour Party,9402,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,New Nation Party,New Nation Party,27,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,National Party,National Party,18470,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,New Conservatives,New Conservatives,96,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,NewZeal,NewZeal,23,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,New Zealand First Party,New Zealand First Party,1729,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,New Zealand Loyal,New Zealand Loyal,150,General,official
Ilam,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-15.html,Hamish Campbell,National Party,0,42074,402,42476,0,21038,0,party_vote,,,Women's Rights Party,Women's Rights Party,85,General,official
