district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,unreturned_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Wira Dr Ku Abd Rahman Bin Ku Ismail,PN,108217,83402,837,247,84486,78.07,41702,0,first,,,Dato' Wira Dr Ku Abd Rahman Bin Ku Ismail,PN,47584,Kedah,P.006,official
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Wira Dr Ku Abd Rahman Bin Ku Ismail,PN,108217,83402,837,247,84486,78.07,41702,0,first,,,Aizuddin Ariffin,PH,16000,Kedah,P.006,official
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Wira Dr Ku Abd Rahman Bin Ku Ismail,PN,108217,83402,837,247,84486,78.07,41702,0,first,,,Hasmuni Bin Hassan (Tok Muni),BN,14489,Kedah,P.006,official
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Wira Dr Ku Abd Rahman Bin Ku Ismail,PN,108217,83402,837,247,84486,78.07,41702,0,first,,,Amiruddin Hamzah (Tok Met),PEJUANG,5329,Kedah,P.006,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Nurul Amin,PN,59806,48629,632,80,49341,82.5,24315,0,first,,,Ustaz Nurul Amin,PN,28217,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Nurul Amin,PN,59806,48629,632,80,49341,82.5,24315,0,first,,,Mahdzir Bin Khalid,BN,17258,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Nurul Amin,PN,59806,48629,632,80,49341,82.5,24315,0,first,,,Muaz Abdullah,PH,2702,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Nurul Amin,PN,59806,48629,632,80,49341,82.5,24315,0,first,,,Razali Bin Lebai Salleh,PEJUANG,452,Kedah,P.007,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Ahmad Yahaya,PN,114838,87944,823,209,88976,77.48,43973,0,first,,,Dato' Ahmad Yahaya,PN,52275,Kedah,P.008,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Ahmad Yahaya,PN,114838,87944,823,209,88976,77.48,43973,0,first,,,Dato' Wira Hj Mahfuz Omar,PH,20524,Kedah,P.008,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Ahmad Yahaya,PN,114838,87944,823,209,88976,77.48,43973,0,first,,,Noran Zamini Bin Jamaluddin,BN,14523,Kedah,P.008,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Ahmad Yahaya,PN,114838,87944,823,209,88976,77.48,43973,0,first,,,Noraini Binti Md Salleh,WARISAN,622,Kedah,P.008,official
Alor Setar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,105994,76986,774,209,77969,73.56,38494,0,first,,,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,37486,Kedah,P.009,official
Alor Setar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,105994,76986,774,209,77969,73.56,38494,0,first,,,Simon Ooi Tze Min,PH,27555,Kedah,P.009,official
Alor Setar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,105994,76986,774,209,77969,73.56,38494,0,first,,,Tan Chee Hiong,BN,8930,Kedah,P.009,official
Alor Setar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,105994,76986,774,209,77969,73.56,38494,0,first,,,Nuhairi Rahmat,PEJUANG,2383,Kedah,P.009,official
Alor Setar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,105994,76986,774,209,77969,73.56,38494,0,first,,,Fadzil Bin Hanafi,WARISAN,366,Kedah,P.009,official
Alor Setar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,105994,76986,774,209,77969,73.56,38494,0,first,,,Sofan Feroza,BEBAS,151,Kedah,P.009,official
Alor Setar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Afnan Hamimi Bin Dato' Haji Taib Azamudden,PN,105994,76986,774,209,77969,73.56,38494,0,first,,,Dato' Dr Nordin Yunus,BEBAS,115,Kedah,P.009,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Ahmad Fakhruddin,PN,132500,100475,811,224,101510,76.61,50238,0,first,,,Dr. Ahmad Fakhruddin,PN,56298,Kedah,P.010,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Ahmad Fakhruddin,PN,132500,100475,811,224,101510,76.61,50238,0,first,,,Dr Azman Ismail,PH,28237,Kedah,P.010,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Ahmad Fakhruddin,PN,132500,100475,811,224,101510,76.61,50238,0,first,,,Dato Dr Mashitah Binti Ibrahim,BN,13879,Kedah,P.010,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Ahmad Fakhruddin,PN,132500,100475,811,224,101510,76.61,50238,0,first,,,Ulya Husamudin,PEJUANG,1805,Kedah,P.010,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Ahmad Fakhruddin,PN,132500,100475,811,224,101510,76.61,50238,0,first,,,Pak Tuan Al Idrus,WARISAN,256,Kedah,P.010,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Datuk Haji Awang Solahudin,PN,94547,75594,650,137,76381,80.79,37798,0,first,,,Datuk Haji Awang Solahudin,PN,49008,Kedah,P.011,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Datuk Haji Awang Solahudin,PN,94547,75594,650,137,76381,80.79,37798,0,first,,,Suraya Binti Yaacob,BN,17719,Kedah,P.011,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Datuk Haji Awang Solahudin,PN,94547,75594,650,137,76381,80.79,37798,0,first,,,Dato Zul,PH,8058,Kedah,P.011,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Datuk Haji Awang Solahudin,PN,94547,75594,650,137,76381,80.79,37798,0,first,,,Rashid Yob,PEJUANG,809,Kedah,P.011,official
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Sabri Bin Azit,PN,105001,82293,837,164,83294,79.33,41147,0,first,,,Ustaz Sabri Bin Azit,PN,49461,Kedah,P.012,official
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Sabri Bin Azit,PN,105001,82293,837,164,83294,79.33,41147,0,first,,,Dato Seri Dr. Jamil Khir Baharom,BN,16269,Kedah,P.012,official
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Sabri Bin Azit,PN,105001,82293,837,164,83294,79.33,41147,0,first,,,Zulhazmi Bin Shariff,PH,15590,Kedah,P.012,official
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Sabri Bin Azit,PN,105001,82293,837,164,83294,79.33,41147,0,first,,,Datuk Nizam Mahshar,PEJUANG,973,Kedah,P.012,official
Sik,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ahmad Tarmizi Sulaiman,PN,63126,51161,416,82,51659,81.83,25581,0,first,,,Ahmad Tarmizi Sulaiman,PN,34606,Kedah,P.013,official
Sik,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ahmad Tarmizi Sulaiman,PN,63126,51161,416,82,51659,81.83,25581,0,first,,,Maiza,BN,12819,Kedah,P.013,official
Sik,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ahmad Tarmizi Sulaiman,PN,63126,51161,416,82,51659,81.83,25581,0,first,,,Dato' Latifah,PH,3736,Kedah,P.013,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Mohd Nazri,PN,132444,102544,1027,208,103779,78.36,51273,0,first,,,Mohd Nazri,PN,52573,Kedah,P.014,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Mohd Nazri,PN,132444,102544,1027,208,103779,78.36,51273,0,first,,,Nurin Aina,PH,31554,Kedah,P.014,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Mohd Nazri,PN,132444,102544,1027,208,103779,78.36,51273,0,first,,,Dato' Shaiful Hazizy,BN,16691,Kedah,P.014,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Mohd Nazri,PN,132444,102544,1027,208,103779,78.36,51273,0,first,,,Datuk Mosin Razak,PEJUANG,1201,Kedah,P.014,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Mohd Nazri,PN,132444,102544,1027,208,103779,78.36,51273,0,first,,,Khairul Anuar,WARISAN,525,Kedah,P.014,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Taufiq Bin Dato' Johari,PH,168847,130004,1187,256,131447,77.85,65003,0,first,,,Dr. Taufiq Bin Dato' Johari,PH,50580,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Taufiq Bin Dato' Johari,PH,168847,130004,1187,256,131447,77.85,65003,0,first,,,Dr. Robert Ling,PN,49465,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Taufiq Bin Dato' Johari,PH,168847,130004,1187,256,131447,77.85,65003,0,first,,,Dato' Shahanim Binti Mohamad Yusoff,BN,27391,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Taufiq Bin Dato' Johari,PH,168847,130004,1187,256,131447,77.85,65003,0,first,,,Hj. Marzuki Yahya,PEJUANG,2342,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dr. Taufiq Bin Dato' Johari,PH,168847,130004,1187,256,131447,77.85,65003,0,first,,,Tan Joon Long @ Tan Chow Kang,PRM,226,Kedah,P.015,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Hassan,PN,132099,109064,1141,148,110353,83.54,54533,0,first,,,Ustaz Hassan,PN,64493,Kedah,P.016,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Hassan,PN,132099,109064,1141,148,110353,83.54,54533,0,first,,,Datuk Azeez Rahim,BN,35356,Kedah,P.016,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Hassan,PN,132099,109064,1141,148,110353,83.54,54533,0,first,,,Cikgu Johari Abdullah,PH,8636,Kedah,P.016,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Ustaz Hassan,PN,132099,109064,1141,148,110353,83.54,54533,0,first,,,Lt Kol (B) Basir,PEJUANG,579,Kedah,P.016,official
Padang Serai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Cikgu Azman,PN,133867,91416,753,133,92302,68.95,45709,0,first,,,Dato' Cikgu Azman,PN,51637,Kedah,P.017,official
Padang Serai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Cikgu Azman,PN,133867,91416,753,133,92302,68.95,45709,0,first,,,Dr. Sofee Razak,PH,35377,Kedah,P.017,official
Padang Serai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Cikgu Azman,PN,133867,91416,753,133,92302,68.95,45709,0,first,,,Dato Sivaraj Chandran,BN,2983,Kedah,P.017,official
Padang Serai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2022,Dato' Cikgu Azman,PN,133867,91416,753,133,92302,68.95,45709,0,first,,,Ananda Ak,BEBAS,846,Kedah,P.017,official
