district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note,district_seats
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Red-Green Alliance,Red-Green Alliance,66912,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Social Democrats,Social Democrats,51975,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,SF,SF,51017,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Social Liberals,Social Liberals,45691,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Conservatives,Conservatives,29638,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Liberal Alliance,Liberal Alliance,28919,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Moderates,Moderates,28701,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Alternative,Alternative,26436,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Danish People's Party,Danish People's Party,17677,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Venstre,Venstre,12185,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Citizens' Party,Citizens' Party,2590,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Denmark Democrats,Denmark Democrats,2250,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
København,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Red-Green Alliance,Red-Green Alliance,438840,365683,3884,369567,84.21,182842,0,first,,,Independent,Independent,1692,Denmark,DK_101,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Social Democrats,Social Democrats,10490,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Conservatives,Conservatives,8586,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Social Liberals,Social Liberals,8456,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Red-Green Alliance,Red-Green Alliance,8362,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,SF,SF,7433,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Moderates,Moderates,6221,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Liberal Alliance,Liberal Alliance,5671,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Alternative,Alternative,3404,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Venstre,Venstre,3247,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Danish People's Party,Danish People's Party,2915,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Denmark Democrats,Denmark Democrats,394,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Citizens' Party,Citizens' Party,374,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Frederiksberg,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,75868,65803,609,66412,87.54,32902,0,first,,,Independent,Independent,250,Denmark,DK_147,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Social Democrats,Social Democrats,8077,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,SF,SF,3765,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Danish People's Party,Danish People's Party,3738,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Moderates,Moderates,2184,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Liberal Alliance,Liberal Alliance,2019,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Red-Green Alliance,Red-Green Alliance,2018,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Conservatives,Conservatives,1992,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Social Liberals,Social Liberals,1873,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Venstre,Venstre,1322,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Alternative,Alternative,684,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Citizens' Party,Citizens' Party,551,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Ballerup,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,35718,28709,408,29117,81.52,14355,0,first,,,Denmark Democrats,Denmark Democrats,486,Denmark,DK_151,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Brøndby,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,24338,18156,251,18407,75.63,9079,0,first,,,Social Democrats,Social Democrats,4847,Denmark,DK_153,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Brøndby,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,24338,18156,251,18407,75.63,9079,0,first,,,Danish People's Party,Danish People's Party,2952,Denmark,DK_153,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Brøndby,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,24338,18156,251,18407,75.63,9079,0,first,,,Red-Green Alliance,Red-Green Alliance,2048,Denmark,DK_153,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Brøndby,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,24338,18156,251,18407,75.63,9079,0,first,,,SF,SF,2007,Denmark,DK_153,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
Brøndby,https://www.dst.dk/valg/Valg2546527/valgopg/valgopgHL.htm,,Social Democrats,Social Democrats,24338,18156,251,18407,75.63,9079,0,first,,,Social Liberals,Social Liberals,1250,Denmark,DK_153,official,"Official municipality party totals. Folketing seats are allocated through larger constituencies and national adjustment, not by municipality.",0
