district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note
"Kent County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,85415,0,85415,0,5020,0,first,,,John C Carney Jr,Democratic,44352,Delaware,US-GOVERNOR-COUNTY-10001,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"Kent County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,85415,0,85415,0,5020,0,first,,,Julianne E Murray,Republican,39332,Delaware,US-GOVERNOR-COUNTY-10001,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"Kent County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,85415,0,85415,0,5020,0,first,,,Kathy S Dematteis,Independent,1115,Delaware,US-GOVERNOR-COUNTY-10001,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"Kent County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,85415,0,85415,0,5020,0,first,,,John J Machurek,Libertarian,616,Delaware,US-GOVERNOR-COUNTY-10001,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"New Castle County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,280039,0,280039,0,109133,0,first,,,John C Carney Jr,Democratic,191678,Delaware,US-GOVERNOR-COUNTY-10003,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"New Castle County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,280039,0,280039,0,109133,0,first,,,Julianne E Murray,Republican,82545,Delaware,US-GOVERNOR-COUNTY-10003,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"New Castle County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,280039,0,280039,0,109133,0,first,,,Kathy S Dematteis,Independent,3785,Delaware,US-GOVERNOR-COUNTY-10003,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"New Castle County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,John C Carney Jr,Democratic,0,280039,0,280039,0,109133,0,first,,,John J Machurek,Libertarian,2031,Delaware,US-GOVERNOR-COUNTY-10003,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"Sussex County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,Julianne E Murray,Republican,0,127181,0,127181,0,11562,0,first,,,Julianne E Murray,Republican,68435,Delaware,US-GOVERNOR-COUNTY-10005,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
"Sussex County, Delaware",https://electionlab.mit.edu/data,https://electionlab.mit.edu/data,Julianne E Murray,Republican,0,127181,0,127181,0,11562,0,first,,,John C Carney Jr,Democratic,56873,Delaware,US-GOVERNOR-COUNTY-10005,compiled,Candidate totals are aggregated from checksum- or revision-pinned MIT Election Lab precinct returns. The state view is the sum of mapped county/reporting areas.
