district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note,district_seats
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,PP,PP,88299,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,PSOE,PSOE,76322,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,VOX,VOX,36750,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,SUMAR,SUMAR,15834,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,PACMA,PACMA,1261,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,FO,FO,381,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,RECORTES CERO,RECORTES CERO,185,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Albacete,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,307988,219357,4560,223917,72.7,109679,0,first,,,PUM+J,PUM+J,325,Spain,ES-01,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,PP,PP,330293,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,PSOE,PSOE,287737,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,VOX,VOX,146133,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,SUMAR,SUMAR,115787,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,PACMA,PACMA,7335,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,FO,FO,1724,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,RECORTES CERO,RECORTES CERO,1135,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,CJ,CJ,1027,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Alicante/Alacant,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,1306311,892617,16225,908842,69.57,446309,0,first,,,PARTIDO AUTÓNOMOS,PARTIDO AUTÓNOMOS,1446,Spain,ES-02,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,12
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,PP,PP,131524,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,PSOE,PSOE,93282,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,VOX,VOX,68364,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,SUMAR,SUMAR,21485,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,PACMA,PACMA,1962,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,FO,FO,500,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,RECORTES CERO,RECORTES CERO,206,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,PUM+J,PUM+J,371,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,ALM,ALM,874,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Almería,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PP,PP,516114,318778,5627,324405,62.86,159390,0,first,,,LB,LB,210,Spain,ES-03,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,6
Araba/Álava,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,https://www.boe.es/buscar/doc.php?id=BOE-A-2023-18907,PSOE,PSOE,260214,168385,2153,170538,65.54,84193,0,first,,,PP,PP,30212,Spain,ES-04,official,Blank and null ballots are combined as non-party ballots so party-list votes plus non-party ballots reconcile to ballots cast.,4
