district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Burdekin,https://results.elections.qld.gov.au/SGE2024/burdekin,https://results.elections.qld.gov.au/SGE2024/burdekin/preference,"LAST, Dale",Liberal National Party of Queensland,36437,30839,1061,31900,87.55,15420,"LAST, Dale",Liberal National Party of Queensland,16035,"LAST, Dale",Liberal National Party of Queensland,20293,"BAKER, Anne",Australian Labor Party (State of Queensland),10546,9747,False,4258
Burleigh,https://results.elections.qld.gov.au/SGE2024/burleigh,https://results.elections.qld.gov.au/SGE2024/burleigh/preference,"VORSTER, Hermann",Liberal National Party of Queensland,38009,30121,1926,32047,84.31,15061,"VORSTER, Hermann",Liberal National Party of Queensland,15002,"VORSTER, Hermann",Liberal National Party of Queensland,18902,"CARLIN, Claire",Australian Labor Party (State of Queensland),11219,7683,False,3900
Burnett,https://results.elections.qld.gov.au/SGE2024/burnett,https://results.elections.qld.gov.au/SGE2024/burnett/preference,"BENNETT, Stephen",Liberal National Party of Queensland,42028,36446,1639,38085,90.62,18224,"BENNETT, Stephen",Liberal National Party of Queensland,18247,"BENNETT, Stephen",Liberal National Party of Queensland,23843,"MORGAN, Kerri",Australian Labor Party (State of Queensland),12603,11240,False,5596
Cairns,https://results.elections.qld.gov.au/SGE2024/cairns,https://results.elections.qld.gov.au/SGE2024/cairns/preference,"HEALY, Michael",Australian Labor Party (State of Queensland),39493,30222,1268,31490,79.74,15112,"HEALY, Michael",Australian Labor Party (State of Queensland),10900,"HEALY, Michael",Australian Labor Party (State of Queensland),15860,"ENTSCH, Yolonde",Liberal National Party of Queensland,14362,1498,False,4960
Callide,https://results.elections.qld.gov.au/SGE2024/callide,https://results.elections.qld.gov.au/SGE2024/callide/preference,"HEAD, Bryson",Liberal National Party of Queensland,36482,31501,1147,32648,89.49,15751,"HEAD, Bryson",Liberal National Party of Queensland,17917,"HEAD, Bryson",Liberal National Party of Queensland,23053,"DENDLE, Samantha",Australian Labor Party (State of Queensland),8448,14605,False,5136
Caloundra,https://results.elections.qld.gov.au/SGE2024/caloundra,https://results.elections.qld.gov.au/SGE2024/caloundra/preference,"MORTON, Kendall",Liberal National Party of Queensland,45747,38907,2004,40911,89.43,19454,"MORTON, Kendall",Liberal National Party of Queensland,16771,"MORTON, Kendall",Liberal National Party of Queensland,20159,"HUNT, Jason",Australian Labor Party (State of Queensland),18748,1411,False,3388
Capalaba,https://results.elections.qld.gov.au/SGE2024/capalaba,https://results.elections.qld.gov.au/SGE2024/capalaba/preference,"FIELD, Russell",Liberal National Party of Queensland,37596,33034,1109,34143,90.82,16518,"FIELD, Russell",Liberal National Party of Queensland,14665,"FIELD, Russell",Liberal National Party of Queensland,17159,"BROWN, Don",Australian Labor Party (State of Queensland),15875,1284,False,2494
Chatsworth,https://results.elections.qld.gov.au/SGE2024/chatsworth,https://results.elections.qld.gov.au/SGE2024/chatsworth/preference,"MINNIKIN, Steve",Liberal National Party of Queensland,36830,32946,884,33830,91.85,16474,"MINNIKIN, Steve",Liberal National Party of Queensland,17309,"MINNIKIN, Steve",Liberal National Party of Queensland,19264,"O'DONNELL, Lisa",Australian Labor Party (State of Queensland),13682,5582,False,1955
Clayfield,https://results.elections.qld.gov.au/SGE2024/clayfield,https://results.elections.qld.gov.au/SGE2024/clayfield/preference,"NICHOLLS, Tim",Liberal National Party of Queensland,42400,37131,758,37889,89.36,18566,"NICHOLLS, Tim",Liberal National Party of Queensland,17591,"NICHOLLS, Tim",Liberal National Party of Queensland,19881,"BROOKFIELD, Belle",Australian Labor Party (State of Queensland),17250,2631,False,2290
Condamine,https://results.elections.qld.gov.au/SGE2024/condamine,https://results.elections.qld.gov.au/SGE2024/condamine/preference,"WEIR, Pat",Liberal National Party of Queensland,42253,37529,1312,38841,91.92,18765,"WEIR, Pat",Liberal National Party of Queensland,22562,"WEIR, Pat",Liberal National Party of Queensland,27620,"WHIBLEY-FAULKNER, Ben",Australian Labor Party (State of Queensland),9909,17711,False,5058
Cook,https://results.elections.qld.gov.au/SGE2024/cook,https://results.elections.qld.gov.au/SGE2024/cook/preference,"KEMPTON, David",Liberal National Party of Queensland,36590,26227,1172,27399,74.88,13114,"LUI, Cynthia",Australian Labor Party (State of Queensland),8744,"KEMPTON, David",Liberal National Party of Queensland,14419,"LUI, Cynthia",Australian Labor Party (State of Queensland),11808,2611,True,5691
Coomera,https://results.elections.qld.gov.au/SGE2024/coomera,https://results.elections.qld.gov.au/SGE2024/coomera/preference,"CRANDON, Michael",Liberal National Party of Queensland,53886,43087,2193,45280,84.03,21544,"CRANDON, Michael",Liberal National Party of Queensland,19108,"CRANDON, Michael",Liberal National Party of Queensland,25866,"JOHNSON, Chris",Australian Labor Party (State of Queensland),17221,8645,False,6758
Cooper,https://results.elections.qld.gov.au/SGE2024/cooper,https://results.elections.qld.gov.au/SGE2024/cooper/preference,"BUSH, Jonty",Australian Labor Party (State of Queensland),38635,34815,627,35442,91.74,17408,"BUSH, Jonty",Australian Labor Party (State of Queensland),12941,"BUSH, Jonty",Australian Labor Party (State of Queensland),21296,"BAILEY, Raewyn",Liberal National Party of Queensland,13519,7777,False,8355
Currumbin,https://results.elections.qld.gov.au/SGE2024/currumbin,https://results.elections.qld.gov.au/SGE2024/currumbin/preference,"GERBER, Laura",Liberal National Party of Queensland,37734,29938,1902,31840,84.38,14970,"GERBER, Laura",Liberal National Party of Queensland,14328,"GERBER, Laura",Liberal National Party of Queensland,18657,"FLEURY, Nathan",Australian Labor Party (State of Queensland),11281,7376,False,4329
Everton,https://results.elections.qld.gov.au/SGE2024/everton,https://results.elections.qld.gov.au/SGE2024/everton/preference,"MANDER, Tim",Liberal National Party of Queensland,39738,35829,1010,36839,92.7,17915,"MANDER, Tim",Liberal National Party of Queensland,17710,"MANDER, Tim",Liberal National Party of Queensland,19801,"BYARD, Michelle",Australian Labor Party (State of Queensland),16028,3773,False,2091
Ferny Grove,https://results.elections.qld.gov.au/SGE2024/fernygrove,https://results.elections.qld.gov.au/SGE2024/fernygrove/preference,"FURNER, Mark",Australian Labor Party (State of Queensland),38017,34264,828,35092,92.31,17133,"FURNER, Mark",Australian Labor Party (State of Queensland),13631,"FURNER, Mark",Australian Labor Party (State of Queensland),19834,"SAVANH, Nelson",Liberal National Party of Queensland,14430,5404,False,6203
Gaven,https://results.elections.qld.gov.au/SGE2024/gaven,https://results.elections.qld.gov.au/SGE2024/gaven/preference,"SCANLON, Meaghan",Australian Labor Party (State of Queensland),34992,29168,1389,30557,87.33,14585,"SCANLON, Meaghan",Australian Labor Party (State of Queensland),12057,"SCANLON, Meaghan",Australian Labor Party (State of Queensland),14780,"STONE, Bianca",Liberal National Party of Queensland,14388,392,False,2723
Gladstone,https://results.elections.qld.gov.au/SGE2024/gladstone,https://results.elections.qld.gov.au/SGE2024/gladstone/preference,"BUTCHER, Glenn",Australian Labor Party (State of Queensland),37135,31334,1407,32741,88.17,15668,"BUTCHER, Glenn",Australian Labor Party (State of Queensland),14067,"BUTCHER, Glenn",Australian Labor Party (State of Queensland),18554,"ASKEW, Steve",Liberal National Party of Queensland,12780,5774,False,4487
Glass House,https://results.elections.qld.gov.au/SGE2024/glasshouse,https://results.elections.qld.gov.au/SGE2024/glasshouse/preference,"POWELL, Andrew",Liberal National Party of Queensland,38843,33356,1515,34871,89.77,16679,"POWELL, Andrew",Liberal National Party of Queensland,15149,"POWELL, Andrew",Liberal National Party of Queensland,20074,"CASPERSZ JNR, Humphrey",Australian Labor Party (State of Queensland),13282,6792,False,4925
Greenslopes,https://results.elections.qld.gov.au/SGE2024/greenslopes,https://results.elections.qld.gov.au/SGE2024/greenslopes/preference,"KELLY, Joe",Australian Labor Party (State of Queensland),38742,34335,767,35102,90.6,17168,"KELLY, Joe",Australian Labor Party (State of Queensland),12205,"KELLY, Joe",Australian Labor Party (State of Queensland),20534,"NEWBOLD, Andrew",Liberal National Party of Queensland,13801,6733,False,8329
Gregory,https://results.elections.qld.gov.au/SGE2024/gregory,https://results.elections.qld.gov.au/SGE2024/gregory/preference,"DILLON, Sean",Liberal National Party of Queensland,26272,21349,694,22043,83.9,10675,"DILLON, Sean",Liberal National Party of Queensland,12249,"DILLON, Sean",Liberal National Party of Queensland,15167,"HUMPHREYS, Rebecca",Australian Labor Party (State of Queensland),6182,8985,False,2918
Gympie,https://results.elections.qld.gov.au/SGE2024/gympie,https://results.elections.qld.gov.au/SGE2024/gympie/preference,"PERRETT, Tony",Liberal National Party of Queensland,44258,37755,1661,39416,89.06,18878,"PERRETT, Tony",Liberal National Party of Queensland,17530,"PERRETT, Tony",Liberal National Party of Queensland,24448,"ANDERSON, Lachlan",Australian Labor Party (State of Queensland),13307,11141,False,6918
Hervey Bay,https://results.elections.qld.gov.au/SGE2024/herveybay,https://results.elections.qld.gov.au/SGE2024/herveybay/preference,"LEE, David",Liberal National Party of Queensland,44763,38198,1450,39648,88.57,19100,"LEE, David",Liberal National Party of Queensland,16719,"LEE, David",Liberal National Party of Queensland,22306,"TANTARI, Adrian",Australian Labor Party (State of Queensland),15892,6414,False,5587
Hill,https://results.elections.qld.gov.au/SGE2024/hill,https://results.elections.qld.gov.au/SGE2024/hill/preference,"KNUTH, Shane",Katter's Australian Party (KAP),41704,34565,1351,35916,86.12,17283,"KNUTH, Shane",Katter's Australian Party (KAP),15075,"KNUTH, Shane",Katter's Australian Party (KAP),22029,"MCCOLLUM, Cameron",Liberal National Party of Queensland,12536,9493,False,6954
Hinchinbrook,https://results.elections.qld.gov.au/SGE2024/hinchinbrook,https://results.elections.qld.gov.au/SGE2024/hinchinbrook/preference,"DAMETTO, Nick",Katter's Australian Party (KAP),38931,33069,1175,34244,87.96,16535,"DAMETTO, Nick",Katter's Australian Party (KAP),15351,"DAMETTO, Nick",Katter's Australian Party (KAP),20889,"SWAINE, Annette",Liberal National Party of Queensland,12180,8709,False,5538
Inala,https://results.elections.qld.gov.au/SGE2024/inala,https://results.elections.qld.gov.au/SGE2024/inala/preference,"NIGHTINGALE, Margie",Australian Labor Party (State of Queensland),39096,32305,1632,33937,86.8,16153,"NIGHTINGALE, Margie",Australian Labor Party (State of Queensland),15227,"NIGHTINGALE, Margie",Australian Labor Party (State of Queensland),20235,"YEN, Trang",Liberal National Party of Queensland,12070,8165,False,5008
Ipswich,https://results.elections.qld.gov.au/SGE2024/ipswich,https://results.elections.qld.gov.au/SGE2024/ipswich/preference,"HOWARD, Jennifer",Australian Labor Party (State of Queensland),39485,32998,1533,34531,87.45,16500,"HOWARD, Jennifer",Australian Labor Party (State of Queensland),14069,"HOWARD, Jennifer",Australian Labor Party (State of Queensland),19435,"CULPEPER, Damian",Liberal National Party of Queensland,13563,5872,False,5366
Ipswich West,https://results.elections.qld.gov.au/SGE2024/ipswichwest,https://results.elections.qld.gov.au/SGE2024/ipswichwest/preference,"BOURNE, Wendy",Australian Labor Party (State of Queensland),39496,32771,1763,34534,87.44,16386,"BOURNE, Wendy",Australian Labor Party (State of Queensland),12660,"BOURNE, Wendy",Australian Labor Party (State of Queensland),17672,"TOFT, Georgia",Liberal National Party of Queensland,15099,2573,False,5012
Jordan,https://results.elections.qld.gov.au/SGE2024/jordan,https://results.elections.qld.gov.au/SGE2024/jordan/preference,"MULLEN, Charis",Australian Labor Party (State of Queensland),46554,39582,1842,41424,88.98,19792,"MULLEN, Charis",Australian Labor Party (State of Queensland),19225,"MULLEN, Charis",Australian Labor Party (State of Queensland),23729,"BURNS, Kevin",Liberal National Party of Queensland,15853,7876,False,4504
Kawana,https://results.elections.qld.gov.au/SGE2024/kawana,https://results.elections.qld.gov.au/SGE2024/kawana/preference,"BLEIJIE, Jarrod",Liberal National Party of Queensland,40050,34263,1229,35492,88.62,17132,"BLEIJIE, Jarrod",Liberal National Party of Queensland,19036,"BLEIJIE, Jarrod",Liberal National Party of Queensland,21489,"DAWSON, Jim",Australian Labor Party (State of Queensland),12774,8715,False,2453
Keppel,https://results.elections.qld.gov.au/SGE2024/keppel,https://results.elections.qld.gov.au/SGE2024/keppel/preference,"HUTTON, Nigel",Liberal National Party of Queensland,40394,35145,1296,36441,90.21,17573,"HUTTON, Nigel",Liberal National Party of Queensland,12684,"HUTTON, Nigel",Liberal National Party of Queensland,21254,"LAUGA, Brittany",Australian Labor Party (State of Queensland),13891,7363,False,8570
Kurwongbah,https://results.elections.qld.gov.au/SGE2024/kurwongbah,https://results.elections.qld.gov.au/SGE2024/kurwongbah/preference,"KING, Shane",Australian Labor Party (State of Queensland),41788,35972,1347,37319,89.31,17987,"KING, Shane",Australian Labor Party (State of Queensland),15596,"KING, Shane",Australian Labor Party (State of Queensland),20103,"MCKEWEN, Tanya",Liberal National Party of Queensland,15869,4234,False,4507
Lockyer,https://results.elections.qld.gov.au/SGE2024/lockyer,https://results.elections.qld.gov.au/SGE2024/lockyer/preference,"MCDONALD, Jim",Liberal National Party of Queensland,39511,33960,1363,35323,89.4,16981,"MCDONALD, Jim",Liberal National Party of Queensland,17909,"MCDONALD, Jim",Liberal National Party of Queensland,23488,"TIERNAN, Euan",Australian Labor Party (State of Queensland),10472,13016,False,5579
Logan,https://results.elections.qld.gov.au/SGE2024/logan,https://results.elections.qld.gov.au/SGE2024/logan/preference,"POWER, Linus",Australian Labor Party (State of Queensland),48773,39261,2337,41598,85.29,19631,"POWER, Linus",Australian Labor Party (State of Queensland),15965,"POWER, Linus",Australian Labor Party (State of Queensland),21304,"OWENS, Mathew",Liberal National Party of Queensland,17957,3347,False,5339
Lytton,https://results.elections.qld.gov.au/SGE2024/lytton,https://results.elections.qld.gov.au/SGE2024/lytton/preference,"PEASE, Joan",Australian Labor Party (State of Queensland),39636,34846,1164,36010,90.85,17424,"PEASE, Joan",Australian Labor Party (State of Queensland),14003,"PEASE, Joan",Australian Labor Party (State of Queensland),18470,"GARDINER, Chad",Liberal National Party of Queensland,16376,2094,False,4467
Macalister,https://results.elections.qld.gov.au/SGE2024/macalister,https://results.elections.qld.gov.au/SGE2024/macalister/preference,"MCMAHON, Melissa",Australian Labor Party (State of Queensland),41917,33393,1895,35288,84.19,16697,"MCMAHON, Melissa",Australian Labor Party (State of Queensland),13631,"MCMAHON, Melissa",Australian Labor Party (State of Queensland),17342,"VAN MANEN, Rob",Liberal National Party of Queensland,16051,1291,False,3711
Mackay,https://results.elections.qld.gov.au/SGE2024/mackay,https://results.elections.qld.gov.au/SGE2024/mackay/preference,"DALTON, Nigel",Liberal National Party of Queensland,40400,32953,1551,34504,85.41,16477,"DALTON, Nigel",Liberal National Party of Queensland,15155,"DALTON, Nigel",Liberal National Party of Queensland,19839,"HASSAN, Belinda",Australian Labor Party (State of Queensland),13114,6725,False,4684
Maiwar,https://results.elections.qld.gov.au/SGE2024/maiwar,https://results.elections.qld.gov.au/SGE2024/maiwar/preference,"BERKMAN, Michael",Queensland Greens,40655,36274,658,36932,90.84,18138,"WINTERS, Natasha",Liberal National Party of Queensland,13676,"BERKMAN, Michael",Queensland Greens,19382,"WINTERS, Natasha",Liberal National Party of Queensland,16892,2490,True,7063
Mansfield,https://results.elections.qld.gov.au/SGE2024/mansfield,https://results.elections.qld.gov.au/SGE2024/mansfield/preference,"MCMILLAN, Corrine",Australian Labor Party (State of Queensland),36604,32101,1017,33118,90.48,16051,"MCMILLAN, Corrine",Australian Labor Party (State of Queensland),13674,"MCMILLAN, Corrine",Australian Labor Party (State of Queensland),17620,"SINGH, Pinky",Liberal National Party of Queensland,14481,3139,False,3946
Maroochydore,https://results.elections.qld.gov.au/SGE2024/maroochydore,https://results.elections.qld.gov.au/SGE2024/maroochydore/preference,"SIMPSON, Fiona",Liberal National Party of Queensland,38308,31973,1256,33229,86.74,15987,"SIMPSON, Fiona",Liberal National Party of Queensland,16897,"SIMPSON, Fiona",Liberal National Party of Queensland,19479,"MCQUEEN, Naomi",Australian Labor Party (State of Queensland),12494,6985,False,2582
Maryborough,https://results.elections.qld.gov.au/SGE2024/maryborough,https://results.elections.qld.gov.au/SGE2024/maryborough/preference,"BAROUNIS, John",Liberal National Party of Queensland,43120,37108,1899,39007,90.46,18555,"SAUNDERS, Bruce",Australian Labor Party (State of Queensland),14336,"BAROUNIS, John",Liberal National Party of Queensland,19609,"SAUNDERS, Bruce",Australian Labor Party (State of Queensland),17499,2110,True,6016
McConnel,https://results.elections.qld.gov.au/SGE2024/mcconnel,https://results.elections.qld.gov.au/SGE2024/mcconnel/preference,"GRACE, Grace",Australian Labor Party (State of Queensland),42234,34821,943,35764,84.68,17411,"GRACE, Grace",Australian Labor Party (State of Queensland),12354,"GRACE, Grace",Australian Labor Party (State of Queensland),20458,"DUFFEY, Christien",Liberal National Party of Queensland,14363,6095,False,8104
Mermaid Beach,https://results.elections.qld.gov.au/SGE2024/mermaidbeach,https://results.elections.qld.gov.au/SGE2024/mermaidbeach/preference,"STEVENS, Ray",Liberal National Party of Queensland,38261,30615,1771,32386,84.64,15308,"STEVENS, Ray",Liberal National Party of Queensland,15762,"STEVENS, Ray",Liberal National Party of Queensland,19331,"SHIELS, Joseph",Australian Labor Party (State of Queensland),11284,8047,False,3569
Miller,https://results.elections.qld.gov.au/SGE2024/miller,https://results.elections.qld.gov.au/SGE2024/miller/preference,"BAILEY, Mark",Australian Labor Party (State of Queensland),36417,32713,612,33325,91.51,16357,"BAILEY, Mark",Australian Labor Party (State of Queensland),12378,"BAILEY, Mark",Australian Labor Party (State of Queensland),19828,"PADAYACHEE, Clio",Liberal National Party of Queensland,12885,6943,False,7450
Mirani,https://results.elections.qld.gov.au/SGE2024/mirani,https://results.elections.qld.gov.au/SGE2024/mirani/preference,"KELLY, Glen",Liberal National Party of Queensland,37242,32046,1429,33475,89.89,16024,"KELLY, Glen",Liberal National Party of Queensland,11750,"KELLY, Glen",Liberal National Party of Queensland,16333,"ANDREW, Stephen",Katter's Australian Party (KAP),15713,620,False,4583
Moggill,https://results.elections.qld.gov.au/SGE2024/moggill,https://results.elections.qld.gov.au/SGE2024/moggill/preference,"ROWAN, Christian",Liberal National Party of Queensland,36173,32988,727,33715,93.2,16495,"ROWAN, Christian",Liberal National Party of Queensland,16003,"ROWAN, Christian",Liberal National Party of Queensland,18350,"RICHMAN, Eric",Australian Labor Party (State of Queensland),14638,3712,False,2347
Morayfield,https://results.elections.qld.gov.au/SGE2024/morayfield,https://results.elections.qld.gov.au/SGE2024/morayfield/preference,"RYAN, Mark",Australian Labor Party (State of Queensland),42348,34208,1850,36058,85.15,17105,"RYAN, Mark",Australian Labor Party (State of Queensland),15479,"RYAN, Mark",Australian Labor Party (State of Queensland),19520,"ROSS, Sarah",Liberal National Party of Queensland,14688,4832,False,4041
Mount Ommaney,https://results.elections.qld.gov.au/SGE2024/mountommaney,https://results.elections.qld.gov.au/SGE2024/mountommaney/preference,"PUGH, Jess",Australian Labor Party (State of Queensland),36893,33008,970,33978,92.1,16505,"PUGH, Jess",Australian Labor Party (State of Queensland),15005,"PUGH, Jess",Australian Labor Party (State of Queensland),18929,"BAILLIE, Lisa",Liberal National Party of Queensland,14079,4850,False,3924
Mudgeeraba,https://results.elections.qld.gov.au/SGE2024/mudgeeraba,https://results.elections.qld.gov.au/SGE2024/mudgeeraba/preference,"BATES, Ros",Liberal National Party of Queensland,41145,34520,1601,36121,87.79,17261,"BATES, Ros",Liberal National Party of Queensland,17842,"BATES, Ros",Liberal National Party of Queensland,22053,"LYNCH, Sophie",Australian Labor Party (State of Queensland),12467,9586,False,4211
Mulgrave,https://results.elections.qld.gov.au/SGE2024/mulgrave,https://results.elections.qld.gov.au/SGE2024/mulgrave/preference,"JAMES, Terry",Liberal National Party of Queensland,39892,30497,2115,32612,81.75,15249,"JAMES, Terry",Liberal National Party of Queensland,8369,"JAMES, Terry",Liberal National Party of Queensland,16066,"BATES, Richie",Australian Labor Party (State of Queensland),14431,1635,False,7697
Mundingburra,https://results.elections.qld.gov.au/SGE2024/mundingburra,https://results.elections.qld.gov.au/SGE2024/mundingburra/preference,"POOLE, Janelle",Liberal National Party of Queensland,35138,29352,1089,30441,86.63,14677,"POOLE, Janelle",Liberal National Party of Queensland,13020,"POOLE, Janelle",Liberal National Party of Queensland,17380,"WALKER, Les",Australian Labor Party (State of Queensland),11972,5408,False,4360
Murrumba,https://results.elections.qld.gov.au/SGE2024/murrumba,https://results.elections.qld.gov.au/SGE2024/murrumba/preference,"MILES, Steven",Australian Labor Party (State of Queensland),46968,40019,1560,41579,88.53,20010,"MILES, Steven",Australian Labor Party (State of Queensland),19076,"MILES, Steven",Australian Labor Party (State of Queensland),23922,"FULTON, Gary",Liberal National Party of Queensland,16097,7825,False,4846
Nanango,https://results.elections.qld.gov.au/SGE2024/nanango,https://results.elections.qld.gov.au/SGE2024/nanango/preference,"FRECKLINGTON, Deb",Liberal National Party of Queensland,41233,34952,1514,36466,88.44,17477,"FRECKLINGTON, Deb",Liberal National Party of Queensland,19319,"FRECKLINGTON, Deb",Liberal National Party of Queensland,25488,"HEWARD, Val",Australian Labor Party (State of Queensland),9464,16024,False,6169
Nicklin,https://results.elections.qld.gov.au/SGE2024/nicklin,https://results.elections.qld.gov.au/SGE2024/nicklin/preference,"HUNT, Marty",Liberal National Party of Queensland,39179,32717,1644,34361,87.7,16359,"HUNT, Marty",Liberal National Party of Queensland,12379,"HUNT, Marty",Liberal National Party of Queensland,17240,"SKELTON, Rob",Australian Labor Party (State of Queensland),15477,1763,False,4861
Ninderry,https://results.elections.qld.gov.au/SGE2024/ninderry,https://results.elections.qld.gov.au/SGE2024/ninderry/preference,"PURDIE, Dan",Liberal National Party of Queensland,43377,37067,1407,38474,88.7,18534,"PURDIE, Dan",Liberal National Party of Queensland,17950,"PURDIE, Dan",Liberal National Party of Queensland,22411,"JUSTO, Jo",Australian Labor Party (State of Queensland),14656,7755,False,4461
Noosa,https://results.elections.qld.gov.au/SGE2024/noosa,https://results.elections.qld.gov.au/SGE2024/noosa/preference,"BOLTON, Sandy",Independent,38567,32938,1131,34069,88.34,16470,"BOLTON, Sandy",Independent,14237,"BOLTON, Sandy",Independent,19283,"STEWART, Clare",Liberal National Party of Queensland,13655,5628,False,5046
Nudgee,https://results.elections.qld.gov.au/SGE2024/nudgee,https://results.elections.qld.gov.au/SGE2024/nudgee/preference,"LINARD, Leanne",Australian Labor Party (State of Queensland),40123,34976,1053,36029,89.8,17489,"LINARD, Leanne",Australian Labor Party (State of Queensland),16860,"LINARD, Leanne",Australian Labor Party (State of Queensland),21686,"WILSON, Robert",Liberal National Party of Queensland,13290,8396,False,4826
Oodgeroo,https://results.elections.qld.gov.au/SGE2024/oodgeroo,https://results.elections.qld.gov.au/SGE2024/oodgeroo/preference,"STOKER, Amanda",Liberal National Party of Queensland,35044,31172,954,32126,91.67,15587,"STOKER, Amanda",Liberal National Party of Queensland,17360,"STOKER, Amanda",Liberal National Party of Queensland,19257,"HENLEY, Irene",Australian Labor Party (State of Queensland),11915,7342,False,1897
Pine Rivers,https://results.elections.qld.gov.au/SGE2024/pinerivers,https://results.elections.qld.gov.au/SGE2024/pinerivers/preference,"BOYD, Nikki",Australian Labor Party (State of Queensland),41163,36558,1098,37656,91.48,18280,"CLEMENTS, Dean",Liberal National Party of Queensland,15082,"BOYD, Nikki",Australian Labor Party (State of Queensland),18533,"CLEMENTS, Dean",Liberal National Party of Queensland,18025,508,True,4127
