district,district_url,distribution_url,elected_member,elected_party,elected_members,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"STRINGER, Justin",Federation Party Tasmania,Excluded,False,,154
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"ARCHER, Elise",Liberal Party,Elected 2,True,2,10626
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"HADDAD, Ella",Australian Labor Party,Elected 3,True,3,10626
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"O'CONNOR, Cassy",Tasmanian Greens,Elected 1,True,1,10626
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"OGILVIE, Madeleine",Liberal Party,Elected 4,True,4,10145
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"JOHNSTON, Kristie",Independent,Elected 5,True,5,9970
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"HICKEY, Sue",Independent,,False,,8716
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"BAYLEY, Vica",Tasmanian Greens,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"BEHRAKIS, Simon",Liberal Party,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"BENNETT, Lorraine","Shooters, Fishers, Farmers TAS",Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"CARNES, Deb",Australian Labor Party,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"CLARK, Chris",Australian Labor Party,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"COATS, Will",Liberal Party,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"DAVIS, Simon",Australian Labor Party,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"DUTTA, Mike",Independent,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"EWIN, Jax",Independent,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"GERSHWIN, Lisa",Independent,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"LARGE, Andrew","Shooters, Fishers, Farmers TAS",Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"LENNON, Harvey",Liberal Party,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"MITCHELL, Sam",Australian Labor Party,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"SMITH, Tim",Tasmanian Greens,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"STRINGER, Justin",Federation Party Tasmania,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"TAYLOR, Bec",Tasmanian Greens,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"VOLF, Nathan",Tasmanian Greens,Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,33,final,,,"WESTCOTT, Tim",Animal Justice Party,Excluded,False,,0
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"PETRUSMA, Jacquie",Liberal Party,Elected 1,True,1,14550
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"WOODRUFF, Rosalie",Tasmanian Greens,Elected 2,True,2,10161
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"WINTER, Dean",Australian Labor Party,Elected 3,True,3,7859
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"O'BYRNE, David",Australian Labor Party,Elected 4,True,4,7538
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"STREET, Nic",Liberal Party,Elected 5,True,5,5783
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"ENDERS, Bec",Liberal Party,,False,,3271
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"YOUNG, Dean",Liberal Party,Excluded,False,,3196
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"STANDEN, Alison",Australian Labor Party,Excluded,False,,3107
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"WALKER, James",Liberal Party,Excluded,False,,2468
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"BRUMBY, Amy",Australian Labor Party,Excluded,False,,2020
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"THORPE, Toby",Australian Labor Party,Excluded,False,,1753
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"TANNER, Mark",Animal Justice Party,Excluded,False,,1227
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"VERRIER, Bridget",Tasmanian Greens,Excluded,False,,939
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"BROADBY, Shane","Shooters, Fishers, Farmers TAS",Excluded,False,,788
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"HARRISON, Phoenix",Tasmanian Greens,Excluded,False,,745
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"CANGELOSI, Fabiano",Australian Labor Party,Excluded,False,,724
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"DARKO, Kit",Tasmanian Greens,Excluded,False,,671
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"BYFIELD, Rebecca","Shooters, Fishers, Farmers TAS",Excluded,False,,627
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"CORDOVER, Gideon",Tasmanian Greens,Excluded,False,,606
Franklin,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/franklin/dist-franklin-m.html,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",Liberal Party; Tasmanian Greens; Australian Labor Party; Australian Labor Party; Liberal Party,"PETRUSMA, Jacquie; WOODRUFF, Rosalie; WINTER, Dean; O'BYRNE, David; STREET, Nic",5,11544,78130,69258,3031,72289,92.52,4165,0,first,,,"CAIRNS, Robert","Shooters, Fishers, Farmers TAS",Excluded,False,,594
