district,district_url,distribution_url,elected_member,elected_party,elected_members,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,0,first,,,"MORGAN, Matthew",Independent,Excluded,False,,294
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"BROAD, Shane",Australian Labor Party,Elected 3,True,3,11661
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"DOW, Anita",Australian Labor Party,Elected 2,True,2,11661
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"ROCKLIFF, Jeremy",Liberal Party,Elected 1,True,1,11661
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"JAENSCH, Roger",Liberal Party,Elected 4,True,4,10897
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"BROOKS, Adam",Liberal Party,Elected 5,True,5,10859
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"ELLIS, Felix",Liberal Party,,False,,10547
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"BRIGGS, Darren",Tasmanian Greens,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"CORBETT, Maureen",Tasmanian Greens,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"DIPROSE, Amanda",Australian Labor Party,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"GARLAND, Craig",Independent,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"HAMER, Liz",Independent,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"HENDRIKS, Lara",Liberal Party,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"JONES, Brenton","Shooters, Fishers, Farmers TAS",Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"KEAY, Justine",Australian Labor Party,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"MILNE, Tammy",Tasmanian Greens,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"MORGAN, Matthew",Independent,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"MURRAY, Emily",Tasmanian Greens,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"PARSONS, Phill",Tasmanian Greens,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"RIPPON, Michelle",Australian Labor Party,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"SHEEHAN, Stacey",Liberal Party,Excluded,False,,0
Braddon,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/braddon/dist-braddon-m.html,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",Liberal Party; Australian Labor Party; Australian Labor Party; Liberal Party; Liberal Party,"ROCKLIFF, Jeremy; DOW, Anita; BROAD, Shane; JAENSCH, Roger; BROOKS, Adam",5,11661,81211,69961,3963,73924,91.03,312,34,final,,,"SWANSON, Kim","Shooters, Fishers, Farmers TAS",Excluded,False,,0
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"O'CONNOR, Cassy",Tasmanian Greens,Elected 1,True,1,9469
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"ARCHER, Elise",Liberal Party,Elected 2,True,2,9402
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"HADDAD, Ella",Australian Labor Party,Elected 3,True,3,7998
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"JOHNSTON, Kristie",Independent,Elected 5,True,5,6994
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"HICKEY, Sue",Independent,,False,,6261
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"OGILVIE, Madeleine",Liberal Party,Elected 4,True,4,3992
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"BEHRAKIS, Simon",Liberal Party,Excluded,False,,3722
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"DAVIS, Simon",Australian Labor Party,Excluded,False,,1986
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"COATS, Will",Liberal Party,Excluded,False,,1690
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"CLARK, Chris",Australian Labor Party,Excluded,False,,1597
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"LENNON, Harvey",Liberal Party,Excluded,False,,1488
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"BAYLEY, Vica",Tasmanian Greens,Excluded,False,,1372
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"MITCHELL, Sam",Australian Labor Party,Excluded,False,,1294
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"CARNES, Deb",Australian Labor Party,Excluded,False,,1191
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"TAYLOR, Bec",Tasmanian Greens,Excluded,False,,943
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"WESTCOTT, Tim",Animal Justice Party,Excluded,False,,902
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"DUTTA, Mike",Independent,Excluded,False,,615
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"LARGE, Andrew","Shooters, Fishers, Farmers TAS",Excluded,False,,588
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"SMITH, Tim",Tasmanian Greens,Excluded,False,,546
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"EWIN, Jax",Independent,Excluded,False,,537
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"VOLF, Nathan",Tasmanian Greens,Excluded,False,,442
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"BENNETT, Lorraine","Shooters, Fishers, Farmers TAS",Excluded,False,,310
Clark,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/index.html,https://www.tec.tas.gov.au/house-of-assembly/StateElection2021/results/clark/dist-clark-m.html,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",Tasmanian Greens; Liberal Party; Australian Labor Party; Liberal Party; Independent,"O'CONNOR, Cassy; ARCHER, Elise; HADDAD, Ella; OGILVIE, Madeleine; JOHNSTON, Kristie",5,10626,73998,63753,3378,67131,90.72,1254,0,first,,,"GERSHWIN, Lisa",Independent,Excluded,False,,260
