district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status,result_note,district_seats
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,KESK,KESK,1903,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,PS,PS,1219,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,KOK,KOK,900,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,KD,KD,530,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,SDP,SDP,229,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,VIHR,VIHR,120,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,VL,VL,90,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,VAS,VAS,48,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,LIIKE,LIIKE,32,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,RKP,RKP,23,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,VKK,VKK,10,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,KRIP,KRIP,6,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alajärvi,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,5115,0,5115,0,2558,0,first,,,LIBE,LIBE,5,Finland,FI_005,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alavieska,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,1334,0,1334,0,668,0,first,,,KESK,KESK,574,Finland,FI_009,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alavieska,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,1334,0,1334,0,668,0,first,,,PS,PS,451,Finland,FI_009,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
Alavieska,https://stat.fi/en/statistics/evaa,,KESK,KESK,0,1334,0,1334,0,668,0,first,,,VAS,VAS,81,Finland,FI_009,official,Official municipality valid-vote totals. Seats are allocated through multi-member constituencies; compatible municipality turnout and invalid-ballot metadata are unavailable.,0
