district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,unreturned_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
Padang Besar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Zahidi Bin Zainul Abidin,BN,41974,35520,531,91,36142,86.11,17761,0,first,,,Zahidi Bin Zainul Abidin,BN,21473,Perlis,P.001,official
Padang Besar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Zahidi Bin Zainul Abidin,BN,41974,35520,531,91,36142,86.11,17761,0,first,,,Azamhari,PAS,14047,Perlis,P.001,official
Padang Besar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Zahidi Bin Zainul Abidin,BN,41974,35520,531,91,36142,86.11,17761,1,final,,,Zahidi Bin Zainul Abidin,BN,21473,Perlis,P.001,official
Padang Besar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Zahidi Bin Zainul Abidin,BN,41974,35520,531,91,36142,86.11,17761,1,final,,,Azamhari,PAS,14047,Perlis,P.001,official
Kangar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shaharuddin Bin Ismail,BN,51207,42649,667,115,43431,84.81,21325,0,first,,,Shaharuddin Bin Ismail,BN,23343,Perlis,P.002,official
Kangar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shaharuddin Bin Ismail,BN,51207,42649,667,115,43431,84.81,21325,0,first,,,Baharuddin Ahmad,PAS,19306,Perlis,P.002,official
Kangar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shaharuddin Bin Ismail,BN,51207,42649,667,115,43431,84.81,21325,1,final,,,Shaharuddin Bin Ismail,BN,23343,Perlis,P.002,official
Kangar,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shaharuddin Bin Ismail,BN,51207,42649,667,115,43431,84.81,21325,1,final,,,Baharuddin Ahmad,PAS,19306,Perlis,P.002,official
Arau,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shahidan Bin Kassim,BN,43876,37787,525,127,38439,87.61,18894,0,first,,,Shahidan Bin Kassim,BN,19376,Perlis,P.003,official
Arau,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shahidan Bin Kassim,BN,43876,37787,525,127,38439,87.61,18894,0,first,,,Haron Din,PAS,18005,Perlis,P.003,official
Arau,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shahidan Bin Kassim,BN,43876,37787,525,127,38439,87.61,18894,0,first,,,Zainudin Bin Yom,BEBAS,406,Perlis,P.003,official
Arau,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shahidan Bin Kassim,BN,43876,37787,525,127,38439,87.61,18894,1,final,,,Shahidan Bin Kassim,BN,19376,Perlis,P.003,official
Arau,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shahidan Bin Kassim,BN,43876,37787,525,127,38439,87.61,18894,1,final,,,Haron Din,PAS,18005,Perlis,P.003,official
Arau,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Shahidan Bin Kassim,BN,43876,37787,525,127,38439,87.61,18894,1,final,,,Zainudin Bin Yom,BEBAS,406,Perlis,P.003,official
Langkawi,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Nawawi Bin Ahmad,BN,37536,31133,744,219,32096,85.51,15567,0,first,,,Nawawi Bin Ahmad,BN,21407,Kedah,P.004,official
Langkawi,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Nawawi Bin Ahmad,BN,37536,31133,744,219,32096,85.51,15567,0,first,,,Ahmad Bin Abdullah,PKR,9546,Kedah,P.004,official
Langkawi,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Nawawi Bin Ahmad,BN,37536,31133,744,219,32096,85.51,15567,0,first,,,Marina Hussein,BEBAS,180,Kedah,P.004,official
Langkawi,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Nawawi Bin Ahmad,BN,37536,31133,744,219,32096,85.51,15567,1,final,,,Nawawi Bin Ahmad,BN,21407,Kedah,P.004,official
Langkawi,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Nawawi Bin Ahmad,BN,37536,31133,744,219,32096,85.51,15567,1,final,,,Ahmad Bin Abdullah,PKR,9546,Kedah,P.004,official
Langkawi,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Nawawi Bin Ahmad,BN,37536,31133,744,219,32096,85.51,15567,1,final,,,Marina Hussein,BEBAS,180,Kedah,P.004,official
Jerlun,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Aziz,BN,52383,45052,730,117,45899,87.62,22527,0,first,,,Othman Bin Aziz,BN,24161,Kedah,P.005,official
Jerlun,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Aziz,BN,52383,45052,730,117,45899,87.62,22527,0,first,,,Ismail Bin Salleh,PAS,20891,Kedah,P.005,official
Jerlun,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Aziz,BN,52383,45052,730,117,45899,87.62,22527,1,final,,,Othman Bin Aziz,BN,24161,Kedah,P.005,official
Jerlun,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Aziz,BN,52383,45052,730,117,45899,87.62,22527,1,final,,,Ismail Bin Salleh,PAS,20891,Kedah,P.005,official
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mohd Johari Bin Baharum,BN,65550,56224,834,238,57296,87.41,28113,0,first,,,Mohd Johari Bin Baharum,BN,33334,Kedah,P.006,official
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mohd Johari Bin Baharum,BN,65550,56224,834,238,57296,87.41,28113,0,first,,,Jamal Nasir,PAS,22890,Kedah,P.006,official
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mohd Johari Bin Baharum,BN,65550,56224,834,238,57296,87.41,28113,1,final,,,Mohd Johari Bin Baharum,BN,33334,Kedah,P.006,official
Kubang Pasu,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mohd Johari Bin Baharum,BN,65550,56224,834,238,57296,87.41,28113,1,final,,,Jamal Nasir,PAS,22890,Kedah,P.006,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahdzir Khalid,BN,41960,37109,691,104,37904,90.33,18555,0,first,,,Mahdzir Khalid,BN,20654,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahdzir Khalid,BN,41960,37109,691,104,37904,90.33,18555,0,first,,,Nasir Bin Zakaria,PAS,16212,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahdzir Khalid,BN,41960,37109,691,104,37904,90.33,18555,0,first,,,Muhamad Bazli,BEBAS,243,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahdzir Khalid,BN,41960,37109,691,104,37904,90.33,18555,1,final,,,Mahdzir Khalid,BN,20654,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahdzir Khalid,BN,41960,37109,691,104,37904,90.33,18555,1,final,,,Nasir Bin Zakaria,PAS,16212,Kedah,P.007,official
Padang Terap,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahdzir Khalid,BN,41960,37109,691,104,37904,90.33,18555,1,final,,,Muhamad Bazli,BEBAS,243,Kedah,P.007,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahfuz Omar,PAS,80714,68461,848,215,69524,86.14,34231,0,first,,,Mahfuz Omar,PAS,36198,Kedah,P.008,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahfuz Omar,PAS,80714,68461,848,215,69524,86.14,34231,0,first,,,Shahlan Bin Ismail,BN,32263,Kedah,P.008,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahfuz Omar,PAS,80714,68461,848,215,69524,86.14,34231,1,final,,,Mahfuz Omar,PAS,36198,Kedah,P.008,official
Pokok Sena,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mahfuz Omar,PAS,80714,68461,848,215,69524,86.14,34231,1,final,,,Shahlan Bin Ismail,BN,32263,Kedah,P.008,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,0,first,,,Gooi Hsiao Leung,PKR,27364,Kedah,P.009,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,0,first,,,Chor Chee Heung,BN,25491,Kedah,P.009,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,0,first,,,Abdul Fisol Bin Mohd Isa,BERJASA,3530,Kedah,P.009,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,0,first,,,Jawahar Raja Bin Hj Abdul Wahid,BERSAMA,257,Kedah,P.009,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,1,final,,,Gooi Hsiao Leung,PKR,27364,Kedah,P.009,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,1,final,,,Chor Chee Heung,BN,25491,Kedah,P.009,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,1,final,,,Abdul Fisol Bin Mohd Isa,BERJASA,3530,Kedah,P.009,official
Alor Star,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Gooi Hsiao Leung,PKR,69009,56642,1070,200,57912,83.92,28322,1,final,,,Jawahar Raja Bin Hj Abdul Wahid,BERSAMA,257,Kedah,P.009,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azman Ismail,PKR,95328,80793,1212,248,82253,86.28,40397,0,first,,,Azman Ismail,PKR,42870,Kedah,P.010,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azman Ismail,PKR,95328,80793,1212,248,82253,86.28,40397,0,first,,,Zaki Zamani Bin Abdul Rashid,BN,37923,Kedah,P.010,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azman Ismail,PKR,95328,80793,1212,248,82253,86.28,40397,1,final,,,Azman Ismail,PKR,42870,Kedah,P.010,official
Kuala Kedah,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azman Ismail,PKR,95328,80793,1212,248,82253,86.28,40397,1,final,,,Zaki Zamani Bin Abdul Rashid,BN,37923,Kedah,P.010,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Abdul,BN,70135,61692,759,127,62578,89.23,30847,0,first,,,Othman Bin Abdul,BN,32165,Kedah,P.011,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Abdul,BN,70135,61692,759,127,62578,89.23,30847,0,first,,,Mohamad Sabu,PAS,29527,Kedah,P.011,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Abdul,BN,70135,61692,759,127,62578,89.23,30847,1,final,,,Othman Bin Abdul,BN,32165,Kedah,P.011,official
Pendang,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Othman Bin Abdul,BN,70135,61692,759,127,62578,89.23,30847,1,final,,,Mohamad Sabu,PAS,29527,Kedah,P.011,official
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Jamil Khir Bin Baharom,BN,74410,63662,952,164,64778,87.06,31832,0,first,,,Jamil Khir Bin Baharom,BN,32429,Kedah,P.012,official
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Jamil Khir Bin Baharom,BN,74410,63662,952,164,64778,87.06,31832,0,first,,,Mohd Firdaus Bin Jaafar,PAS,31233,Kedah,P.012,official
