district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,unreturned_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Jamil Khir Bin Baharom,BN,74410,63662,952,164,64778,87.06,31832,1,final,,,Jamil Khir Bin Baharom,BN,32429,Kedah,P.012,official
Jerai,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Jamil Khir Bin Baharom,BN,74410,63662,952,164,64778,87.06,31832,1,final,,,Mohd Firdaus Bin Jaafar,PAS,31233,Kedah,P.012,official
Sik,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mansor Bin Abdul Rahman,BN,46786,41361,631,85,42077,89.94,20681,0,first,,,Mansor Bin Abdul Rahman,BN,22084,Kedah,P.013,official
Sik,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mansor Bin Abdul Rahman,BN,46786,41361,631,85,42077,89.94,20681,0,first,,,Che Uda Bin Che Nik,PAS,19277,Kedah,P.013,official
Sik,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mansor Bin Abdul Rahman,BN,46786,41361,631,85,42077,89.94,20681,1,final,,,Mansor Bin Abdul Rahman,BN,22084,Kedah,P.013,official
Sik,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Mansor Bin Abdul Rahman,BN,46786,41361,631,85,42077,89.94,20681,1,final,,,Che Uda Bin Che Nik,PAS,19277,Kedah,P.013,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Ismail Bin Daut,BN,85908,72954,1340,226,74520,86.74,36478,0,first,,,Ismail Bin Daut,BN,38538,Kedah,P.014,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Ismail Bin Daut,BN,85908,72954,1340,226,74520,86.74,36478,0,first,,,Nurin Aina,PKR,34416,Kedah,P.014,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Ismail Bin Daut,BN,85908,72954,1340,226,74520,86.74,36478,1,final,,,Ismail Bin Daut,BN,38538,Kedah,P.014,official
Merbok,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Ismail Bin Daut,BN,85908,72954,1340,226,74520,86.74,36478,1,final,,,Nurin Aina,PKR,34416,Kedah,P.014,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,0,first,,,Johari Abdul,PKR,44194,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,0,first,,,Syamsul Anuar Ismail,BN,34646,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,0,first,,,Ong Wei Sin,BEBAS,772,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,0,first,,,Suhaimi Bin Hashim,KITA,200,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,1,final,,,Johari Abdul,PKR,44194,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,1,final,,,Syamsul Anuar Ismail,BN,34646,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,1,final,,,Ong Wei Sin,BEBAS,772,Kedah,P.015,official
Sungai Petani,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Johari Abdul,PKR,93176,79812,959,253,81024,86.96,39907,1,final,,,Suhaimi Bin Hashim,KITA,200,Kedah,P.015,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azeez Rahim,BN,93168,81823,1091,195,83109,89.2,40912,0,first,,,Azeez Rahim,BN,43504,Kedah,P.016,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azeez Rahim,BN,93168,81823,1091,195,83109,89.2,40912,0,first,,,Najmi Hj Ahmad,PAS,38319,Kedah,P.016,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azeez Rahim,BN,93168,81823,1091,195,83109,89.2,40912,1,final,,,Azeez Rahim,BN,43504,Kedah,P.016,official
Baling,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,https://opendata.spr.gov.my/katalog?bahagian=penjalanan-pilihan-raya&tab=0&tahun=2013,Azeez Rahim,BN,93168,81823,1091,195,83109,89.2,40912,1,final,,,Najmi Hj Ahmad,PAS,38319,Kedah,P.016,official
